size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
1376,27.3550,24.8330,10.9052,12.5967,11.9081,25.3822,23.9684,37.9757,11.5192,11.4824,21.1224,9.1061,9.7372,13.3439,13.2522
1384,27.6069,25.4128,10.8943,12.5366,11.8408,26.2175,24.8978,39.0740,11.5204,11.4702,21.1248,9.0927,9.5342,13.4796,13.2314
1392,27.3464,25.5938,10.9088,12.6016,11.9117,26.0647,25.7600,39.3982,11.5265,11.4714,21.1249,9.1012,9.5415,13.3011,13.1593
1400,27.6545,25.3468,10.9149,12.6014,11.8959,27.6656,25.0482,39.3552,11.5277,11.4714,21.3156,9.1893,9.5513,13.3488,13.0762
1408,27.5787,25.7870,10.9076,12.5979,11.9069,26.1833,24.7047,39.3699,11.5265,11.4714,21.0833,9.1085,9.5256,14.5890,13.2670
1416,28.0129,25.7908,10.9199,12.5978,11.9020,26.5049,24.9969,43.4292,11.5302,11.4775,21.2214,9.0878,9.5366,13.3855,13.2485
1424,28.0264,26.2946,10.9163,12.5966,11.8934,26.9464,25.0361,39.5413,11.5216,11.4702,21.1639,10.8820,9.4742,13.3378,13.1102
1432,27.7072,25.9839,10.8575,12.5955,11.8933,26.5955,25.0959,39.5302,11.5314,11.4801,21.1162,9.1012,9.5220,13.2510,13.0651
1440,27.5848,26.0573,10.9150,12.5955,11.8970,26.6810,24.9114,39.4446,11.5289,11.4727,22.6989,9.1061,9.5342,13.1274,12.9893
1448,27.6031,26.5281,10.9126,12.5930,11.9020,26.5758,25.1987,39.0031,11.5216,11.4751,21.0024,9.0951,9.5305,12.0316,11.8995
1456,27.3744,26.4083,12.2738,12.5281,11.8445,26.5796,24.7769,38.9113,11.9851,11.7943,22.6353,9.0927,10.0833,12.2689,12.1503
1464,36.0409,26.0731,10.9175,12.6028,11.9044,26.6370,25.5388,42.4949,11.5240,11.4775,21.2533,9.0939,9.5317,12.7838,12.6443
1472,27.6986,26.1112,10.9236,12.5966,11.9056,26.4902,24.9065,39.7430,11.5253,12.4609,20.7994,9.0890,9.5342,12.3019,12.2064
1480,27.6888,26.2567,10.9064,12.5966,11.8947,26.4510,24.7903,39.3101,11.4812,11.4164,20.6307,9.0510,9.4950,11.9215,11.8225
1488,27.5714,26.2994,10.9039,12.5979,11.9008,26.5660,24.8135,39.2562,11.5265,12.3740,20.9144,9.0975,9.5354,12.0194,11.9192
1496,28.1022,26.3594,10.9174,12.5991,11.9240,26.8779,25.9900,39.3566,11.4691,11.4202,20.9108,9.0449,9.6711,12.7410,12.5612
1504,27.8661,26.5869,10.8525,12.5319,11.8824,26.4597,25.2795,40.1379,11.5253,12.9990,20.7053,9.0474,9.4730,13.5360,12.1686
1512,27.8833,26.3887,10.8600,12.5404,11.8347,26.8732,25.0667,38.9921,11.4702,11.4214,20.8619,9.0559,9.4877,12.2689,12.1245
1520,35.2214,37.4485,10.8600,12.5380,12.1012,28.2429,32.0404,40.5038,11.5265,11.4763,20.4460,9.1000,9.5427,12.4535,12.2982
1528,28.3787,26.5209,10.9100,12.5979,11.8995,27.1665,25.3431,39.8800,12.7129,11.4752,20.4302,9.1000,9.5269,12.2958,12.0989
1536,28.0802,26.6064,10.9113,12.5941,11.9008,27.1630,25.5657,41.3660,11.5216,11.4789,20.3213,9.0914,9.5171,12.1343,12.1025
1544,28.0851,25.5901,10.9198,12.5967,11.8958,26.9037,25.2329,39.5486,11.5253,11.4751,20.2687,9.1050,9.5171,12.8314,12.7227
1552,28.3383,25.6709,10.9210,12.5906,11.9020,26.8914,25.7368,41.0284,11.5253,11.4739,20.3274,9.1050,9.5330,12.1844,12.0745
1560,28.7039,26.1722,10.9199,12.5990,11.8983,27.0675,25.6232,41.6669,11.5314,11.4788,20.3250,9.1024,9.5293,11.7968,11.7429
1568,28.5118,26.0891,10.9236,12.5990,11.8934,26.8804,25.6757,40.0121,13.1494,11.4788,20.2272,9.1012,9.5281,11.6976,11.7086
1576,35.8806,37.7079,10.9272,12.5441,11.8396,28.6526,25.6855,40.5122,11.4653,11.4188,19.9458,9.0548,9.4730,11.1475,11.0959
1584,28.3040,25.7748,10.8539,12.5305,11.8445,26.9685,25.4813,41.3708,11.5203,11.4752,20.3176,9.1025,9.7189,11.7638,11.7161
1592,28.3297,26.2212,10.8599,12.5331,11.8395,27.0492,25.5106,40.3691,11.4690,11.4139,20.0106,9.0499,9.5416,11.4312,11.3688
1600,28.4642,26.0255,10.9211,12.5979,12.7739,27.4503,25.7516,42.0265,11.5240,11.4727,20.1268,9.1012,9.5269,11.5558,11.4775
1608,28.6294,26.2346,10.9077,12.5953,11.8971,26.9366,25.4836,40.0499,11.5265,11.4812,20.3727,9.1049,9.5366,12.0377,11.9080
1616,29.0342,26.6028,10.9186,13.9041,11.9044,27.3733,25.9766,40.8962,12.4279,11.4800,20.0376,9.0951,9.5439,11.9081,11.8848
1624,29.2701,26.6310,10.9102,12.6002,11.9044,28.0887,26.0219,40.6761,11.5265,11.4702,20.1636,9.0963,9.5366,11.4958,11.4910
1632,29.0990,29.4794,10.9039,15.3914,11.9032,27.4160,27.1470,41.6986,13.2791,11.4801,20.2307,9.0989,9.5195,11.6696,11.6133
1640,29.1797,26.7472,10.9076,12.5955,11.8934,27.7242,25.8849,41.4846,11.5240,11.4714,20.1085,9.0988,9.5330,11.6720,11.5840
1648,29.1344,27.0504,10.9163,12.5966,11.9093,27.9163,26.0194,41.0774,12.5012,11.4775,20.2552,9.1489,9.5732,11.4702,11.4115
1656,29.1479,26.9734,10.9799,12.5990,11.9117,27.3390,25.9546,41.1152,11.5167,11.4727,19.9091,9.1097,9.5378,11.1963,11.1755
1664,28.9706,26.6554,10.9163,12.5991,11.8958,27.5984,26.0707,41.0100,11.5204,12.3925,20.0266,9.0988,9.5269,11.3357,10.4819
1672,29.3057,26.7227,10.9138,12.5942,11.8995,30.6633,25.9656,41.3121,11.5289,11.4728,19.8564,9.0951,9.5305,10.9700,10.9835
1680,29.3081,26.6455,10.9199,12.5942,11.8983,27.8333,26.0060,42.3199,11.5240,11.4812,20.0021,9.0975,9.5256,11.0409,11.0250
1688,29.5491,26.8683,10.9052,12.5941,11.9032,27.7769,34.5795,48.1439,12.9905,11.7185,20.0193,9.0927,10.1115,10.7706,10.7805
1696,29.5308,26.7227,10.9125,12.5967,11.8419,27.8772,27.7744,40.9086,11.4690,11.4103,19.8921,9.0646,9.5391,10.6361,10.6642
1704,30.5665,26.3936,10.9175,12.5979,11.8945,27.8735,26.3361,41.4565,11.5203,11.4752,20.0204,9.0890,9.5574,10.5615,10.6141
1712,29.7961,26.9171,10.9186,12.6014,11.9056,29.1051,26.0916,41.8258,11.4641,11.4127,19.7379,9.0510,9.5035,10.3108,10.3585
1720,29.4780,26.8302,10.8539,12.5330,11.8898,28.1487,26.2493,43.0684,11.5240,11.4752,19.9397,9.0975,9.5243,10.5359,10.5847
1728,29.4562,26.2714,10.9100,12.5978,12.8119,28.2942,26.0623,41.9359,11.5240,11.4788,19.7917,9.1012,9.5269,10.3193,10.4110
1736,29.5258,26.9243,10.9126,12.6016,11.9056,29.2811,29.7448,42.0215,11.5265,11.4812,20.0817,9.0988,9.5378,10.1996,10.3059
1744,29.6554,26.9429,11.8788,12.5917,12.2407,28.5951,39.0093,50.6462,12.9084,11.4727,19.9495,9.0952,9.5293,10.3451,10.4282
1752,29.8231,27.5800,10.9028,12.6002,11.9008,28.3407,26.4683,42.0582,11.5216,11.4812,19.8529,9.1012,9.5256,11.5289,10.0588
1760,29.3790,27.3306,10.8538,12.5380,11.8481,28.0471,26.2395,42.2795,11.4716,11.4176,19.7501,9.0939,9.5342,10.1860,10.2850
1768,29.5931,26.7288,10.9100,12.6003,11.8970,28.2025,26.3031,42.6550,11.5192,12.3850,19.7257,9.0951,9.5366,10.0001,10.1078
1776,29.5123,26.9539,10.9100,13.8685,11.8983,28.1205,26.0574,42.1060,11.5240,11.4739,19.7771,9.0865,9.5575,10.0038,10.1188
1784,29.9258,26.9893,10.9052,12.6003,11.8934,28.7896,26.6187,43.2959,11.5253,11.4714,19.7979,9.0902,9.5220,9.7261,9.8682
1792,29.7191,27.0370,10.8979,12.5991,11.8994,28.0399,29.2299,42.6575,11.5289,11.4764,19.7722,9.0975,9.5513,10.1519,10.2216
1800,30.0052,27.4087,10.9150,12.5991,11.8959,29.1014,26.4437,48.3470,13.0308,11.7539,19.8650,9.0914,10.0944,10.6276,9.8558
1808,30.3171,27.2766,10.9065,12.6016,11.8945,28.6306,26.6469,42.6587,11.5240,11.4775,19.8101,9.0461,9.4852,9.3678,9.5490
1816,29.9392,28.9290,10.8525,12.5367,11.8457,28.2135,26.4449,42.2184,11.5216,11.4702,19.9299,9.0878,9.5305,9.5795,9.7396
1824,30.2780,27.4833,10.9065,12.5979,11.8982,28.4313,26.7335,42.6538,11.5253,11.4751,19.8015,9.0988,9.5342,9.5244,11.0104
1832,31.0057,27.5555,10.9137,12.5953,11.8959,28.5756,26.2004,42.1034,11.4727,11.4226,19.6707,9.0522,9.5305,9.4742,9.6162
1840,30.2046,28.0985,10.9137,12.6003,11.8922,28.4238,26.5061,42.9424,11.5278,11.4812,19.7477,9.0975,9.7299,9.3605,10.4772
1848,30.5165,27.4393,10.9199,12.6003,14.6868,28.7737,26.8816,43.1736,11.5253,11.4777,19.8052,9.1099,9.5256,9.2651,9.4584
1856,30.2755,27.5200,10.9102,12.5955,11.8995,28.6721,26.9135,43.0551,11.7295,11.4213,20.5267,9.0573,9.4901,9.1746,9.3752
1864,30.3403,27.5505,10.8563,12.5380,11.8298,28.7100,27.0786,43.2935,11.5070,11.4739,19.8076,9.1024,9.5244,9.8595,9.9806
1872,30.5483,27.1825,10.9186,12.5967,11.8933,28.9742,28.0924,43.8768,13.1898,11.4714,19.5936,9.1000,9.5317,9.0291,9.2664
1880,30.4504,27.8577,10.9149,12.6014,11.8947,29.3044,27.1886,45.0497,11.5253,11.4751,19.7526,9.0975,9.5354,9.0010,9.2491
1888,30.6290,28.0667,10.9395,12.5881,11.8982,29.0844,27.3195,44.6658,11.5253,11.4763,19.6658,9.0865,9.5316,9.0365,9.2700
1896,30.4346,27.6779,10.9149,12.5990,11.8934,28.8115,27.1567,43.1210,11.4629,11.4153,19.5177,9.0498,9.4902,8.8029,9.1000
1904,30.5018,27.8002,10.9039,12.5978,11.8873,30.0333,27.2278,43.6592,12.5134,11.4714,19.5300,9.1024,9.5269,8.7612,9.0583
1912,30.8296,27.5372,10.9088,12.5269,11.8384,29.2177,27.2253,46.2911,13.0186,11.7504,19.7661,9.1050,10.1372,9.1892,9.3849
1920,32.8989,27.6069,10.9150,12.6003,12.8204,29.1124,27.2032,43.4194,11.5240,11.4789,19.5997,9.1061,9.5342,9.2028,9.4192
1928,30.8174,28.0912,10.9053,12.6014,11.8800,28.9999,26.9978,43.1307,11.4641,11.4298,19.6400,9.0977,9.5183,9.1379,9.3483
1936,30.6902,29.6003,10.9027,12.6028,11.9032,29.0048,27.1727,43.4047,11.5228,11.4727,19.5973,9.0914,9.5354,9.1329,9.3495
1944,30.6315,28.2966,10.9210,12.5955,11.9008,28.8617,26.8779,44.0406,11.5265,11.4775,19.7061,9.1001,9.5354,8.4922,8.8370
1952,30.5850,27.9922,11.8628,12.6003,11.8959,29.2640,27.1874,43.7448,11.5277,11.4739,19.7269,9.1073,9.5293,9.2003,13.0992
1960,32.6544,27.9908,10.9125,12.5991,11.9069,29.2750,27.1447,43.1174,11.5216,11.4764,19.5422,9.0963,9.5269,8.7968,9.0792
1968,30.9714,27.4467,10.8673,12.5294,11.8469,29.6506,27.6704,43.9747,11.5240,11.4775,20.0645,9.0988,11.2073,8.8395,9.0474
1976,47.2316,30.1912,11.5436,12.5979,11.9093,29.3973,27.4564,44.6755,11.5265,12.3961,19.5275,9.0963,9.5159,8.6731,8.9875
1984,30.6914,27.4063,10.8623,12.5331,11.8445,29.4780,27.4454,44.1692,11.5216,12.8438,19.4138,9.1000,9.5208,8.5448,8.8811
1992,30.9689,28.0313,10.9224,12.5929,11.9008,29.8732,27.4993,45.9561,11.5253,11.4727,19.4481,9.0927,9.5342,8.4824,8.8162
2000,31.2455,28.0043,10.9187,12.6016,11.8959,29.3191,27.4111,44.3147,11.5253,11.4751,19.3307,9.0902,9.5439,8.2585,8.6438
2008,31.1304,28.4066,10.9248,12.6028,14.5339,29.4353,30.8969,44.1509,11.5253,11.4812,19.3979,9.0988,9.5256,8.2672,8.6475
2016,31.2062,27.9678,10.9053,12.6088,11.9081,30.1960,27.4858,45.0988,11.5253,11.4763,19.3110,9.1024,9.5464,8.2183,8.6095
2024,31.3567,28.0974,10.9076,12.6016,11.9044,30.8577,33.8052,50.8433,13.0541,11.7845,19.2878,9.0804,10.1482,8.2291,8.6132
2032,31.2809,28.1523,10.9198,12.5991,11.9093,29.6921,27.3855,44.7329,11.5228,11.4739,19.3270,9.1097,9.5281,8.2108,8.6084
2040,31.1292,28.8176,10.9102,12.5343,13.0968,29.8597,29.9208,44.7318,11.4653,11.4164,19.2584,9.0548,9.4889,8.0873,8.4910
2048,31.0254,27.8081,10.9322,12.6082,11.8927,29.8488,27.7738,44.9758,11.5583,11.4977,19.3013,9.1048,10.0103,8.2311,8.6027
2056,31.3267,30.1695,12.3289,14.3490,13.5372,30.5492,27.3582,45.5757,13.3266,13.2123,21.7303,10.1630,10.8702,8.2847,8.6452
2064,31.5181,28.6378,12.3138,14.3407,13.4778,35.7742,27.2496,44.4694,13.2660,13.1519,21.4370,10.1603,10.8717,8.2957,8.6465
2072,31.2993,29.4979,12.5146,14.4453,13.7393,29.8405,27.7683,45.1299,13.5301,13.4229,21.8030,10.3804,10.9625,8.5694,8.8654
2080,31.4134,28.5637,12.5023,14.4343,13.7338,29.7250,27.7738,45.0474,13.4436,13.3335,21.8636,10.2621,10.9089,8.6480,8.9219
2088,36.9769,39.6863,13.3541,14.3283,13.7393,30.3387,27.8136,44.8149,13.5109,13.3968,21.8897,10.2193,10.8649,8.6783,8.9507
2096,31.2691,28.7315,12.2189,15.7829,18.2997,29.6782,27.7807,44.5108,13.5234,13.4133,21.9132,10.1589,10.8566,8.7719,9.0442
2104,32.1070,28.1949,12.2917,14.2953,13.5468,29.2489,27.9279,45.4079,13.3100,13.2055,21.7123,10.1644,10.8690,8.8187,9.0691
2112,31.0625,28.4453,12.2408,14.2953,13.5356,32.8912,27.4491,44.1970,13.2509,13.1463,21.4839,10.1162,10.8098,8.7623,9.0238
2120,32.5528,28.4135,12.2340,14.2843,13.5481,29.6919,27.5013,44.3828,13.3045,13.1876,21.4769,10.1093,10.8235,8.8048,9.0746
2128,31.3336,28.2623,12.2903,14.3531,13.6099,30.4116,28.1261,45.6365,13.3609,13.2482,21.8154,10.1671,10.8676,8.8062,9.0746
2136,31.5606,28.6448,13.2386,14.2581,13.5220,30.0897,28.0228,45.2029,13.3843,13.2702,21.7686,10.1740,10.8620,9.1571,9.3759
2144,32.0023,33.4775,12.2147,14.2526,13.5330,30.1324,28.5870,44.6593,13.3829,13.2564,21.9227,10.1795,14.1577,8.9232,9.1750
2152,31.7010,31.0157,12.2340,14.2692,13.5303,33.1487,27.5797,45.2138,13.3858,13.2743,21.9050,10.1589,10.8345,9.1487,9.3539
2160,30.9015,28.4245,12.1514,14.1935,13.4560,29.5722,27.3733,44.1722,13.3060,13.2000,21.8361,10.1851,10.8112,9.6869,9.8107
2168,31.4245,28.7480,12.1419,14.2623,14.5637,29.7566,27.7656,44.8245,13.3445,13.2276,22.2089,10.1644,10.8730,10.4286,10.4190
2176,31.1589,28.9187,12.1843,14.2458,13.5495,29.3204,27.7627,44.8051,13.3307,13.2151,22.2324,10.1934,11.4249,10.1644,10.2070
2184,31.3612,29.4347,12.2134,14.2704,16.4888,31.8359,27.9926,44.6566,13.3376,13.2235,22.4815,10.2456,11.4346,10.2428,10.2965
2192,31.6763,29.1442,12.2092,14.2596,13.5605,30.3539,28.1316,45.9706,13.3266,13.2125,22.2008,10.7382,10.8758,9.8286,9.9262
2200,31.5882,28.7384,12.2174,14.2718,13.5495,30.3773,27.8646,46.6656,13.7752,13.2152,22.3357,10.7520,10.9735,10.0515,10.1368
2208,37.2093,28.8581,13.7022,14.2719,13.5468,30.1034,27.9746,45.6377,13.3210,13.2151,23.0154,10.1685,10.8621,9.9113,10.0103
2216,31.5937,29.0095,12.1899,14.2567,13.5426,30.2259,28.0861,45.8359,13.3142,16.4694,22.9397,10.1850,10.8812,10.2195,10.2498
2224,31.8455,32.0876,12.2023,14.2526,13.5440,30.4308,28.3737,45.6639,13.3265,13.2082,22.8117,10.1671,10.8649,10.2923,10.2952
2232,31.3377,28.9791,12.1941,14.1796,13.4558,29.6094,28.0628,44.9841,13.3321,13.2137,22.8172,10.1671,11.0066,11.8694,10.7739
2240,31.4328,28.8719,12.2024,14.2567,14.0889,29.8901,27.9485,45.2993,13.3210,13.2137,22.8021,10.1795,10.8621,10.8937,10.8401
2248,31.7423,29.2833,12.1996,14.2431,14.1261,30.0236,28.3284,45.5979,13.3458,16.0814,22.7360,10.1658,10.8690,10.6281,10.6061
2256,34.5205,29.2022,12.2037,15.0067,13.4862,30.0470,28.2788,45.4753,13.3182,13.2372,22.7113,10.1575,10.8620,10.8221,10.7355
2264,31.7230,32.6230,12.2325,15.1224,13.5825,30.1460,28.7658,45.1739,13.2798,13.1628,22.5833,10.1121,10.9610,11.0685,10.9832
2272,31.3281,29.3383,12.1472,15.1994,13.5111,29.7099,27.7640,45.3734,13.2770,13.1669,22.6755,10.1052,10.8043,11.1332,10.9887
2280,31.4010,29.1457,12.1555,14.1976,13.5838,30.5589,28.0434,45.6377,13.3472,13.2343,23.0924,10.1560,10.8662,11.2007,11.1209
2288,31.6487,29.3699,12.8931,14.2664,13.5730,29.9342,30.1722,45.4685,13.3500,13.2357,22.9989,10.2277,10.8649,11.4387,11.3078
2296,31.6873,29.3906,12.8724,14.2526,13.5260,30.2012,27.9485,45.7849,13.3101,13.2041,23.4351,10.2360,10.8662,11.2762,11.1441
2304,31.6818,29.3659,12.1391,14.1851,13.4697,29.9452,29.0548,45.8055,13.2399,13.1395,23.1489,10.2456,10.8757,12.0027,11.8020
2312,31.4479,29.3659,12.2051,14.2596,13.5466,29.8709,27.8618,45.9116,13.3169,13.2013,23.2892,12.0717,10.8717,11.8761,11.7069
2320,32.7646,41.7173,12.2107,14.2610,14.1247,31.2042,39.9657,45.6571,13.3156,14.2073,23.4351,10.1644,10.8703,11.9120,11.7097
2328,31.6487,28.7906,12.2409,14.2596,13.5372,29.9080,28.3296,45.6349,13.4009,13.2798,23.4377,10.1975,10.8594,11.9696,11.7441
2336,31.5910,29.0838,12.2629,14.2582,13.5564,29.9176,29.2338,45.6115,13.4037,13.2908,23.6400,10.1905,10.8786,12.4281,12.2176
2344,31.2140,28.6792,12.1857,14.1853,13.4889,31.6116,27.7807,44.3016,13.3416,13.2233,23.5878,10.1437,10.8221,12.4803,12.2064
2352,31.8524,29.4525,12.1913,14.1867,13.5013,29.7511,29.2655,45.7616,13.4105,13.2881,23.6139,10.1919,10.8345,12.5299,12.2572
2360,32.6463,29.3314,12.1927,14.1824,13.5123,29.6823,27.7628,45.6845,13.3513,13.2329,23.4859,10.1493,10.8112,12.6564,12.3895
2368,31.6267,29.4760,12.2505,14.2582,14.5884,30.0305,28.3793,46.6518,13.4119,13.2935,23.6594,10.1989,10.8690,12.6757,12.5093
2376,31.8028,29.6907,12.2037,14.2582,13.5329,30.1750,39.7524,56.4646,13.9665,13.2151,23.5300,10.1177,10.8607,13.0416,12.6744
2384,33.2972,29.1665,12.1266,14.2486,13.5385,29.8929,28.2099,45.7575,13.3127,13.2013,23.5836,10.1520,10.8620,13.1794,12.9949
2392,31.6928,29.6259,12.1184,14.1606,14.4425,30.0483,27.9981,45.6899,13.2261,13.1243,23.6386,10.1203,10.8180,12.9894,12.6936
2400,31.9253,33.2243,12.1266,14.1618,13.4572,30.0483,28.0998,45.5097,13.2344,15.5311,23.8658,10.1548,10.8621,12.9729,12.7046
2408,31.9790,29.5847,12.1899,16.7846,13.5329,30.4749,28.4961,46.2666,13.2949,13.1959,25.0065,10.1685,10.8470,13.2881,12.9220
2416,31.6337,29.4319,12.1982,14.2443,14.0902,29.9437,28.5347,46.6326,13.2935,13.1904,23.8863,10.1575,10.8592,13.4642,13.1835
2424,31.9651,29.3906,13.7009,14.2416,14.1053,30.4337,28.4796,49.4163,13.3747,13.2729,23.9002,10.1534,10.8731,13.2825,13.0128
2432,32.2294,29.7290,12.1941,14.2445,14.1014,30.5204,28.5525,47.0523,14.7053,13.2055,24.3598,10.1548,11.1660,13.0968,12.7693
2440,37.4516,29.5172,12.1239,14.1700,14.0255,31.9555,27.9664,45.2029,13.2357,13.1284,24.0157,10.0997,10.8139,13.2386,13.0019
2448,31.8400,29.4361,12.1912,14.2498,13.5384,30.0856,28.3917,46.1483,13.3129,13.2000,23.9978,10.7368,10.8771,13.9610,13.5564
2456,31.8180,30.6634,12.3675,14.4839,13.7105,29.7553,28.3902,46.6573,13.3127,13.2000,24.1011,11.7649,10.8607,13.5881,13.5303
2464,31.9074,29.6039,12.3619,14.4784,13.6981,29.8764,28.3476,46.4826,13.3142,13.2027,24.2787,10.7244,10.8621,13.8151,13.4574
2472,32.5350,29.4594,12.3070,14.4039,13.6485,29.9217,28.0573,46.8061,13.3129,13.2000,25.6395,10.7202,10.8592,14.0545,13.5921
2480,31.8867,29.8791,12.3715,14.4921,13.7119,29.8296,28.4494,46.2913,13.3182,13.2096,24.0901,10.1713,11.4236,14.7385,14.3696
2488,31.6130,29.8144,12.2189,14.2445,13.5881,30.0181,41.0720,54.9275,14.7384,13.2702,24.3832,10.1974,11.4703,14.6283,14.3229
2496,31.9445,29.8530,12.2133,14.2335,13.5867,30.4557,28.2939,46.4497,13.3940,13.2743,24.3693,12.1623,11.4111,14.2788,13.8783
2504,31.6461,29.8268,12.1295,14.1687,13.5344,29.8366,28.3147,45.9184,16.8327,13.2233,24.5014,10.1424,11.3685,14.4370,14.2335
2512,31.4657,29.8860,12.2023,14.2431,13.5963,29.8379,28.1453,45.4464,13.3954,14.3050,24.3625,10.2070,10.8620,14.8140,14.3201
2520,31.5855,29.8778,12.1968,14.2512,13.5150,30.1172,28.2402,46.4661,13.3086,13.1972,24.3087,10.1644,10.8592,14.4839,14.2870
2528,31.9886,30.8576,12.2037,14.2472,14.8747,30.1957,28.3848,48.1229,13.3086,13.1986,24.6706,10.1617,10.8675,14.3407,14.0655
2536,32.1868,29.7484,12.2202,14.2733,13.5248,30.1309,28.2333,46.2846,13.3184,13.2013,24.8414,10.1699,10.8745,14.6572,14.4399
2544,31.9968,29.9589,12.2202,14.2761,13.5247,29.9727,29.3425,51.4708,14.6448,13.1423,25.4262,10.1781,11.0864,14.8430,14.3449
2552,32.0038,29.7209,12.1529,14.1921,13.4642,29.7194,28.2541,46.1097,13.2453,13.1422,25.2528,10.1121,10.8084,14.8250,14.6752
2560,31.9294,29.8558,12.1514,14.1853,13.4668,34.1545,29.6135,47.2917,13.2496,13.1476,24.9982,10.1121,10.8194,14.8664,14.4921
2568,31.8992,29.3645,12.2229,14.2637,13.5301,30.4157,28.6310,46.2501,13.3156,13.2096,25.5336,10.2387,10.8647,14.9352,14.7741
2576,31.9598,30.4432,12.1666,14.1949,13.4505,30.1063,28.6393,46.8569,13.2482,13.1367,25.3120,10.1121,10.8112,14.6503,15.9081
2584,31.5881,29.1018,12.1721,14.2706,13.5247,30.2024,28.4082,47.6413,13.3527,13.2398,25.3891,10.1671,10.8635,14.7370,14.4578
2592,33.1582,29.4168,12.1584,14.1949,13.4504,30.1130,28.7260,47.6620,14.3325,13.2467,25.2913,10.1726,10.8551,14.6380,14.2196
2600,32.0890,29.4361,12.2147,14.2555,15.4098,41.9485,42.1549,71.1085,13.3734,13.2523,26.6054,10.1644,10.8688,14.7811,14.4135
2608,32.2419,29.4498,12.1927,14.2567,13.5205,30.7088,28.6944,46.9023,13.3033,13.1820,25.4454,10.1011,10.8125,14.1961,13.7793
2616,32.1207,29.2463,12.1845,14.1798,13.4409,30.6594,28.7838,49.3916,13.3197,13.2041,25.4427,10.1217,10.8166,14.8250,14.6172
2624,32.1428,29.2489,12.1899,14.1810,13.4462,30.1350,28.6160,46.8651,13.3223,14.2500,25.5557,10.1025,10.8221,14.4563,14.1494
2632,32.2570,29.5516,12.1280,14.1783,14.9407,30.3057,28.9530,47.6783,14.3325,13.2110,25.4028,10.1548,10.8633,14.6213,14.2939
2640,32.3711,29.6852,12.1872,14.2610,13.5178,30.4667,28.9860,48.1586,13.3912,13.2715,25.6381,10.1603,10.8717,14.7095,14.4701
2648,32.2336,29.6329,12.1253,16.8478,13.4697,30.4049,29.1004,48.9238,13.2537,15.3383,25.6285,10.1217,10.8551,14.7068,15.2806
2656,32.5487,29.7676,12.1982,14.2472,13.5137,34.4504,28.8485,47.9495,13.3237,13.2082,25.9396,10.1713,12.6179,14.8058,14.4935
2664,32.3835,30.0044,12.1886,14.2443,13.5068,30.6910,28.7548,47.6881,13.3225,14.2953,25.5569,10.1548,11.0106,15.0989,14.7480
2672,32.2019,29.7456,12.1898,14.2402,13.5234,30.0222,28.7838,47.5146,13.3184,13.2041,25.7896,10.1603,10.8703,15.2214,15.0191
2680,32.4482,30.1365,12.2270,14.2169,13.4862,30.4267,28.9861,46.5748,13.3211,15.2476,25.8926,11.6120,10.8731,15.3178,15.0879
2688,31.9061,29.5819,12.2203,14.2925,13.5715,30.4227,29.0577,48.0567,13.3362,13.2207,25.7373,10.2303,10.8745,15.2214,15.0426
2696,32.3684,30.2630,12.2230,14.2925,13.5605,30.4034,28.9628,47.0661,13.3321,14.2884,25.5322,10.1589,10.8647,15.3769,15.0603
2704,32.1400,30.2795,12.2325,14.2912,13.5742,29.7607,28.9832,47.5023,13.3292,13.2192,25.6381,10.1713,10.8745,15.1720,14.8789
2712,32.1882,30.2191,12.1927,14.2512,13.5426,31.4602,42.1975,55.1133,15.0603,13.2123,25.7634,10.1603,10.8621,15.2353,14.9036
2720,32.1854,30.1406,12.2023,18.6973,13.5411,30.5755,28.8279,47.6840,13.3265,13.2192,25.6189,10.1617,10.8662,15.2998,14.9448
2728,33.6027,29.8653,12.2105,14.2541,13.5330,30.3689,28.6723,47.9591,14.3380,13.2207,25.7923,10.1768,10.8649,15.3273,14.9915
2736,32.4895,31.5317,12.1899,14.2445,13.5481,30.7653,29.2310,47.7542,13.3306,13.2178,25.7853,10.1617,11.0135,15.3233,14.9573
2744,32.3905,29.9823,12.2147,14.2622,13.6115,30.3306,28.8609,50.2338,13.3719,13.2604,25.9423,10.1644,10.8649,15.2640,14.8264
2752,32.2156,29.8860,12.2202,14.2623,13.6044,30.6676,28.7768,47.0867,13.3692,13.2633,25.6766,10.1713,10.8537,15.2518,14.9297
2760,32.1509,30.3332,12.2119,15.5076,13.5991,30.4626,29.0481,49.1934,13.3776,13.2605,26.0880,10.1671,10.8661,15.2475,15.0755
2768,40.0440,43.4429,12.2174,14.2678,13.8797,31.2675,29.1154,48.5013,17.1630,13.2702,26.1169,10.1603,10.8633,15.1430,14.9173
2776,32.3697,30.0732,12.2092,14.2513,13.5398,30.4351,29.5586,49.2761,13.3802,13.2564,26.0029,10.1534,10.8688,14.9668,14.7577
2784,32.3272,30.0552,12.1541,14.1824,13.4766,30.3951,29.1884,48.1133,14.8195,13.2041,25.9614,10.1134,10.8633,15.2351,14.8719
2792,32.2501,30.2162,12.2188,14.2568,13.5509,32.4579,29.4980,48.3114,13.3829,13.2674,26.1390,10.2016,10.8620,15.1347,14.8581
