size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
37352,53.7465,48.5112,23.2440,24.4027,25.5673,49.6798,46.6806,89.9131,23.0194,22.8167,36.1371,15.9000,18.0329,18.3349,18.4442
37448,51.7231,46.2256,23.5479,24.4503,24.0430,48.0641,47.0722,89.1141,22.8187,22.6737,36.0813,16.1664,18.1401,18.6828,18.8276
37544,51.4309,45.8976,23.2797,24.4067,24.0549,47.4797,46.6231,88.2575,22.8286,22.6380,35.8248,15.9260,18.0169,18.7822,18.8913
37640,50.7532,45.7088,23.0990,24.2676,23.9097,47.5374,46.3745,90.3007,22.6854,22.5781,35.7772,15.8683,17.9911,18.6429,18.7401
37736,52.8619,51.5402,23.3295,24.4981,24.1781,49.2825,53.2613,88.9611,22.9201,22.7411,36.0793,15.9460,18.0942,18.8316,18.9550
37832,51.6753,46.0607,23.3235,24.3789,24.0369,49.2785,46.8040,88.1381,22.8326,25.0984,36.1926,15.8584,17.9792,18.3666,20.5628
37928,51.2222,46.0307,23.1726,24.4106,24.0988,47.7320,46.8974,88.8457,22.8125,22.6378,36.0058,15.8843,18.0010,19.0026,19.0881
38024,52.2874,45.6134,23.0970,24.2636,23.9474,47.4418,46.5316,88.4325,24.2158,22.5902,36.1430,15.7788,17.9054,18.8117,18.9929
38120,51.0413,45.7504,23.0990,24.2121,23.8800,47.5929,46.3470,88.8675,22.6737,25.0944,36.1549,16.0294,17.8917,18.8219,19.0385
38216,51.1049,45.3531,23.2023,24.5915,24.1145,47.7737,46.4620,88.3985,22.7949,22.6358,35.9222,15.8028,17.8877,19.0504,19.2670
38312,64.1230,65.2323,23.1248,24.2993,24.1484,48.2547,48.6503,89.6110,22.6876,22.5086,36.2105,15.7810,17.8996,18.9708,19.1458
38408,51.2380,45.8818,23.1129,24.2416,25.3569,47.4259,46.5814,93.5303,22.6975,22.5166,36.1827,15.7750,17.8996,19.2868,19.3823
38512,51.4408,47.9726,23.2480,24.4602,24.0272,48.0661,46.8615,90.0323,22.8385,22.6499,36.0575,15.8841,18.2615,19.2809,19.3842
38616,51.3095,46.1004,23.2839,24.3928,24.0411,47.8891,46.9609,89.9548,22.8227,22.6378,36.3497,15.9161,17.9929,19.6743,21.5465
38720,51.0175,45.3948,23.1426,24.2755,23.9238,47.3803,46.3648,88.6211,22.6975,22.5146,35.8310,15.8425,17.9195,19.5951,19.7399
38824,51.5382,46.2930,23.3971,24.4106,24.0530,47.7201,47.0226,92.4630,22.8447,22.6715,36.2680,15.9915,17.9968,19.5253,19.6804
38928,51.6713,64.9698,23.1865,24.3390,24.0270,60.1244,53.6310,88.5715,22.9677,22.8127,36.5247,15.8663,18.0129,19.8217,19.9506
39032,51.2519,45.7407,23.2101,31.3271,24.0788,47.9566,46.4561,89.2811,22.8841,22.7094,36.4132,15.9359,18.0526,19.5533,19.6427
39136,51.1962,45.8857,23.2023,24.3710,23.9972,47.4916,46.1938,90.3402,22.8802,22.6955,36.1589,15.9518,18.0825,19.9468,20.1097
39240,51.6576,46.0944,23.2976,24.4426,24.1145,47.8355,46.3170,88.9034,22.7391,22.5604,36.1609,15.8524,17.9792,19.7699,19.8433
39344,51.3692,46.1242,23.3077,24.4287,24.0629,48.2190,46.8895,91.5249,23.3952,23.2142,37.2101,16.3114,17.9812,20.3263,20.4319
39448,51.3850,46.0786,23.1805,24.3232,23.9635,47.4162,46.5753,89.3007,22.8685,22.6955,36.4350,15.9359,18.0686,20.4555,20.5588
39552,51.4844,48.1873,23.4348,24.5021,27.2252,49.2924,59.7286,91.9145,23.1684,22.9659,37.6277,15.8722,17.9593,22.5344,20.4775
39656,56.3460,46.2991,23.2004,24.2974,23.9417,47.7659,46.3608,89.6626,22.7570,22.5741,36.5604,15.8903,17.9891,20.5429,22.1926
39760,51.3454,46.1936,23.2359,24.3608,23.9935,47.6227,46.5794,89.6725,22.8724,22.7014,36.8068,15.8982,18.0367,20.5350,20.6901
39864,51.5461,46.1777,23.2220,24.3333,23.9695,47.7977,46.7024,90.3981,22.7530,22.5921,38.2378,15.9042,18.0010,20.5350,20.6165
39968,51.3255,45.9472,23.1922,24.3452,23.9794,47.6467,46.3985,89.1877,22.8365,22.6457,36.7411,15.8504,18.0030,20.6941,20.7796
40072,51.7350,46.3628,24.9512,24.4882,24.1244,48.0044,47.1478,89.4559,22.8982,22.7134,36.8566,15.9974,18.1141,20.9343,21.3061
40176,51.9377,46.3031,23.4289,24.5558,28.6124,48.1831,46.5574,91.7973,25.5515,22.5959,37.0194,15.9736,18.0030,20.6981,20.8133
40280,51.2779,46.2176,23.3910,24.4265,24.0530,49.3400,46.6709,89.2015,22.8465,22.6519,36.9439,16.0333,18.1839,21.0438,21.1591
40384,52.0032,47.7818,23.5501,24.5122,24.1343,48.2488,47.1200,89.9508,22.9379,22.7572,37.2301,16.1704,18.2375,21.4632,21.4553
40488,51.8720,46.2037,23.3235,24.4664,24.4803,48.0063,46.9072,90.4098,23.2938,23.1067,39.7024,16.3950,18.1281,21.3759,21.4233
40592,51.9117,46.2156,23.3454,24.4545,24.1085,48.2648,46.7800,89.4638,22.7711,22.6021,36.9895,15.9339,18.0427,20.7179,20.7001
40696,51.5562,46.0845,23.2321,24.3410,25.4501,48.0740,46.6868,90.3523,22.9101,22.7233,37.1545,15.9976,22.7352,21.2922,21.1908
40800,51.8663,50.7770,23.4051,24.5120,24.1623,48.6284,55.7258,91.4912,22.9300,22.7411,40.1260,16.4088,18.1321,21.2166,21.3916
40904,51.6695,46.3725,23.3989,24.3967,24.0212,47.8395,46.7641,89.2571,22.9201,22.7391,37.2142,15.9798,18.1321,21.5348,21.6122
41008,51.6296,45.6808,23.3553,24.5080,24.1363,49.4930,47.1478,91.1533,22.9617,22.6536,37.1030,15.9419,18.0786,21.4156,21.4493
41112,51.7191,45.9214,23.3394,24.3293,23.9675,47.7937,47.2670,90.4416,22.8526,22.6616,37.5043,16.0792,19.6824,21.5348,21.5068
41216,51.7608,46.1182,23.3575,24.4902,24.1424,48.1694,47.1855,89.0427,22.9022,22.7451,37.4906,15.9260,18.0407,21.5725,21.6580
41320,51.6973,46.1440,23.2182,24.4584,24.2099,49.8387,46.8734,90.5372,23.0373,22.8544,39.3527,16.4170,18.1401,21.8667,21.8171
41424,51.9355,48.2886,23.4209,24.4763,24.1305,60.8357,66.1464,110.0286,22.8108,22.6358,40.1458,15.9280,18.0784,21.7990,21.8526
41528,51.2896,45.8659,23.2797,24.3194,23.9675,47.9189,47.1758,89.9508,22.7610,22.5781,37.1367,15.9439,18.0228,21.7512,21.8548
41632,51.8941,46.0428,23.2777,25.8734,24.0311,48.5709,47.2392,90.4973,22.9381,22.7927,37.5838,15.9579,18.0823,21.8189,22.0873
41744,51.8463,45.7844,23.3454,24.3769,24.0490,48.3204,47.0903,90.2708,24.2795,22.6578,38.8500,16.0075,18.0684,21.9026,22.3138
41856,51.7867,46.1579,23.3037,24.4067,24.0290,48.1335,46.9948,90.5550,22.8167,22.6358,37.4569,15.9756,18.0766,22.2025,26.9389
41968,52.0988,46.7663,23.6594,24.4483,26.2490,49.6880,47.4420,90.4735,22.8286,22.6638,37.5580,16.2918,18.1758,22.1966,22.3436
42080,64.8167,65.1488,23.3315,24.3710,24.0351,48.0284,47.0663,90.4019,22.8445,22.6657,37.6634,15.9937,20.9087,22.1549,22.1629
42192,51.7568,47.8393,23.3114,24.3789,24.0490,47.6886,47.0425,89.8832,22.8326,22.6675,37.9040,15.9577,18.0645,22.2722,22.2662
42304,51.7667,46.7383,23.4031,24.4983,24.1623,48.3462,48.8473,91.4414,22.9441,22.7689,38.1343,15.9758,18.0964,21.9978,22.2085
42416,51.8879,46.2414,23.3533,24.5160,24.2597,48.5451,47.7620,90.5310,23.0274,22.8564,38.0331,16.0474,18.1460,22.1430,22.2204
42528,56.3918,46.5376,23.3751,24.5677,24.2198,48.3362,47.2950,90.3144,22.9280,22.7510,39.3388,16.0651,20.2091,22.3835,22.3833
42640,51.8304,46.2236,23.4626,24.4981,24.2021,48.0361,47.0881,92.4213,23.0613,22.8603,37.7050,16.0054,18.0845,22.2045,22.3495
42752,53.6588,49.3876,23.3394,24.3650,24.0111,48.6919,47.2113,90.5808,22.8584,22.7552,37.7449,16.2261,18.1639,22.3993,22.6776
42864,54.9667,46.3807,23.4864,24.5398,24.1801,48.1873,47.4559,90.6524,22.9758,22.7869,38.1643,16.0730,18.1837,22.6120,22.6457
42976,52.1960,46.5713,23.4666,24.5102,25.6588,48.2648,47.3287,91.5886,22.8346,22.6776,38.0232,16.0016,18.1063,22.6816,22.5027
43088,51.6396,46.2474,23.2997,24.4029,24.0589,47.9667,47.1855,90.9050,22.9558,22.7830,38.5180,16.1008,18.1976,22.5185,22.7629
43200,53.6469,46.3450,23.4983,24.5477,24.1881,50.4590,47.4777,94.5717,22.9716,22.7988,38.6870,16.0871,18.1998,22.6598,22.8286
43312,51.9278,46.2632,23.3595,24.4027,24.0329,47.9687,46.9927,90.1575,26.7697,22.7889,38.5717,16.1208,19.8671,22.2920,22.4053
43424,55.0680,46.5872,23.4965,24.5338,24.1524,48.6524,47.6586,91.5527,22.9419,22.8326,38.2716,16.1525,18.2156,22.7411,22.6338
43536,52.2815,49.6302,23.4963,24.6156,24.2218,48.3464,47.4162,90.7915,23.0095,22.8207,38.5578,16.1706,18.3031,22.5802,22.6358
43648,52.4047,47.1896,24.0430,24.6651,24.3251,48.6185,47.8373,90.8510,23.0393,22.8623,40.0645,16.5779,18.4979,22.9776,23.1565
43760,52.2537,46.5158,23.7290,24.5437,24.1583,50.5086,47.3962,90.7100,22.9696,22.7929,38.5638,16.3733,18.4184,22.7570,24.9552
43872,61.1240,46.3130,23.3852,24.6134,24.2198,50.1272,47.5114,91.0776,23.0115,22.8068,39.0109,16.1129,18.2515,22.6477,22.5763
43984,52.3271,46.3906,23.4745,24.5380,24.1980,48.8929,47.8812,91.5965,23.1865,22.9698,39.4164,16.2480,18.3109,22.6437,24.4565
44096,53.5076,47.0861,23.6931,24.7506,24.3610,48.7258,47.6507,91.4235,23.1823,22.9558,38.8796,16.1466,18.2136,24.3868,22.6040
44208,52.4386,46.5515,23.5402,24.5459,24.1841,48.7616,47.9010,100.3235,23.1307,22.9577,38.9591,16.2541,18.3388,23.0653,23.1228
44320,52.6233,46.9212,23.6872,24.7187,24.3650,48.7159,48.0264,91.6203,23.1089,22.9280,38.8736,16.2956,18.4342,22.8385,22.9976
44432,54.4043,47.1696,23.7846,24.8022,24.4644,50.9460,48.1654,91.9403,23.2162,23.0474,38.8359,16.5223,18.4382,22.9419,23.0472
44544,53.0627,46.7802,23.7925,24.5261,24.1801,50.6140,47.7818,94.0133,22.9877,22.7869,38.8141,16.1486,18.2494,22.6717,22.7929
44656,52.8221,46.6987,23.5937,24.5400,24.1781,48.6386,47.8851,102.6352,22.9498,22.7532,38.7467,16.2202,18.2513,22.7473,22.7850
44768,52.6572,48.1077,23.5640,24.5459,24.1900,48.7459,47.7758,91.9105,22.9738,22.7929,38.8758,16.1666,18.2613,22.5701,22.6120
44880,52.6850,46.7084,23.5838,24.6074,24.2498,48.8889,48.0581,92.1867,22.9540,22.7988,43.2722,16.1646,18.2355,24.0748,22.5880
45000,52.4285,46.6707,23.5481,24.5400,24.1821,48.9704,48.1216,91.8350,22.9677,22.8026,38.5398,16.2121,20.5051,22.6497,22.5743
45120,52.4941,52.1980,23.5660,24.5221,24.1702,57.0417,49.6025,91.1533,22.9855,22.8227,39.4124,16.2460,18.2771,22.5564,22.6717
45240,52.5935,46.5614,23.5441,24.5437,24.1821,48.4237,47.5830,91.8865,22.9657,22.7988,38.8957,16.9615,19.9149,22.5207,22.7074
45360,52.7068,46.8836,23.5779,24.5638,24.2039,64.3954,66.9691,101.9554,22.9895,22.8207,38.9653,16.2004,18.2751,22.8046,22.7332
45480,52.3848,46.6608,23.6475,24.5398,25.7622,48.7139,47.8613,91.6778,22.9659,22.7869,39.2853,16.2301,18.2773,22.6318,22.6457
45600,52.8221,47.0682,23.9159,24.5457,24.2039,49.1214,47.9290,92.0317,22.9857,22.8127,39.0367,19.3188,18.3587,22.7590,23.0534
45720,52.4525,46.6290,23.6415,26.8373,24.2456,48.7913,47.6804,91.7673,28.5864,22.8564,39.0228,16.2341,20.2847,22.6378,22.6915
45840,52.5717,46.9212,23.6515,24.5935,24.3351,50.5842,48.0500,92.2543,22.9937,22.8008,39.4481,16.2361,18.2872,22.4430,22.5086
45960,52.7923,46.6927,23.5781,24.5638,24.5576,49.0498,47.8713,92.3995,23.5959,23.3969,40.5253,18.0427,18.3009,22.2801,22.1668
46080,52.6273,52.2121,23.6574,24.5836,24.2178,51.3315,61.4997,91.8369,22.9558,22.7929,39.3708,16.2460,18.2575,22.3894,22.3198
46200,52.5162,46.6528,23.6056,26.1359,24.1920,50.4630,47.6923,91.5666,23.0115,22.8643,39.1998,16.2440,18.4461,22.4489,22.6259
46320,52.7625,46.7762,23.6257,24.4644,24.2775,48.5372,47.9528,91.0081,23.0851,29.5027,39.3844,16.1446,18.2196,22.3398,22.3755
46440,52.5876,46.6806,23.6217,24.5955,24.2317,48.7457,48.0063,91.5547,23.0413,22.8445,39.3329,16.2500,18.3170,22.0813,22.1926
46560,52.9216,48.3206,23.6634,24.5457,24.1643,48.5729,48.0222,92.1051,22.9597,22.7532,39.3051,16.2281,19.6348,22.1926,22.2700
46680,110.3230,46.4640,23.4110,24.3152,23.9635,48.4416,48.0839,93.7610,22.8764,22.7054,39.5735,18.5733,18.2375,22.0137,22.2184
46800,52.5519,46.6709,23.5084,24.4664,25.8437,48.5808,47.5076,90.9306,22.7729,22.5900,39.5594,16.0671,18.1301,22.0575,22.1490
46920,52.0609,46.5753,23.4309,24.4842,24.1184,48.5628,47.8393,91.0520,22.8484,22.6655,38.7683,16.1486,18.1559,22.1131,22.1272
47040,52.4644,46.4521,23.3793,27.4057,23.9615,48.6265,47.3067,91.3620,22.7372,22.5820,38.8818,16.0472,18.1420,22.1131,22.1272
47160,52.2418,46.2872,23.3791,24.3055,23.9377,48.0262,47.5473,91.0738,23.3632,22.5882,39.5933,16.0930,20.2369,22.1589,22.0952
47280,57.9996,46.2216,23.3952,26.0861,23.9695,48.6265,47.8534,93.4190,22.7510,22.6019,39.1281,16.1785,18.2077,21.8707,22.0734
47400,58.1168,46.8040,23.7251,24.6433,24.2736,48.7100,47.9865,91.6580,22.9000,22.7034,39.6667,16.1466,18.1619,21.8647,21.8389
47520,52.4763,46.4840,23.6177,24.5080,24.1365,48.4477,48.0938,91.4573,22.7651,22.5941,39.4104,16.1387,18.1658,21.8387,22.0893
47640,52.5955,46.9770,24.0470,26.3862,24.4463,51.5679,48.8532,91.7973,22.8385,22.6517,39.2057,16.5122,18.3787,22.2999,22.3396
47760,52.5378,46.4580,23.5461,24.4305,24.0488,48.4436,47.9429,91.9443,22.9776,22.8026,39.7502,16.3235,18.3745,22.0099,22.0395
47880,52.6431,47.0385,23.5977,24.4463,24.0867,48.9764,48.3860,95.4860,23.0212,22.6737,39.7604,16.1627,18.1859,21.7157,21.6919
48000,56.3103,46.3706,23.4666,24.3293,23.9794,48.6503,47.8177,91.9522,22.8068,22.5981,39.5416,16.1545,18.1760,23.4527,21.9740
48120,52.5340,46.3765,23.4507,24.3273,23.9595,48.6167,47.9905,92.8705,22.7947,22.5921,39.5814,16.2400,20.6542,21.7255,21.8288
48248,52.5757,46.5854,23.5342,24.3172,23.9754,48.5271,47.5810,93.1488,23.0194,22.8564,39.8417,16.3233,18.3408,22.0536,21.9919
48376,53.0625,46.8278,23.7151,24.6275,24.2617,49.0419,48.2349,93.8205,23.1109,22.9441,40.1061,16.3335,18.3926,21.5685,21.5447
48504,52.9554,46.9111,23.7012,24.6312,24.2377,51.8641,48.4279,92.6915,23.2599,23.0472,40.6983,16.4983,18.3765,21.6540,21.7574
48632,53.4900,47.2908,23.8562,24.7606,24.3650,49.3440,48.5848,98.5628,23.1764,22.9915,40.1916,16.4148,18.5178,21.5247,21.5348
48760,53.5775,47.2968,23.9734,24.6770,24.3152,49.9780,48.6284,93.3077,24.0111,22.9359,40.4499,16.5759,18.7126,21.3837,21.4830
48888,54.6487,46.7007,23.4727,24.3610,23.9814,53.8816,56.2724,94.9792,22.7909,22.6159,39.7262,18.2117,18.1916,21.0934,21.2208
49016,52.3271,46.5475,23.4924,24.3908,24.0290,48.8312,47.7342,91.5906,22.8784,22.6856,39.9532,16.1964,18.1978,20.8153,20.8830
49144,52.4664,46.9750,27.5689,24.4265,24.0490,48.8570,48.3900,92.4590,22.9419,22.7988,39.7743,16.2440,18.2533,21.2168,21.2964
49272,52.7645,46.3311,23.6277,24.3848,23.9695,48.9544,48.1315,92.3636,22.9260,22.7612,40.3723,16.2956,18.3289,21.1571,28.3200
49400,53.3686,51.4965,23.7627,24.4166,24.0131,60.8774,66.9911,105.1990,22.9538,22.7750,40.1041,16.4329,18.3069,21.1274,21.3241
49528,52.5199,46.1938,23.5957,24.4822,24.0788,48.8232,47.9030,94.2755,22.9379,22.7691,39.9490,16.2420,18.2872,20.7397,20.8451
49656,52.6136,46.4483,23.4985,24.3749,24.1026,48.7856,47.9070,92.7770,22.9359,22.7669,40.2093,16.2956,18.3349,20.8530,20.9802
49784,53.1839,48.4317,23.6854,24.5239,24.1522,49.2545,48.2490,93.1309,28.3817,22.6655,41.6961,16.2519,18.2573,20.6562,20.6842
49912,53.0270,46.7364,23.9655,24.5219,24.1563,49.5507,48.0899,92.8506,22.8286,22.6735,40.3981,16.8165,18.4422,21.3400,23.1766
50040,52.9572,46.2496,23.6772,24.5539,24.1504,53.1581,47.8594,91.8806,22.8486,22.6876,40.0962,16.2718,18.3051,20.8213,20.9068
50168,52.6870,52.5241,23.5560,24.4723,24.1105,50.7114,58.8502,94.8342,22.8028,22.6201,40.1240,16.2638,18.3071,20.6723,20.6802
50296,53.1363,46.5554,23.6673,26.0125,24.0528,48.9345,48.3503,92.8288,22.9996,22.8427,40.3644,16.3154,18.3646,20.6602,20.6862
50424,53.0726,48.2408,23.6792,24.5120,24.1365,48.9226,48.4973,92.9778,22.8504,22.6737,40.2928,16.2460,18.2692,20.3700,20.4396
50552,53.1043,46.6886,23.7310,24.5398,24.1700,48.9286,48.1514,92.1091,23.0631,22.9322,40.6009,18.0030,18.3468,20.8371,20.8492
50680,52.8221,46.5178,23.5781,24.3888,24.1264,48.9782,56.0280,92.2087,23.0591,22.7649,43.6457,16.2259,18.2553,20.2666,20.3103
50808,53.0647,46.8298,23.6832,24.5100,24.1345,49.3063,50.0655,92.8586,22.9220,22.7788,40.0464,16.2757,18.5057,20.5709,20.6005
50936,74.7106,46.6848,23.7092,24.5896,24.1621,49.2902,48.1595,92.5207,22.8266,22.6459,40.7798,16.3235,18.3487,19.9823,19.9746
51064,53.2714,46.3906,23.5838,24.4007,23.9833,48.9546,48.0363,92.5306,22.9877,22.7969,40.4757,16.3315,18.2375,20.2388,20.3065
51192,53.0030,46.7483,23.7092,26.2333,24.0012,48.9762,47.9070,94.0111,22.9101,22.7552,40.4697,16.4527,18.3569,20.3561,20.4894
51320,53.1502,47.0823,23.7012,24.4803,24.1285,49.2188,48.2946,93.6257,22.9201,22.7671,40.5354,16.3952,18.3408,20.1057,20.1813
51456,53.1043,48.3305,23.5917,26.5791,24.0290,49.6699,48.2827,93.8084,22.8782,22.6895,40.0922,16.3057,18.2734,19.8413,19.9109
51592,53.2295,47.1141,23.7249,24.5001,24.1700,49.2267,48.3265,93.5959,22.8742,22.7748,42.6778,18.1639,18.8476,20.1593,20.2410
51728,63.5626,46.8754,23.7130,24.4801,24.1085,49.5824,48.7576,93.6356,22.9599,22.7014,40.1537,16.2876,18.2672,19.6624,19.7102
51864,53.3230,47.0444,23.8542,24.6511,24.2716,52.7864,48.9068,93.9337,23.1268,22.9399,40.7778,16.4069,18.3745,20.0284,20.0522
52000,53.3884,47.0722,23.7409,24.5358,24.2000,49.5168,48.6622,92.8724,22.8306,22.6755,40.3823,16.7528,18.2793,19.6606,19.6745
52136,54.7481,46.7064,23.6037,26.0821,24.1462,49.5289,48.6443,92.9121,22.8484,24.6156,40.9329,16.3216,18.2912,19.9427,20.0143
52272,53.3965,47.1498,23.7846,24.5162,24.0530,49.6144,48.5529,95.0089,22.8943,22.7193,40.6130,16.3315,18.3963,19.9328,19.8631
52408,54.3406,47.3604,24.5854,24.6969,24.3033,66.8857,74.0188,112.2626,23.1248,22.9835,41.0421,17.1682,18.7981,20.6582,20.8788
52544,54.9766,47.0008,23.9139,24.4723,24.7346,49.3003,48.2371,94.6215,23.2601,23.1030,41.5610,16.5798,18.5297,20.0183,20.0282
52680,53.0704,46.9034,23.7568,24.4803,24.2656,49.6183,48.7756,92.7096,25.8734,22.8088,40.9030,16.3255,18.3210,19.7262,19.7322
52816,53.3170,46.9609,23.8006,25.2613,24.7564,49.5705,48.4733,92.9996,22.8883,22.7869,41.1256,16.4787,18.3846,19.6088,19.6685
52952,55.5312,46.8258,23.6316,24.3948,25.4997,49.2208,48.5449,93.8403,22.9617,22.8086,40.4618,16.4309,18.2771,19.2490,19.2849
53088,53.0647,48.8788,23.7310,24.5080,24.1702,49.0974,48.5072,92.7869,22.9518,22.7510,40.8215,16.3652,18.2751,20.9244,19.3067
53224,53.4065,65.9298,23.6594,24.4106,24.6332,64.4848,61.2412,93.5543,22.8387,22.6677,40.6685,16.4567,18.3807,19.5394,19.5929
53360,53.6608,46.6370,23.7945,24.4265,24.0589,50.6618,48.3263,93.7627,22.9518,22.7848,40.9089,16.4428,18.4104,19.4219,19.5074
53496,53.3807,46.8893,23.9417,24.7108,24.2656,49.2008,48.5370,95.4124,22.9540,22.7731,40.8732,16.4725,18.3825,19.7082,19.7877
53632,53.1680,46.7741,23.6653,24.3809,24.0232,49.4116,48.6066,95.4860,22.9619,22.7929,40.9784,16.3991,18.3946,19.4975,19.5312
53768,54.1418,47.4083,24.1008,24.4941,24.1164,51.0770,48.7536,93.8601,22.7790,22.6100,40.7758,16.6296,18.3587,19.4202,19.5493
53904,53.7939,46.8080,23.8363,24.5539,24.2218,49.6818,48.7796,93.3872,22.9855,22.8544,40.8514,16.5122,18.4142,19.2511,21.2027
54040,53.9887,53.2117,25.9669,24.5537,24.2178,50.8169,55.4277,94.1345,23.1545,22.9798,40.7739,16.3791,18.3269,19.0980,19.2073
54176,53.2117,46.7284,23.7627,24.4624,24.1206,48.9445,49.8488,93.6893,22.9260,22.7473,40.8871,16.4586,18.4521,19.1934,19.2172
54312,53.8972,46.9649,23.8740,24.5596,24.2138,49.7871,48.8530,93.6893,22.8841,22.7054,40.6765,16.4428,18.3269,18.7879,18.9292
54448,53.5755,47.1976,23.7967,24.4106,23.9972,49.1948,48.4934,95.0329,23.0113,22.8108,41.0559,16.5023,18.4023,19.0544,19.0901
54592,53.5594,47.0085,23.7229,24.4106,24.1881,49.7376,50.3735,94.2319,22.9359,22.7651,41.0998,16.3850,18.3368,18.7245,18.8157
54736,53.8020,47.2769,23.8361,24.5497,24.1722,49.6084,48.5610,96.0347,25.3926,22.7074,41.4297,16.4269,18.8117,18.7721,18.8397
54880,62.0899,47.2930,23.8760,24.5479,24.1581,49.5804,48.4795,93.6296,22.8286,22.7453,40.9468,16.5459,18.4541,18.8417,18.9351
55024,55.1476,47.1319,23.7667,24.4168,24.0430,50.8824,48.9623,94.6691,22.9817,22.8125,40.7739,16.4924,18.3646,18.8514,18.9748
55168,54.0048,47.6844,24.3172,24.5638,24.2339,50.1648,51.5779,93.9774,23.0175,22.8685,40.9191,16.9318,21.0676,19.1299,19.2333
55312,53.7941,47.2710,23.8423,24.5340,24.1563,50.0117,48.8113,93.6237,22.8365,22.6834,40.8951,16.4727,18.3866,18.8596,18.9210
55456,54.0563,47.3763,23.9199,24.4941,25.7304,49.9502,48.8988,95.4523,22.9619,22.7988,40.8832,16.5481,18.4164,18.6707,18.7124
55600,53.6251,46.7723,30.4408,24.5340,24.2240,49.7256,48.7794,109.5197,22.8863,24.2993,40.7022,16.4448,18.3646,18.5019,18.5654
55744,53.3509,47.0682,23.7748,24.3908,24.0609,49.5207,48.7618,93.9159,22.8484,22.6836,40.5652,16.4705,18.3408,18.1522,18.2335
55888,53.8020,48.7060,23.9437,24.5935,24.2198,49.5725,48.8988,93.6693,22.8782,22.7750,41.0740,16.5937,20.5449,18.5953,18.7183
56032,55.2906,47.1956,23.7707,24.4346,24.0629,49.6858,48.8927,96.4003,22.9738,22.8068,41.0522,16.4606,18.3527,18.2434,18.3091
56176,53.7284,47.4200,23.8879,24.5695,24.2079,49.7256,48.9645,93.6415,22.8824,22.7054,40.8453,16.5025,18.4223,18.3844,18.4481
56320,55.1833,47.0286,23.7806,24.3690,24.1065,49.7792,48.9127,93.3116,22.9062,28.2287,41.0879,16.4646,18.3370,18.2573,18.3587
56464,53.9351,46.8992,23.8024,24.6532,24.4086,50.1131,50.9399,96.5929,23.4448,23.2859,41.5191,16.6217,18.5654,18.4860,18.6130
56608,54.6646,47.8792,24.2436,24.7723,24.4325,50.6279,49.9085,95.9829,22.9796,22.8008,40.7362,16.7905,20.0817,18.4461,18.5396
56752,54.1299,47.4241,23.9355,24.4862,24.1742,52.2359,49.3001,94.8917,22.9419,22.7788,41.1216,16.7489,18.4521,18.2077,18.2833
56896,53.9966,47.4479,23.9238,24.5279,24.2617,49.9879,49.4332,94.8560,23.0889,22.8643,41.0282,16.5898,18.4759,18.1938,18.2496
57040,56.1412,47.2630,23.9536,24.5241,24.1583,49.9361,49.3499,94.6751,22.9816,24.4086,41.0044,16.5999,18.5078,18.0268,18.0944
57184,54.1520,49.9064,23.9615,24.5239,24.1662,49.8528,48.9068,94.8478,22.9817,22.8147,41.1853,16.6118,18.5116,18.0387,18.1301
57328,53.9093,54.1857,25.6747,24.6949,24.3392,52.5997,61.7461,94.2874,23.1426,22.9855,41.4455,16.5679,18.6945,18.0387,18.1182
57472,54.2412,47.2115,23.9395,24.5519,24.8022,50.0179,49.0161,98.5328,23.1585,23.0175,43.7272,16.6017,18.5396,17.8260,17.9135
57616,54.5213,47.2989,23.9516,24.5102,24.1781,50.0038,49.3122,94.9732,22.9816,22.8127,41.0680,16.6019,18.5017,17.9631,18.0526
57768,59.6911,47.5810,23.9875,25.2872,24.7804,50.1270,49.0419,95.0248,22.9956,22.8187,40.9089,16.6037,18.4959,17.6870,17.7663
57920,54.2591,47.4955,23.9437,24.5517,24.1801,50.2363,49.0399,96.4697,22.9796,22.8048,50.4055,16.6495,18.4818,17.9115,17.9950
58072,54.4281,47.2988,24.0212,24.5675,24.1781,50.3458,49.2087,94.9216,22.9917,22.8026,40.9449,16.7011,18.5257,17.9532,18.0188
58224,66.6711,68.3087,24.6909,24.6969,24.3093,56.0438,50.1648,95.9671,23.0851,22.8980,40.9189,17.3073,18.8675,18.4223,18.5614
58376,56.7911,47.1159,24.1920,24.5638,24.2934,50.0952,50.8028,95.1799,23.1268,22.9696,40.9925,17.6015,18.6689,17.8758,17.9074
58528,54.2791,47.2551,24.0351,24.6035,24.2438,52.0351,49.2248,95.6491,23.0432,22.8705,41.0321,16.7288,18.5872,17.8022,17.8838
58680,54.1914,47.4142,24.0292,24.6134,24.2418,50.3654,49.6084,95.5219,23.0633,22.8903,40.9865,16.6614,18.5396,17.5816,17.6949
58832,54.3644,47.3723,24.0430,24.5896,29.2006,50.3079,51.1367,95.8933,23.0532,22.8982,41.3384,16.6735,18.5356,17.7504,17.8558
58984,54.3364,47.6725,24.1125,24.7903,24.4188,50.5564,49.6681,100.1468,23.0155,22.8405,40.8911,16.6455,20.1633,17.4941,17.5537
