size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange
4,1.0000,0.2000,0.2000,0.2000,0.2000,0.6000,0.6000,0.8000,0.2000,0.2000,1.2000
8,1.0000,0.5714,0.2857,0.2857,0.2857,0.7143,0.7143,1.0000,0.2857,0.2857,1.1429
12,1.0000,0.8571,0.2857,0.4286,0.2857,0.8571,0.8571,1.1429,0.4286,0.2857,1.1429
16,1.0000,0.6667,0.2222,0.3333,0.2222,0.7778,0.7778,0.8889,0.2222,0.2222,0.7778
20,1.0000,0.7273,0.2727,0.2727,0.2727,0.8182,0.8182,1.0909,0.2727,0.2727,0.7273
24,1.0000,0.8182,0.2727,0.2727,0.2727,1.0000,1.0000,2.2727,0.2727,0.2727,0.7273
28,1.0000,0.7143,0.2143,0.2143,0.2143,0.9286,0.8571,1.0000,0.2143,0.2143,0.5714
32,1.0000,0.6000,0.2000,0.2000,0.2000,0.8667,0.8667,0.9333,0.2000,0.2000,0.5333
36,1.0000,0.7857,0.2857,0.2857,0.2857,0.9286,0.8571,0.9286,0.2857,0.2857,0.6429
40,1.0000,0.7692,0.2308,0.3077,0.3077,0.9231,0.8462,1.0769,0.3077,0.3077,0.6923
44,1.0000,0.8000,0.2000,0.2667,0.2667,1.3333,0.8000,1.1333,0.2667,0.2667,0.6000
48,1.0000,0.9286,0.2857,0.2857,0.2857,0.8571,0.8571,1.0714,0.2857,0.2857,0.6429
52,1.0000,0.7647,0.2353,0.2353,0.2353,0.8824,0.8235,1.0000,0.2353,0.2353,0.5294
56,1.0000,0.8000,0.2667,0.2667,0.2667,0.9333,0.8667,1.0667,0.2667,0.2667,0.6000
60,1.0000,0.7059,0.1765,0.2353,0.2353,0.8824,0.8235,1.0588,0.2353,0.2353,0.5294
64,1.0000,0.7778,0.1667,0.2222,0.2222,0.8889,0.7778,1.0556,0.2222,0.2222,0.5000
68,1.0000,0.8421,0.2632,0.3158,0.2632,0.9474,0.7895,1.0526,0.2632,0.2632,0.5789
72,1.0000,0.8235,0.2941,0.3529,0.2941,0.8824,0.8235,1.0588,0.2941,0.2941,0.5882
76,1.0000,0.8235,0.2941,0.3529,0.2941,0.8824,0.8235,1.1176,0.2941,0.2941,0.5882
80,1.0000,0.8333,0.2778,0.3333,0.2778,0.8889,0.8889,1.0556,0.2778,0.2778,0.5556
84,1.0000,0.7778,0.2778,0.3333,0.2778,0.8889,1.4444,1.1111,0.2778,0.2778,0.6111
88,1.0000,0.7500,0.2500,0.3000,0.2500,0.8500,0.8500,1.1000,0.2500,0.2500,0.5500
92,1.0000,0.8000,0.2000,0.3000,0.2500,0.9000,0.8000,1.1500,0.2500,0.2500,0.5000
96,1.0000,0.8333,0.2778,0.3333,0.2778,0.9444,0.8333,1.1667,0.2778,0.2778,0.5556
100,1.0000,0.7727,0.2273,0.2727,0.2273,0.8636,0.8182,1.0909,0.2273,0.2273,0.4545
104,1.0000,0.7619,0.2381,0.2857,0.2381,0.8571,0.8095,1.1429,0.2381,0.2381,0.4762
108,1.0000,0.7273,0.2273,0.2727,0.2273,0.8182,0.7727,1.3182,0.2273,0.2273,0.4545
112,1.0000,0.7000,0.2500,0.3000,0.2500,0.8000,0.7500,1.2000,0.2500,0.2500,0.5000
116,1.0000,0.8500,0.2000,0.3000,0.2500,0.9500,0.8500,1.2500,0.2500,0.2500,0.5000
120,1.0000,0.8095,0.2381,0.2857,0.2381,0.9048,0.8571,1.2381,0.2381,0.2381,0.5238
124,1.0000,0.7500,0.2083,0.2500,0.2083,0.7917,0.7917,1.1250,0.2083,0.2083,0.4583
128,1.0000,0.7391,0.2174,0.6957,0.2174,0.8261,0.8261,1.2174,0.2174,0.2174,0.4348
132,1.0000,0.7600,0.2400,0.2800,0.2400,0.8000,0.8000,1.0800,0.2400,0.2400,0.5200
136,1.0000,0.7200,0.2400,0.2800,0.2400,0.8400,0.8000,1.1600,0.2400,0.2400,0.5200
140,1.0000,0.8333,0.2500,0.2917,0.2500,0.8333,1.0417,1.2083,0.2500,0.2500,0.5417
144,1.0000,0.7727,0.2727,0.3182,0.2727,0.8636,0.8636,1.2727,0.2727,0.2727,0.5909
148,1.0000,0.8182,0.2727,0.3182,0.2727,0.9091,0.8636,1.2273,0.2727,0.2727,0.5909
152,1.0000,0.7917,0.2500,0.2917,0.2500,0.8333,0.7917,1.2083,0.2500,0.2500,0.5417
156,1.0000,0.7917,0.2500,0.2917,0.2500,0.8333,0.7917,1.1667,0.2500,0.2500,0.5417
160,1.0000,0.7308,0.2308,0.2692,0.2308,1.9231,0.8077,1.1538,0.2308,0.2308,1.8462
164,1.0000,0.7308,0.2308,0.2692,0.2308,0.8462,0.8077,1.2308,0.2308,0.2308,0.5000
168,1.0000,0.7500,0.2500,0.2917,0.2500,1.7083,0.8333,1.2500,0.2500,0.2500,0.5417
172,1.0000,0.5938,0.1875,0.2188,0.1875,0.7188,0.6563,0.9688,0.1875,0.1875,0.4063
176,1.0000,0.8000,0.2400,0.2800,0.2400,0.8400,0.8000,1.2000,0.2400,0.2400,0.5200
180,1.0000,0.7037,0.2222,0.2593,0.2222,0.8148,0.7778,2.3333,0.2222,0.2222,0.4815
184,1.0000,0.7692,0.2308,0.2692,0.2308,0.8846,0.8077,1.1923,0.2308,0.2308,0.5000
188,1.0000,0.8000,0.2400,0.2800,0.2400,0.8800,0.8000,1.2400,0.2400,0.2400,0.5200
192,1.0000,0.7308,0.2308,0.2692,0.2308,0.8077,0.7692,1.1538,0.2308,0.2308,0.5000
196,1.0000,0.7407,0.2222,0.2593,0.2222,0.8519,0.7778,1.2593,0.2222,0.2222,0.4815
200,1.0000,0.7692,0.2308,0.2692,0.2308,0.8846,0.8462,1.2692,0.2308,0.2308,0.5000
204,1.0000,0.8000,0.2400,0.2800,0.2400,0.8800,0.8400,1.2400,0.2400,0.2400,0.5200
208,1.0000,0.5588,0.1765,0.2059,0.1765,0.6471,0.5882,0.8824,0.1765,0.1765,0.3824
212,1.0000,0.7692,0.2308,0.2692,0.2308,0.8462,0.8846,1.3077,0.2308,0.2308,0.5000
216,1.0000,0.7692,0.2308,0.2692,0.2308,0.8462,0.8462,1.2692,0.2308,0.2308,0.5000
220,1.0000,0.6897,0.2069,0.2414,0.2069,0.7931,0.7586,1.5172,0.2069,0.2069,0.4483
224,1.0000,0.7241,0.2069,0.2414,0.2069,0.7931,0.8276,1.3103,0.2069,0.2069,0.4483
228,1.0000,0.7407,0.2222,0.2593,0.2222,0.8148,0.8519,1.2963,0.2222,0.2222,0.4815
232,1.0000,0.7500,0.2143,0.2500,0.2143,0.8214,0.7857,1.2857,0.2143,0.2143,0.4643
236,1.0000,0.7500,0.2143,0.2500,0.2143,0.8571,0.8214,1.2857,0.2143,0.2143,0.4643
240,1.0000,0.7407,0.2222,0.2593,0.2222,0.8519,0.8519,1.2963,0.2222,0.2222,0.4815
244,1.0000,0.7143,0.2143,0.2500,0.2143,0.8929,0.8571,1.3571,0.2143,0.2143,0.4643
248,1.0000,0.7000,0.2000,0.2333,0.2000,0.8000,0.8000,1.3000,0.2000,0.2000,0.4333
252,1.0000,0.6774,0.1935,0.2258,0.1935,0.7742,0.7742,1.4194,0.1935,0.1935,0.4194
256,1.0000,0.7097,0.1935,0.2258,0.1935,0.8065,0.8065,1.2903,0.1935,0.1935,0.4194
260,1.0000,0.7931,0.2414,0.3103,0.2759,0.8966,0.8621,1.3448,0.2759,0.2759,0.5517
264,1.0000,0.7778,0.2593,0.2963,0.2963,0.8889,0.8519,1.2593,0.2963,0.2963,0.5926
268,1.0000,0.7419,0.2258,0.2903,0.2581,0.8387,0.7742,1.2903,0.2581,0.2581,0.5161
272,1.0000,0.7667,0.2333,0.2667,0.2667,0.8333,1.0000,1.3333,0.2667,0.2667,0.5333
276,1.0000,0.7931,0.2414,0.3103,0.2759,0.8966,0.8621,1.3793,0.2759,0.2759,0.5517
280,1.0000,0.7667,0.2333,0.3000,0.2667,0.8667,0.8333,1.3000,0.2667,0.2667,0.5333
284,1.0000,0.7857,0.2500,0.3214,0.2857,0.8571,0.8214,1.2857,0.2857,0.2857,0.5714
288,1.0000,1.7667,0.2333,0.3000,0.2667,0.9000,0.8333,1.3667,0.2667,0.2667,0.5333
292,1.0000,0.6875,0.2188,0.2813,0.2500,0.7813,0.7813,1.3125,0.2500,0.2500,0.5000
296,1.0000,0.8148,0.2593,0.3333,0.2963,0.9259,0.8519,1.3704,0.2963,0.2963,0.5926
300,1.0000,0.6875,0.2188,0.2500,0.2188,0.8125,0.7500,1.1875,0.2188,0.2188,0.4688
304,1.0000,0.7931,0.2414,0.2759,0.2414,0.8621,0.8621,1.3448,0.2414,0.5517,0.5172
308,1.0000,0.7188,0.2188,0.2500,0.2188,0.8438,0.8125,1.3125,0.2188,0.2188,0.4688
312,1.0000,0.7667,0.2333,0.2667,0.2333,0.8000,0.8000,1.3333,0.2333,0.2333,0.5000
316,1.0000,0.8000,0.2333,0.2667,0.2333,0.9000,0.8667,1.6333,0.2333,0.2333,0.5000
320,1.0000,0.7931,0.2414,0.2759,0.2414,0.8966,0.8621,1.3793,0.2414,0.2414,0.5172
324,1.0000,0.7419,0.2258,0.2581,0.2258,0.9032,0.8065,1.3548,0.2258,0.2258,0.4839
328,1.0000,0.7419,0.2258,0.2581,0.2258,0.8387,0.9677,1.3548,0.2258,0.2258,0.4839
332,1.0000,0.7667,0.2333,0.2667,0.2333,0.8667,0.8667,1.4000,0.2333,0.2333,0.5000
336,1.0000,0.7667,0.2333,0.2667,0.2333,0.8667,0.8333,1.3667,0.2333,0.2333,0.5000
340,1.0000,0.7931,0.2414,0.2759,0.2414,1.1724,0.8276,1.4483,0.2414,0.2414,0.5172
344,1.0000,0.7333,0.2333,0.2667,0.2333,0.8333,0.8000,1.3000,0.2333,0.2333,0.5000
348,1.0000,0.7742,0.2258,0.2581,0.2258,0.8710,0.8387,1.5484,0.2258,0.2258,0.4839
352,1.0000,0.7742,0.4839,0.2581,0.2258,0.8710,0.8710,1.3871,0.2258,0.2258,0.4839
356,1.0000,0.8000,0.2333,0.2667,0.2333,0.9333,0.8667,1.3667,0.2333,0.2333,0.5000
360,1.0000,0.8000,0.2333,0.2667,0.2333,0.9000,0.8667,1.4000,0.2333,0.2333,0.5000
364,1.0000,0.7955,0.1818,0.2727,0.1591,0.7273,0.7045,1.0909,0.1591,0.1591,0.3409
368,1.0000,0.8333,0.2333,0.2667,0.2333,0.9000,0.8667,1.3000,0.2333,0.2333,0.5000
372,1.0000,0.8333,0.2333,0.2667,0.2333,0.9333,0.9000,1.3667,0.2333,0.2333,0.5000
376,1.0000,0.7742,0.2258,0.2581,0.2258,0.9032,0.8710,1.3226,0.2258,0.2258,0.4839
380,1.0000,0.7419,0.2258,0.2581,0.2258,0.8710,0.9032,1.3226,0.2258,0.2258,0.4839
384,1.0000,0.7742,0.2258,0.2581,0.2258,0.9032,0.8710,1.3548,0.2258,0.2258,0.4839
388,1.0000,0.7667,0.2333,0.2667,0.2333,0.9000,0.9000,1.4000,0.2333,0.2333,0.5000
392,1.0000,0.7742,0.2258,0.2581,0.2258,0.8710,0.8387,1.3226,0.2258,0.2258,0.4839
396,1.0000,0.7419,0.2258,0.2581,0.2258,0.9032,0.8710,1.3548,0.2258,0.2258,0.4839
400,1.0000,0.4528,0.1321,0.1509,0.1321,0.5472,0.5094,0.8491,0.1321,0.1321,0.2830
404,1.0000,0.7273,0.2121,0.2424,0.2121,0.8182,0.8485,1.3030,0.2121,0.2121,0.4545
408,1.0000,0.7500,0.2188,0.2500,0.2188,0.8750,0.8438,1.3438,0.2188,0.2188,0.4688
412,1.0000,0.7273,0.2121,0.2424,0.2121,0.8485,2.2424,1.1818,0.2121,0.2121,0.8485
416,1.0000,0.7561,0.2195,0.2683,0.2439,0.8780,0.8049,1.1220,0.1951,0.1951,0.3902
420,1.0000,0.7576,0.2121,0.2727,0.2424,0.8788,1.0303,1.3939,0.2424,0.2424,0.4848
424,1.0000,0.7879,0.2121,0.2727,0.2424,0.8788,0.8485,1.3939,0.2424,0.2424,0.4848
428,1.0000,0.7500,0.2188,0.2813,0.2500,0.8750,0.8438,1.3750,0.2500,0.2500,0.5000
432,1.0000,1.4545,1.0909,1.2424,0.5455,0.9091,0.8788,1.3939,0.2424,0.2424,0.4848
436,1.0000,0.7500,0.2188,0.2813,0.2500,0.9063,0.8750,1.4063,0.2500,0.2500,0.5000
440,1.0000,0.7813,0.2188,0.2813,0.2500,0.8750,0.8750,1.4688,0.2500,0.2500,0.5000
444,1.0000,0.7813,0.2188,0.2813,0.2500,0.8750,0.8750,1.4375,0.2500,0.2500,0.5000
448,1.0000,0.7576,0.2121,0.2727,0.2424,0.8788,0.8485,1.4242,0.2424,0.2424,0.4848
452,1.0000,0.7353,0.2059,0.2647,0.2353,0.8529,0.8235,1.4118,0.2353,0.2353,0.4706
456,1.0000,0.7273,0.2121,0.2727,0.2424,0.8788,0.8485,1.3939,0.2424,0.2424,0.4848
460,1.0000,0.7353,0.2059,0.2353,0.2353,0.8529,0.8235,1.4706,0.2353,0.2353,0.4706
464,1.0000,0.7353,0.2059,0.2353,0.2353,0.8529,0.8824,1.4118,0.2353,0.2353,0.4706
468,1.0000,0.7576,0.2121,0.2424,0.2424,0.8788,0.9394,1.5455,0.2424,0.2424,0.4848
472,1.0000,0.7353,0.2059,0.2647,0.2353,0.8529,0.8235,1.3824,0.2353,0.2353,0.4706
476,1.0000,0.7576,0.2121,0.2727,0.2424,0.8788,0.8788,1.4545,0.2424,0.2424,0.4848
480,1.0000,0.7813,0.2188,0.2813,0.2500,0.9063,0.8750,1.4375,0.2500,0.2500,0.5000
484,1.0000,0.7143,0.2000,0.2286,0.2000,0.8286,0.8286,1.4857,0.2286,0.2286,0.4571
488,1.0000,0.7647,0.2059,0.2647,0.2353,0.8529,0.8824,1.4706,0.2353,0.2353,0.4706
492,1.0000,0.7143,0.2000,0.2571,0.2286,0.8286,0.8286,1.4857,0.2286,0.2286,0.4571
496,1.0000,0.7353,0.2059,0.2353,0.2353,0.8824,0.8824,1.4412,0.2353,0.2353,0.4706
500,1.0000,0.7647,0.2059,0.2647,0.2353,0.8824,0.8529,1.5294,0.2353,0.2353,0.4706
504,1.0000,0.7143,0.2000,0.2286,0.2286,0.8286,0.8000,1.4286,0.2286,0.2286,0.4571
508,1.0000,0.7143,0.2000,0.2571,0.2286,0.8286,0.8286,1.4857,0.2286,0.2286,0.4571
512,1.0000,0.7222,0.1944,0.2500,0.2222,0.8056,0.8056,1.4722,0.2222,0.2222,0.4444
516,1.0000,0.7778,0.2500,0.2778,0.2500,0.8333,0.8333,1.4444,0.2500,0.2500,0.5556
520,1.0000,0.7143,0.2286,0.2857,0.2571,0.8571,0.8286,1.4286,0.2571,0.2571,0.5714
524,1.0000,0.7429,0.2286,0.2857,0.2571,0.8571,1.2571,1.4000,0.2571,0.2571,0.5714
528,1.0000,0.7778,0.2222,0.2778,0.2500,0.8611,0.8333,1.1667,0.2500,0.2500,0.5556
532,1.0000,0.7568,0.2162,0.2703,0.2432,0.8108,0.8378,1.3243,0.2432,0.2432,0.5405
536,1.0000,0.7429,0.2286,0.2857,0.2571,0.8857,0.8571,1.4000,0.2571,0.2571,0.5714
540,1.0000,0.8000,0.2571,0.2857,0.2571,0.8857,0.8571,1.5429,0.2571,0.2571,0.5714
544,1.0000,0.7714,0.2571,0.2857,0.2571,0.8571,0.8571,1.4857,0.2571,0.2571,0.5714
548,1.0000,0.7647,0.2353,0.2941,0.2647,0.8824,0.8529,1.5294,0.2647,0.2647,0.5882
552,1.0000,0.8125,0.2500,0.3125,0.2813,0.9063,0.9063,1.5625,0.2813,0.2813,0.6250
556,1.0000,0.8000,0.2286,0.2857,0.2571,0.8857,0.8857,1.5143,0.2571,0.2571,0.5714
560,1.0000,0.8529,0.2353,0.2941,0.2647,0.9118,0.8824,1.5000,0.2647,0.2647,0.5882
564,1.0000,0.7353,0.2353,0.2941,0.2647,0.8529,0.8235,1.4412,0.2647,0.2647,0.5882
568,1.0000,2.0000,0.2353,0.2941,0.2647,0.8824,0.8824,1.5294,0.2647,0.2647,0.5882
572,1.0000,0.7941,0.2353,0.2941,0.2647,0.8824,0.8529,1.5294,0.2647,0.2647,0.5882
576,1.0000,0.7576,0.2424,0.2727,0.2727,0.9091,1.1212,1.4242,0.2727,0.2727,0.5758
580,1.0000,0.8182,0.2424,0.2727,0.2727,0.8788,0.8788,1.5152,0.2727,0.2727,0.5758
584,1.0000,0.7353,0.2353,0.2647,0.2647,0.8824,0.8235,1.4412,0.2647,0.2647,0.5588
588,1.0000,0.8438,0.2500,0.2813,0.2813,0.9375,0.9063,1.5313,0.2813,0.2813,0.5938
592,1.0000,1.0294,0.2353,0.2647,0.2647,0.9118,0.8529,1.4118,0.2647,0.2647,0.5588
596,1.0000,0.7714,0.2286,0.2571,0.2571,0.8857,0.8571,1.4857,0.2571,0.2571,0.5714
600,1.0000,0.6279,1.1860,0.2093,0.2093,0.6977,0.6744,1.0930,0.2093,0.2093,0.4419
604,1.0000,0.9118,0.2353,0.2647,0.2647,0.9412,1.1471,2.8235,0.5588,3.1765,0.5588
608,1.0000,0.8485,0.2424,0.2727,0.2727,0.9091,0.8788,1.6061,0.2727,0.2727,0.5758
612,1.0000,0.7647,0.2353,0.2647,0.2647,0.8529,0.8235,1.5000,0.2647,0.2647,0.5588
616,1.0000,0.8286,0.2286,0.2571,0.2571,0.8857,0.8571,1.4857,0.2571,0.2571,0.5429
620,1.0000,0.7941,0.2353,0.2941,0.2647,0.8824,0.8529,1.4412,0.2647,0.2647,0.5588
624,1.0000,0.7879,0.2424,0.3030,0.2727,0.9091,0.8788,1.4545,0.2727,0.2727,0.5758
628,1.0000,0.8529,0.2353,0.2647,0.2647,1.6471,1.3824,1.5882,0.2647,0.2647,0.5588
632,1.0000,0.6429,0.4762,0.2143,0.2143,0.6905,0.6905,1.6667,0.2143,2.0238,1.5714
636,1.0000,0.6667,0.2222,0.2000,0.2000,0.6889,0.6667,1.1778,0.2000,0.2000,1.1333
640,1.0000,0.7941,0.2353,0.2647,0.2647,0.8824,0.8824,1.5294,0.2647,0.2647,0.5588
644,1.0000,0.8000,0.2286,0.2571,0.2571,0.8857,0.8571,1.5714,0.2571,0.2571,0.5429
648,1.0000,0.9118,0.2353,0.2647,0.2647,0.8824,0.8824,1.5294,0.2647,0.2647,0.5588
652,1.0000,0.7941,0.4412,0.2647,0.2647,0.8824,0.8824,1.4412,0.2647,0.2647,0.5588
656,1.0000,0.7714,0.2286,0.2571,0.2571,1.1714,0.9714,1.4571,0.2571,0.2571,0.5429
660,1.0000,0.7879,0.2424,0.2727,0.2727,0.9091,0.9394,1.4848,0.2727,0.2727,0.5758
664,1.0000,0.7941,0.2353,0.2647,0.2647,0.8824,0.8529,1.5588,0.2647,0.2647,0.5588
668,1.0000,0.7714,0.2286,0.2571,0.2571,0.8857,0.8857,1.4571,0.2571,0.2571,0.5429
672,1.0000,0.7714,0.2286,0.2571,0.2571,0.8571,0.8571,1.5143,0.2571,0.2571,0.5429
676,1.0000,0.8235,0.2353,0.2647,0.2647,0.8824,0.9118,1.4706,0.2647,0.2647,0.5588
680,1.0000,0.8485,0.2424,0.2727,0.2727,0.9697,0.9394,1.6061,0.2727,0.2727,0.5758
684,1.0000,0.7647,0.2353,0.5294,0.2647,0.9412,0.8824,1.4706,0.2647,0.2647,0.5588
688,1.0000,0.8286,0.6857,0.2571,0.2571,0.9143,0.8571,1.5714,0.2571,0.2571,0.5429
692,1.0000,0.8286,0.2286,0.2571,0.2571,0.8857,0.9143,2.4286,0.2571,0.2571,0.5429
696,1.0000,0.8000,0.2286,0.2571,0.2571,0.8857,0.9143,1.6000,0.2571,0.2571,0.5429
700,1.0000,0.7714,0.2286,0.2571,0.2571,0.8571,0.8286,1.5143,0.2571,0.2571,0.5429
704,1.0000,1.0000,0.2286,0.2571,0.2571,0.9143,0.8571,1.5714,0.2571,0.2571,0.5429
708,1.0000,0.6190,0.1905,0.2143,0.2143,0.7143,0.6905,1.1429,0.2143,0.2143,0.7143
712,1.0000,0.7222,0.2222,0.2778,0.2500,0.8611,0.8056,1.3889,0.2500,0.2500,0.5556
716,1.0000,0.7941,0.2353,0.2941,0.2647,0.9118,0.8824,1.6176,0.2647,0.2647,0.5882
720,1.0000,2.5000,0.2353,0.2941,0.2647,0.9412,0.8824,1.5294,0.2647,0.2647,0.5882
724,1.0000,0.8235,0.2353,0.2647,0.2647,0.9412,0.9118,1.5000,0.2647,0.2647,0.5588
728,1.0000,0.8286,0.2286,0.2857,0.2571,0.9143,0.8857,1.5429,0.2571,0.6571,0.9714
732,1.0000,0.8235,0.2353,0.2647,0.2647,0.9118,0.8824,1.5882,0.2647,0.2647,0.5588
736,1.0000,0.7941,0.2353,0.2647,0.2647,0.9118,0.8824,1.5000,0.2647,0.2647,0.5588
740,1.0000,0.8182,0.2424,0.2727,0.2727,0.9394,0.9091,1.6364,0.2727,0.2727,0.5758
744,1.0000,0.8571,0.2286,0.2571,0.2571,0.9143,0.9429,1.9143,0.2571,0.5143,0.5714
748,1.0000,0.8444,0.2222,0.2667,0.2444,0.9556,0.7111,1.2889,0.2000,0.2000,0.4222
752,1.0000,0.8333,0.2222,0.2500,0.2500,0.8889,0.8611,1.5278,0.2500,0.2500,0.5556
756,1.0000,1.0833,0.2222,0.2778,0.2500,0.8889,0.8889,1.3611,0.2500,0.2500,0.5556
760,1.0000,0.8286,0.2286,0.2857,0.2571,0.9143,0.8857,1.5429,0.2571,0.2571,0.5714
764,1.0000,0.7714,0.2286,0.2857,0.2571,0.8857,1.0571,1.4571,0.2571,0.2571,0.5429
768,1.0000,0.8286,0.2286,1.5714,0.2571,0.9143,2.0857,1.6000,0.2571,0.2571,0.5714
772,1.0000,0.8108,0.2162,0.2703,0.2432,0.8649,0.8378,1.5135,0.2432,0.2432,0.5405
776,1.0000,0.5778,0.1778,0.2000,0.2000,0.6889,0.6889,1.3778,0.2000,0.2000,0.4222
780,1.0000,0.8000,0.2286,0.2571,0.2571,0.9143,0.9143,1.5429,0.2571,0.2571,0.5429
784,1.0000,0.8056,0.2222,0.2500,0.2500,0.9167,0.8611,1.5833,0.2500,0.2500,0.5556
788,1.0000,0.8286,0.2286,0.2571,0.2571,0.8857,0.8857,1.5714,0.2571,0.2571,0.5429
792,1.0000,0.7714,0.2286,0.2571,0.2571,0.8857,0.8857,1.6857,0.2571,0.2571,0.5429
796,1.0000,0.8000,0.2286,0.2571,0.2571,0.9429,0.9429,1.6000,0.2571,0.2571,0.5429
800,1.0000,0.7838,0.2162,0.2432,0.2432,0.9189,0.8649,1.4865,0.2432,0.2432,0.5135
808,1.0000,0.7778,0.2222,0.2500,0.2500,0.8611,0.8889,1.5556,0.2500,0.2500,0.5278
816,1.0000,0.8333,0.2222,0.2500,0.2500,0.9167,0.8889,1.6111,0.2500,0.2500,0.5278
824,1.0000,0.7778,0.2222,0.2500,0.2500,0.8889,0.8889,1.5000,0.2500,0.2500,0.5278
832,1.0000,0.8108,0.2162,0.2703,0.2432,0.8919,0.8649,1.5405,0.2432,0.2432,0.5135
840,1.0000,0.8108,0.2162,0.2432,0.2432,0.8108,0.8108,1.3514,0.2432,0.2432,0.5135
848,1.0000,0.8056,0.2222,0.2500,0.2500,0.9167,0.8889,1.5833,0.2500,0.2500,0.5278
856,1.0000,0.8108,0.2162,0.2432,0.2432,0.8649,0.8649,1.3514,0.2432,0.2432,0.5135
864,1.0000,0.7568,0.2162,0.2432,0.2432,0.8649,0.8649,1.5676,0.2432,0.2432,0.5135
872,1.0000,0.8108,0.2162,0.2432,0.2432,0.9189,0.8649,1.6216,0.2432,0.2432,0.5135
880,1.0000,0.8108,0.2162,0.2432,0.2432,0.8649,0.8919,1.5946,0.2432,0.2432,0.5135
888,1.0000,0.8108,0.2162,0.2432,0.2432,0.9189,0.8919,1.6216,0.2432,0.2432,0.5135
896,1.0000,0.8158,0.2105,0.2368,0.2368,0.8947,0.8684,1.5526,0.2368,0.2368,0.5000
904,1.0000,0.8649,0.2162,0.2432,0.2432,0.8919,0.8649,1.3514,0.2432,0.2432,0.5135
912,1.0000,0.7778,0.2222,0.2778,0.2500,0.9444,0.8889,1.6111,0.2500,0.2500,0.5278
920,1.0000,0.8108,0.2162,0.2432,0.2432,0.8919,0.8919,1.6216,0.2432,0.2432,0.5135
928,1.0000,0.7838,0.2162,0.2432,0.2432,0.9189,0.8649,2.0270,0.2432,0.2432,0.5135
936,1.0000,0.7222,0.2222,0.2500,0.2500,0.8611,0.8611,1.5000,0.2500,0.2500,0.5278
944,1.0000,0.8108,0.2162,0.2432,0.2432,0.8919,0.8649,1.5946,0.2432,0.2432,0.5135
952,1.0000,0.7895,0.2105,0.2368,0.2368,0.8684,0.8684,1.6053,0.2368,0.2368,0.5000
960,1.0000,0.6809,0.1702,0.1915,0.1915,0.6809,0.6383,1.1277,0.1915,0.1915,0.4043
968,1.0000,0.7838,0.2162,0.2432,0.2432,0.8649,0.8378,1.5946,0.2432,0.2432,0.5135
976,1.0000,0.7105,0.2105,0.2368,0.2368,0.8421,0.8158,2.6053,0.2368,0.2368,0.5263
984,1.0000,0.6923,0.2051,0.2564,0.2308,0.8462,0.8205,1.5128,0.2308,0.2308,16.2051
992,1.0000,0.7895,0.2105,0.2368,0.2368,0.8947,0.8947,1.5789,0.5526,0.2368,0.5000
1000,1.0000,0.8158,0.2105,0.2368,0.2368,0.8684,0.8421,1.6316,0.2368,0.2368,0.5000
1008,1.0000,0.8684,0.2105,0.2368,0.2368,0.8947,0.8684,1.6053,0.2368,0.2368,0.5000
1016,1.0000,0.7368,0.2105,0.2368,0.2368,0.8421,1.2105,1.5263,0.2368,0.2368,0.5000
1024,1.0000,0.7105,0.2105,0.2368,0.2368,0.8421,0.8158,1.5263,0.2368,0.2368,0.5000
1032,1.0000,0.9211,0.2368,0.3158,0.2632,0.9211,0.8421,1.6579,0.2632,0.2632,0.5789
1040,1.0000,0.8158,0.2368,0.3158,0.2632,0.8947,0.8684,1.6053,0.2632,0.2632,0.5789
1048,1.0000,0.8158,0.2368,0.3158,0.2632,0.8947,0.8684,1.5789,0.2632,0.2632,0.5789
1056,1.0000,0.8919,0.2432,0.3243,0.2703,1.2432,0.9189,1.4865,0.2703,7.3514,0.5946
1064,1.0000,0.8462,0.2308,0.3077,0.2564,0.8718,0.8462,1.6410,0.2564,0.2564,0.5641
1072,1.0000,0.9231,0.2308,0.3077,0.2564,0.8718,0.8974,1.4359,0.2564,0.2564,0.5641
1080,1.0000,0.7436,0.2308,0.3077,0.2564,0.8462,0.8205,1.4615,0.2564,0.2564,0.5641
1088,1.0000,0.7895,0.2368,0.3158,0.2632,0.8684,0.8158,1.5263,0.2632,0.2632,0.5789
1096,1.0000,0.8158,0.2368,0.3158,0.2632,0.8684,1.1579,1.5789,0.5789,0.2632,0.5789
1104,1.0000,0.8421,0.2368,0.3158,0.2632,0.8947,1.1316,1.5526,0.2632,0.2632,0.5789
1112,1.0000,0.8947,0.2368,0.3158,0.2632,0.8947,1.2368,1.6579,0.2632,0.2632,0.5789
1120,1.0000,0.7436,0.2308,0.3077,0.2564,1.0256,0.8205,1.5128,0.2564,0.2564,0.5641
1128,1.0000,0.7949,0.2308,0.3077,0.2564,0.8718,0.8718,1.5385,0.2564,0.2564,0.5641
1136,1.0000,0.8718,0.2308,0.3077,0.3846,0.9231,0.8718,1.5897,0.2564,0.2564,0.5641
1144,1.0000,0.8205,0.2308,0.3077,0.2564,0.8718,0.8718,1.5641,0.2564,0.2564,0.5641
1152,1.0000,1.0769,0.2308,0.3077,0.2564,0.8974,0.8974,1.6410,0.2564,0.2564,0.5641
