size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange
8428,1.0000,0.8868,0.2642,0.3019,0.3019,0.8679,0.8491,1.6792,0.3019,0.3019,0.6226
8472,1.0000,0.9057,0.2453,0.3019,0.3019,1.4528,1.1698,1.8491,0.3019,0.3019,0.6226
8516,1.0000,0.8868,0.2453,0.3019,0.3019,0.8679,0.8679,1.7358,0.3019,0.3019,0.6226
8560,1.0000,0.8868,0.2453,0.3019,0.3019,2.2075,0.8302,1.6415,0.3019,0.3019,0.7925
8604,1.0000,0.8889,0.2407,0.2963,0.2963,0.8704,1.0741,1.7037,0.2963,0.2963,0.6111
8648,1.0000,1.8846,0.2500,0.7308,0.3077,0.8462,0.9615,1.6731,0.3077,0.3077,0.6346
8692,1.0000,0.6875,0.2188,0.2500,0.8594,0.7344,0.7031,1.6563,0.2500,0.2500,0.5156
8736,1.0000,0.9057,0.2453,0.3019,0.3019,1.8302,0.8679,2.3585,0.3019,0.3019,0.6226
8780,1.0000,0.8868,0.2642,0.3208,0.3019,0.8868,0.8679,1.6981,0.3019,1.9623,0.6415
8828,1.0000,0.9423,0.2500,0.3077,0.3077,0.9038,0.9038,1.7692,0.3077,0.3077,0.6346
8876,1.0000,0.9038,0.2500,0.3077,0.3077,0.8846,0.9231,1.7115,0.3077,0.3077,0.6346
8924,1.0000,0.8491,0.2453,0.3019,0.3019,0.8491,0.8679,1.6415,0.3019,0.3019,0.6226
8972,1.0000,0.8654,0.2500,0.3077,0.3077,0.8654,0.9038,1.6923,0.3077,0.3077,0.6346
9020,1.0000,0.8704,0.2407,0.2963,0.2778,0.8519,0.8519,1.7037,0.2963,0.2963,0.6111
9068,1.0000,0.8545,0.2364,0.2909,0.2909,0.8545,0.8545,1.6545,0.2909,0.2909,0.6000
9116,1.0000,0.8704,0.2407,0.2963,0.2963,0.8519,0.8519,1.6667,0.2963,0.2963,0.6111
9164,1.0000,0.8679,0.2453,0.3019,0.3019,0.8868,0.9057,1.8491,0.3019,0.3019,0.6226
9212,1.0000,0.7121,0.1970,0.2424,0.4242,0.7273,0.6970,1.3333,0.2424,0.2424,0.5000
9260,1.0000,0.8889,0.2778,0.3148,0.2963,0.8889,0.8704,1.7593,0.2963,0.2963,0.6296
9308,1.0000,0.8868,0.2453,0.3019,0.3019,0.9057,0.8491,1.6792,0.3019,0.3019,0.6226
9356,1.0000,0.8889,0.2778,0.3148,0.2963,0.8889,0.8889,1.7593,0.2963,0.2963,0.6111
9404,1.0000,0.8704,0.2593,0.3148,0.2963,0.8704,0.8889,1.7222,0.2963,0.2963,0.6111
9452,1.0000,0.8679,0.2642,0.3208,0.3019,0.8868,0.8679,2.5283,0.3019,0.3019,0.6226
9500,1.0000,0.5833,0.1548,0.1905,0.1905,0.5595,0.5476,1.0595,0.1905,0.1905,0.3929
9548,1.0000,0.7015,0.2537,0.2388,0.2388,0.7313,0.7164,1.3731,0.2388,0.2388,0.4925
9596,1.0000,0.9038,0.2500,0.3077,0.3077,0.9231,0.9038,1.9038,0.3077,0.3077,0.6346
9648,1.0000,0.6667,0.2029,0.2464,0.2319,0.6812,0.6667,1.2754,0.2319,0.2319,0.4783
9700,1.0000,0.8654,0.2692,0.3269,0.3077,0.8654,0.8654,1.6923,0.3077,0.3077,0.6346
9752,1.0000,1.6226,0.2642,0.3019,0.3019,1.0943,0.8868,1.6792,0.6038,0.3019,3.6226
9804,1.0000,0.8491,0.2453,0.3019,0.3019,0.9057,0.8868,1.6604,0.3019,0.3774,0.6226
9856,1.0000,0.8333,0.2407,0.2963,0.2778,0.8889,0.8889,1.7593,0.2963,0.2963,0.6111
9908,1.0000,0.9057,0.2453,0.3019,0.2830,0.9623,0.9434,1.8113,0.3019,0.3019,0.6226
9960,1.0000,0.9231,0.2500,0.3077,0.2885,0.9615,0.9423,1.7885,0.3077,0.3077,0.6346
10012,1.0000,0.9057,0.2453,0.3019,0.3019,0.8868,0.8868,1.6981,0.3019,0.3019,0.6226
10064,1.0000,0.8519,0.3889,0.2963,0.2778,0.8704,0.8519,1.6296,0.2963,0.2963,0.6111
10116,1.0000,0.6765,0.2500,0.2500,0.2353,0.6912,0.6912,1.3235,0.2353,0.3676,0.4853
10168,1.0000,0.8679,0.2642,0.3208,0.3019,0.8868,0.8868,1.6792,0.3019,0.3019,0.6226
10220,1.0000,0.8929,0.2679,0.3036,0.2857,0.8929,0.8393,1.5893,0.2857,0.2857,0.5893
10272,1.0000,1.8704,0.2593,0.3148,0.2963,1.0000,0.8704,1.7963,0.2963,0.2963,1.2407
10324,1.0000,0.9608,0.2745,0.3333,0.3137,1.0392,0.9412,1.8039,0.3137,0.3137,0.6471
10376,1.0000,0.6970,0.1970,0.2424,0.2424,0.7121,0.7273,1.3636,0.2424,0.2424,0.6364
10432,1.0000,0.8704,0.2593,0.3148,0.2963,0.9074,0.9074,1.7037,0.2963,0.2963,0.6111
10488,1.0000,0.8889,0.2593,0.3148,0.2963,0.8889,0.8889,1.7037,0.2963,0.2963,1.7037
10544,1.0000,0.8519,0.2407,0.2963,0.2963,0.8889,0.8889,1.6667,0.2963,0.2963,0.6111
10600,1.0000,0.8846,0.2500,0.3077,0.2885,0.9038,0.9231,1.6923,0.3077,0.3077,0.6346
10656,1.0000,0.8704,0.2407,0.2963,0.2778,0.8889,0.8889,1.7222,0.2963,0.2963,0.6111
10712,1.0000,0.8491,0.2453,0.3019,0.2830,0.8868,0.9057,1.6981,0.3019,0.3019,0.6226
10768,1.0000,0.8679,0.2453,0.3019,0.3019,0.9057,0.9057,1.6981,0.3019,0.3019,0.6226
10824,1.0000,0.9245,0.2453,0.3019,0.3019,0.9245,0.9057,1.7547,0.3019,0.3019,0.6226
10880,1.0000,0.9057,0.2453,0.3019,0.3019,0.9057,0.9057,1.7170,0.3019,0.3019,0.6226
10936,1.0000,0.8704,0.2407,0.2963,0.2778,0.9074,0.8889,1.8148,0.2963,0.2963,0.6111
10992,1.0000,0.9074,0.2407,0.2963,0.2963,0.9074,0.9259,1.7222,0.2963,0.2963,0.6111
11048,1.0000,0.8679,0.2453,0.3019,0.3019,0.9057,0.8868,1.6792,0.3019,0.3019,0.6226
11104,1.0000,0.9020,0.2549,0.3137,0.2941,0.9412,0.9412,1.7451,0.3137,0.3137,1.0392
11160,1.0000,0.8333,0.2593,0.3148,0.2963,0.8704,0.8889,1.6667,0.2963,0.2963,0.6111
11220,1.0000,0.8545,0.2545,0.2909,0.2909,0.8727,0.8545,1.6364,0.2909,0.2909,0.6000
11280,1.0000,0.7903,0.2258,0.2742,0.2581,0.7903,0.7903,1.5161,0.2581,0.2581,0.5323
11340,1.0000,0.9259,0.2407,0.2963,0.2963,0.9074,0.9444,1.7222,0.4630,0.2963,0.6111
11400,1.0000,0.8491,0.2453,0.3019,0.3019,0.9057,0.8868,1.6981,0.3019,0.3019,0.6226
11460,1.0000,0.8679,0.2453,0.3019,0.3019,0.8868,0.9057,1.8491,0.3019,0.3019,0.6226
11520,1.0000,0.9074,0.2407,0.2963,0.2963,0.9074,0.9259,1.7407,0.7778,0.4630,0.6296
11580,1.0000,0.9434,0.2642,0.3208,0.3019,0.9434,0.9245,1.7925,0.3019,0.3019,0.8302
11640,1.0000,0.4000,0.2400,0.1280,0.1280,0.3840,0.3920,0.7200,0.1280,0.1280,0.2640
11700,1.0000,0.7705,0.2131,0.2623,0.2623,1.3279,0.8033,1.4754,0.2623,0.2623,0.5410
11760,1.0000,0.9074,0.2407,0.2963,0.2963,0.9444,0.9074,1.7593,0.2963,0.2963,0.6111
11820,1.0000,0.8889,0.2407,0.2963,0.2963,0.9259,0.9074,1.6852,0.2963,0.2963,0.6111
11880,1.0000,0.8889,0.2407,0.2963,0.2963,0.9074,0.9259,1.7593,0.2963,0.2963,0.6111
11940,1.0000,0.8491,0.2453,0.3019,0.2830,0.9057,0.9057,1.6981,0.3019,0.3019,0.6226
12000,1.0000,0.8704,0.2407,0.2963,0.2778,0.8704,0.8889,1.6667,0.2963,0.2963,0.6111
12064,1.0000,0.8889,0.2407,0.2963,0.5741,2.9630,1.1667,1.7222,0.2963,0.2963,0.6111
12128,1.0000,0.8545,0.2545,0.3091,0.2909,0.8909,0.8909,1.6545,0.2909,0.2909,0.6000
12192,1.0000,0.9057,0.2453,0.3019,0.8868,1.0755,1.7170,1.7547,0.3019,0.3019,0.6415
12256,1.0000,0.8889,0.2593,0.3148,0.2963,0.9259,0.9444,1.7778,0.2963,0.2963,1.5370
12320,1.0000,0.8333,0.2593,0.3148,0.2963,0.9074,0.9259,1.6852,0.2963,0.2963,0.6111
12384,1.0000,0.8519,0.2593,0.3148,0.2963,0.9074,0.9074,1.6852,0.2963,0.2963,0.6111
12448,1.0000,0.8889,0.2593,0.3148,0.2963,0.9259,0.9444,1.7593,0.2963,0.2963,0.6111
12512,1.0000,0.8654,0.2692,0.3269,0.3077,0.9615,0.9231,1.7308,0.3077,0.3077,0.6346
12576,1.0000,0.8000,0.2167,0.2667,0.2667,0.8333,0.8500,1.6000,0.2667,0.2667,0.5500
12640,1.0000,0.8727,0.2364,0.2909,0.2909,0.9091,0.9091,1.7273,0.2909,0.2909,0.6000
12704,1.0000,0.5114,0.1591,0.1932,0.1818,0.5341,0.5682,1.0227,0.1818,0.1818,0.3750
12768,1.0000,0.8364,0.2545,0.3091,0.2909,0.8727,0.9091,1.6727,0.2909,0.2909,0.6000
12836,1.0000,0.8750,0.2500,0.3036,0.2857,0.9107,0.8929,1.7143,0.2857,0.2857,0.6786
12904,1.0000,0.8333,0.2593,0.3148,0.2963,0.9074,0.9074,1.6852,0.2963,0.2963,0.6111
12972,1.0000,0.8679,0.2642,0.3208,0.3019,0.9245,0.9245,1.7358,0.3019,0.3019,0.6226
13040,1.0000,0.8727,0.2545,0.3091,0.2909,0.9091,0.9091,1.7273,0.2909,0.2909,0.6000
13108,1.0000,0.8333,0.2593,0.3148,0.2963,0.8889,0.9074,1.7037,0.2963,0.2963,0.6111
13176,1.0000,0.8679,0.2642,0.3208,0.4340,0.9057,0.9245,1.7358,0.3019,0.3019,0.6226
13244,1.0000,0.9273,0.2545,0.3091,0.2909,1.0909,0.9455,1.8182,0.2909,0.2909,0.6000
13312,1.0000,0.8182,0.2545,0.3091,0.2909,0.8727,1.0545,1.6545,0.2909,0.2909,0.6000
13380,1.0000,0.8909,0.2545,0.6000,0.2909,0.9091,1.5273,1.7636,0.2909,0.2909,0.7091
13448,1.0000,0.8727,0.2545,0.3091,0.2909,0.9091,1.0000,1.7455,0.2909,0.2909,0.6000
13516,1.0000,0.8571,0.2500,0.3036,0.2857,0.8929,0.8929,2.0357,0.2857,0.2857,0.6964
13584,1.0000,0.8214,0.2679,0.3036,0.2857,0.8750,0.9107,1.7321,0.2857,0.2857,0.6071
13656,1.0000,0.8545,0.2545,0.3091,0.2909,0.9091,0.9273,1.7636,0.2909,0.2909,0.6000
13728,1.0000,1.1111,0.2593,0.3148,0.2963,0.8889,0.9259,1.7407,0.2963,0.2963,0.8333
13800,1.0000,0.8070,0.2456,0.2982,0.2807,0.8421,0.8596,1.6316,0.2807,0.2807,0.5789
13872,1.0000,0.6216,0.1892,0.2297,0.2162,0.6486,0.6622,1.2432,0.2162,0.2162,0.4459
13944,1.0000,0.8727,0.2545,0.3091,0.2909,0.9091,0.8909,1.7455,0.2909,0.2909,0.6000
14016,1.0000,0.8333,0.2593,0.3148,0.2963,0.8889,0.8889,1.7037,0.2963,0.2963,0.6111
14088,1.0000,0.8364,0.2727,0.3091,0.2909,0.9273,0.9455,1.8000,0.2909,0.2909,0.6182
14160,1.0000,0.8421,0.2632,0.2982,0.2807,0.8947,0.8947,1.7193,0.2807,0.2807,0.5789
14232,1.0000,0.8772,0.2456,0.2982,0.2807,0.8947,0.8947,1.7193,0.2807,0.2807,0.5789
14304,1.0000,0.8596,0.2456,0.2982,0.2807,0.8947,0.8772,1.7193,0.2807,0.2807,0.5789
14376,1.0000,0.8036,0.2500,0.3036,0.2857,0.8929,0.8750,1.7143,0.2857,0.2857,0.5893
14452,1.0000,0.8214,0.2500,0.3036,0.2857,0.9107,0.8750,1.6964,0.2857,0.2857,0.5893
14528,1.0000,0.8421,0.2456,0.2982,0.2807,0.8772,0.8596,1.7368,0.2807,0.2807,0.5789
14604,1.0000,0.8421,0.2456,0.2982,0.2807,0.8772,0.8596,1.7018,0.2807,0.2807,0.5789
14680,1.0000,0.7385,0.2154,0.2615,0.2462,0.9538,0.7538,1.4462,0.2462,0.2462,0.5077
14756,1.0000,0.8750,0.2500,0.3036,0.2857,0.9107,0.8750,2.2321,0.2857,0.2857,0.6071
14832,1.0000,0.8070,0.2456,0.2982,0.2807,0.8596,0.8421,1.6316,0.2807,0.2807,0.7719
14908,1.0000,0.8276,0.2414,0.2931,0.2759,0.8621,0.8793,1.8793,0.2759,1.5517,0.5862
14984,1.0000,0.8621,0.2586,0.2931,0.2759,1.0517,0.8793,2.6207,0.2759,0.2759,0.5690
15060,1.0000,0.8571,0.2500,0.4286,0.2857,0.8929,0.9107,1.7500,0.2857,0.2857,0.5893
15136,1.0000,0.8750,0.2679,0.3036,0.2857,0.9107,0.8929,1.7500,0.2857,0.2857,0.5893
15216,1.0000,1.3793,0.2414,0.2931,0.2759,0.8793,0.8621,1.7069,0.2759,0.2759,0.5690
15296,1.0000,1.0000,0.1707,0.5122,0.1951,0.7195,0.6341,1.2927,0.3049,0.1951,0.5122
15376,1.0000,0.8070,0.2456,0.2982,0.2807,0.8596,0.8596,1.6842,0.2807,0.2807,0.5965
15456,1.0000,0.8393,0.2500,0.3036,0.2857,0.8571,0.8571,1.6964,0.2857,0.2857,0.5893
15536,1.0000,0.8750,0.2500,0.3036,0.6786,0.9643,0.9107,1.7679,0.2857,0.2857,0.5893
15616,1.0000,0.8214,0.2500,0.3036,0.2857,0.8393,0.8750,1.6964,0.2857,0.2857,0.5893
15696,1.0000,0.8571,0.2500,0.3036,0.2857,0.8929,0.8571,1.7321,0.2857,0.2857,0.8036
15776,1.0000,0.8276,0.2586,0.2931,0.2759,0.8793,0.8448,1.7069,0.2759,0.2759,0.5690
15856,1.0000,0.8448,0.2414,0.2931,0.2759,0.8621,0.8276,1.6379,0.2759,0.2759,0.5690
15936,1.0000,0.8421,0.2456,0.2982,0.2807,0.8421,0.8246,1.6667,0.2807,0.2807,0.5789
16020,1.0000,0.8421,0.2456,0.2982,0.2807,0.8596,0.8596,1.7368,0.2807,0.2807,0.5789
16104,1.0000,0.8571,0.2500,0.3036,0.2857,0.8571,0.8571,1.7321,0.2857,0.2857,0.5893
16188,1.0000,0.7500,0.2059,0.5441,0.2353,0.7206,0.7206,1.3971,0.2353,0.2353,0.4853
16272,1.0000,0.8596,0.2632,0.2982,0.2807,0.8772,0.8596,1.6491,0.2807,0.2807,0.5789
16356,1.0000,0.8214,0.2500,0.4107,0.2857,0.8393,0.8393,1.6964,0.2857,0.2857,0.5893
16440,1.0000,0.9464,0.2857,0.3214,0.3036,0.8929,0.9107,1.6964,0.3214,0.3214,0.6429
16524,1.0000,0.4771,0.1468,0.1651,0.1560,0.7156,0.4495,0.8716,0.1651,0.1651,0.3303
16608,1.0000,0.9474,0.2807,0.3158,0.2982,1.1404,1.0351,2.0000,0.3158,0.3158,0.6316
16692,1.0000,0.8246,0.2807,0.3158,0.2982,0.8421,1.0000,1.6667,0.3158,0.3158,0.6316
16776,1.0000,0.8421,0.2807,0.3158,0.2982,0.8421,0.8421,1.6667,0.3158,0.3158,0.6316
16864,1.0000,0.9123,0.2807,0.5789,0.2982,0.8947,0.8772,1.7368,0.3158,0.3158,0.6316
16952,1.0000,0.8772,0.2982,0.3158,0.2982,0.8772,0.8772,1.7368,0.3158,0.3158,0.6316
17040,1.0000,0.8596,0.2807,0.3158,0.2982,0.8596,0.8596,1.7193,0.3158,0.3158,0.6316
17128,1.0000,0.8596,0.2807,0.3158,0.2982,0.8596,0.9649,1.7368,0.5088,0.3158,0.6316
17216,1.0000,0.9286,0.2857,0.3214,0.3036,0.9107,0.8750,1.7500,0.3214,0.3214,0.6429
17304,1.0000,0.8448,0.2759,0.3103,0.2931,0.8621,0.8793,1.7241,0.3276,0.3103,0.6207
17392,1.0000,0.8947,0.2807,0.3158,0.2982,0.8947,0.8947,1.7895,0.3158,0.3158,0.6491
17480,1.0000,0.8966,0.2931,0.3103,0.2931,0.8793,0.8793,1.7069,0.3103,0.3103,0.6207
17568,1.0000,0.9298,0.2982,0.3158,0.2982,0.8772,0.8596,1.6667,0.3158,0.3158,0.6316
17660,1.0000,0.8814,0.2712,0.3051,0.2881,0.8475,0.8305,1.6271,0.3051,0.3051,0.6102
17752,1.0000,0.8596,0.2807,0.3158,0.2982,0.8772,0.8596,1.6842,0.3158,0.3158,0.6316
17844,1.0000,0.8621,0.2759,0.3103,0.2931,0.8621,0.8793,1.6897,1.2241,0.3103,0.6379
17936,1.0000,0.9310,0.2759,0.3793,0.2931,0.8966,0.8793,2.0862,0.3103,0.3103,0.6207
18028,1.0000,0.8596,0.2807,0.3158,0.2982,0.8596,0.8421,1.8421,0.3158,0.3158,0.6316
18120,1.0000,0.8750,0.2857,0.3214,0.3036,0.8929,0.8750,1.8571,0.3214,0.3214,0.7500
18212,1.0000,0.9138,0.2931,0.3103,0.2931,0.8966,0.8793,1.7586,0.3103,0.3103,0.6207
18304,1.0000,0.8596,0.2807,0.3158,0.2982,0.8596,0.8772,1.7018,0.3158,0.3158,0.6316
18396,1.0000,0.8571,0.2857,0.3214,0.3036,0.8750,0.8929,1.7143,0.3214,0.3214,0.6429
18492,1.0000,0.8833,0.2667,0.3000,0.2833,0.8500,0.8667,1.6667,0.3000,0.3000,0.6000
18588,1.0000,0.8947,0.2807,0.3158,0.2982,1.3509,0.9649,1.7544,0.3158,0.3158,0.6316
18684,1.0000,0.8421,0.2807,0.3158,0.2982,0.8596,0.8772,1.6842,0.3158,0.3158,0.6316
18780,1.0000,0.8750,0.2857,0.3214,0.3036,0.8929,0.8929,1.6964,0.3214,0.3214,0.6429
18876,1.0000,0.8947,0.2807,0.3158,0.2982,0.9123,0.8947,1.7544,0.3158,0.3158,0.6316
18972,1.0000,0.8596,0.2807,0.3158,0.2982,0.8772,0.8772,1.6842,0.3158,0.3158,0.6316
19068,1.0000,0.8305,0.2712,0.3051,0.2881,0.8305,0.8475,1.6271,0.3051,0.3051,0.6102
19164,1.0000,0.8596,0.2807,0.3158,0.2982,0.8772,0.8772,1.6842,0.3158,0.3158,0.6316
19264,1.0000,0.9123,0.2807,0.3158,0.2982,0.8947,0.8947,1.7544,0.3158,0.3158,0.6316
19364,1.0000,0.8772,0.2807,0.3158,0.2982,0.8947,0.8947,1.7544,0.3158,0.3158,0.6316
19464,1.0000,0.8947,0.2807,0.3158,0.2982,0.9123,0.9123,1.7544,0.3158,0.3158,0.6316
19564,1.0000,0.8793,0.2759,0.3103,0.2931,0.8966,0.8793,1.6724,0.3103,0.3103,0.6207
19664,1.0000,0.8596,0.2807,0.3158,0.2982,0.8947,0.8772,1.9649,0.3158,0.3158,0.6491
19764,1.0000,0.8929,0.2857,0.3214,0.3036,1.4821,0.9107,1.7500,0.3214,0.3214,0.6429
19864,1.0000,0.9138,0.2759,0.7931,0.2931,0.9310,1.2069,1.7931,0.3103,0.3103,0.6207
19964,1.0000,0.9138,0.2759,0.3103,0.2931,0.8966,0.8966,1.6552,0.3103,0.3103,0.6207
20068,1.0000,0.9138,0.2759,0.3103,0.2931,0.8966,0.9138,2.3103,0.5000,0.3103,0.9138
20172,1.0000,0.8983,0.2712,0.3051,0.2881,0.9153,0.9492,1.9661,0.3051,0.3051,0.6102
20276,1.0000,0.9138,0.2759,0.3103,0.2931,0.8621,1.3448,1.7586,0.3103,0.3103,0.6207
20380,1.0000,0.8305,0.2542,0.3051,0.2881,0.8475,0.8644,1.6271,0.2881,0.2881,0.6102
20484,1.0000,0.3934,0.1311,0.1475,0.1393,0.4098,0.4098,0.7869,0.1475,0.1475,0.2951
20588,1.0000,0.8929,0.2857,0.3214,0.3036,0.8750,0.8929,1.7321,0.3214,0.3214,0.6429
20692,1.0000,0.8983,0.2881,0.3051,0.3051,0.9153,0.8814,1.7119,0.3051,0.3051,0.6102
20796,1.0000,0.8966,0.2931,0.3103,0.3103,0.9138,0.9138,1.7759,0.3103,0.3103,0.6207
20904,1.0000,0.8966,0.2759,0.3103,0.2931,0.8966,0.8793,1.6724,0.3103,0.3103,0.6207
21012,1.0000,0.8966,0.2759,0.3103,0.2931,0.8793,0.8966,1.7069,0.3103,0.3103,0.6207
21120,1.0000,0.8276,0.2759,0.3103,0.2931,0.8621,0.8793,1.6897,0.3103,0.3103,0.6207
21228,1.0000,0.8966,0.2759,0.3103,0.2931,0.8966,0.8966,1.7414,0.3103,0.3103,0.6207
21336,1.0000,0.8596,0.2632,0.3158,0.2982,0.8772,0.9474,1.7018,0.2982,0.2982,0.8772
21444,1.0000,0.9153,0.2712,0.3051,0.2881,0.9153,0.9153,1.6610,0.3051,0.3051,0.6271
21552,1.0000,0.9123,0.2807,0.8947,0.2982,0.9298,0.9474,1.6842,0.3158,0.3158,0.6316
21664,1.0000,1.6842,0.2807,0.3158,0.2982,0.9298,0.9298,1.7895,0.3158,0.3158,0.6316
21776,1.0000,0.8966,0.2759,0.3103,0.2931,0.8966,0.9138,1.7759,0.3103,0.3103,0.6207
21888,1.0000,0.8596,0.2807,0.3158,0.2982,0.8947,0.9123,1.7018,0.3158,0.3158,0.6316
22000,1.0000,0.8596,0.2807,0.3158,0.2982,0.8947,0.9123,1.7018,0.3158,0.3158,0.6316
22112,1.0000,0.8621,0.2759,0.3103,0.2931,0.9138,0.8621,1.7586,0.5172,0.3103,0.6207
22224,1.0000,0.8793,0.2759,0.3103,0.2931,0.9138,0.8966,1.7586,0.3103,0.3103,0.6207
22336,1.0000,0.8621,0.2759,0.3103,0.2931,0.8966,0.9138,1.6897,0.3103,0.3103,0.6207
22452,1.0000,0.8305,0.2712,0.3051,0.2881,0.8644,0.8983,1.8644,0.3051,0.3051,0.6102
22568,1.0000,0.8814,0.2712,0.3051,0.2881,0.8983,0.8983,1.8475,0.3051,0.3051,0.6102
22684,1.0000,0.8814,0.2712,0.3051,0.2881,1.0678,1.0339,1.7458,0.3051,0.3051,0.6102
22800,1.0000,1.0000,0.2759,0.3103,0.2931,0.9483,0.9138,1.8103,0.3103,0.3103,0.6207
22916,1.0000,0.7424,0.2424,0.2727,0.2576,0.7879,0.8182,1.4848,0.2727,0.2727,0.5455
23032,1.0000,0.8621,0.2759,0.3103,0.2931,0.8966,0.9138,1.7069,0.3103,0.3103,0.6207
23148,1.0000,0.8667,0.2667,0.3000,0.2833,1.3667,0.9000,1.7167,0.3000,0.3000,0.6167
23268,1.0000,0.6420,0.1975,0.2222,0.2099,0.6667,0.6667,1.2840,0.2222,0.2222,0.4444
23388,1.0000,0.8983,0.2542,0.3051,0.2881,0.9322,0.9322,1.7797,0.2881,0.2881,0.6102
23508,1.0000,0.8772,0.2632,0.3158,0.2982,0.8947,0.9298,1.7895,0.2982,0.2982,0.6316
23628,1.0000,0.8621,0.2586,0.3103,0.2931,0.8966,0.9138,2.5517,0.3103,0.3103,0.6207
23748,1.0000,0.6310,0.3095,0.2619,0.2024,0.6429,0.6190,1.1905,0.2143,0.2143,0.4405
23868,1.0000,0.8983,0.2712,0.3051,0.2881,0.8983,0.8814,1.6780,0.3051,0.3051,0.6102
23988,1.0000,0.8814,0.2712,0.3051,0.2881,1.1525,0.9153,1.7627,0.3051,0.3051,0.6102
24112,1.0000,0.8814,0.2712,0.3051,0.2881,0.8983,0.8983,1.6610,0.3051,0.3051,0.6102
24236,1.0000,0.8833,0.2667,0.3000,0.2833,0.8833,0.8833,1.6500,0.3000,0.3000,0.7667
24360,1.0000,0.8475,0.2712,0.3051,0.2881,0.9153,0.8983,1.7288,0.3051,0.3051,0.6102
24484,1.0000,0.8644,0.2712,0.3051,0.2881,0.8983,0.8983,1.7288,0.3051,0.3051,0.8136
24608,1.0000,0.8276,0.2759,0.3103,0.2931,0.8966,0.8966,2.3793,0.3103,0.9828,0.6207
24732,1.0000,0.8276,0.2759,0.3103,0.2931,0.8966,1.4483,1.9828,0.2931,0.2931,0.6207
24860,1.0000,0.8814,0.2542,0.3051,0.2881,0.9322,0.9322,1.7119,0.2881,0.2881,0.6102
24988,1.0000,0.8644,0.2542,0.3051,0.2881,0.9153,0.9153,1.8136,0.2881,0.2881,0.6102
25116,1.0000,0.6806,0.2083,0.2500,0.2361,0.7083,0.7222,1.3750,0.2361,0.2361,0.5000
25244,1.0000,1.4912,0.2632,0.3158,0.2982,0.8947,0.9298,1.7368,0.2982,0.2982,0.6316
25372,1.0000,1.3559,0.2542,0.3051,0.2881,1.7119,1.6271,1.7288,0.2881,0.2881,0.6102
25500,1.0000,0.8305,0.2542,0.3051,0.2881,1.1017,2.0169,1.7119,0.2881,0.2881,0.6102
25632,1.0000,0.8475,0.2542,0.3051,0.2881,0.8983,0.8983,2.6780,0.3051,0.3051,0.7458
25764,1.0000,0.9000,0.2500,0.3000,0.2833,0.9000,1.5000,2.1833,0.5000,0.3000,0.6000
25896,1.0000,0.8475,0.2712,0.3051,0.2881,0.8814,0.8814,1.6780,0.3051,0.3051,0.6102
26028,1.0000,0.8772,0.2807,0.3158,0.2982,0.8947,0.9123,1.7368,0.3158,0.3158,0.6316
26160,1.0000,0.8667,0.2667,0.3000,0.2833,1.9500,0.9000,1.7667,0.3000,0.3000,0.6000
26292,1.0000,0.8448,0.2759,0.3103,0.2931,0.8966,0.8966,1.7241,0.3103,0.3103,0.6379
26428,1.0000,0.8305,0.2712,0.3051,0.2881,0.8814,0.8814,1.7119,0.3051,0.4407,0.6102
26564,1.0000,0.8361,0.2623,0.2951,0.2787,1.0328,0.8689,1.7377,0.2951,0.2951,0.5902
26700,1.0000,0.7571,0.2429,0.2571,0.2429,0.7714,0.7857,1.5429,0.2571,0.2571,0.5286
26836,1.0000,0.8136,0.2542,0.3051,0.2881,0.8983,0.9322,1.7119,0.2881,0.2881,0.6102
26972,1.0000,0.8475,0.2542,0.3051,0.2881,0.8814,0.9153,1.7288,0.4237,0.2881,0.6102
27108,1.0000,2.7288,1.2712,0.3051,0.2881,0.9322,0.9492,1.8136,0.2881,0.2881,0.6102
27248,1.0000,0.7083,0.2083,0.2500,0.2361,0.7500,0.7917,1.5972,0.2361,0.2361,0.5000
27388,1.0000,0.9167,0.2500,0.3000,0.2833,0.9167,0.9167,1.6833,0.2833,0.2833,0.6000
27528,1.0000,0.8644,0.2542,0.3051,0.2881,0.9492,0.9322,1.7797,0.2881,0.2881,0.6102
27668,1.0000,0.8500,0.2500,0.3000,0.2833,0.8833,0.8833,2.2500,0.2833,0.2833,0.6000
27808,1.0000,1.0339,0.2542,0.3051,0.2881,0.8983,0.8983,1.8814,0.2881,0.2881,0.6102
27948,1.0000,0.3778,0.1185,0.1333,0.1259,0.4000,0.4741,0.9333,0.1259,0.1259,0.2667
28092,1.0000,0.8033,0.2459,0.2951,0.2787,0.8525,0.8852,1.8033,0.3279,0.3279,0.5902
28236,1.0000,0.8167,0.2500,0.2833,0.2833,0.8333,0.8833,1.7000,0.2833,0.2833,0.6000
28380,1.0000,0.8814,0.2542,0.3051,0.2881,0.9153,0.8983,1.7797,0.2881,0.2881,0.6102
28524,1.0000,0.8852,0.2459,0.2951,0.2787,0.9016,0.8852,1.7213,0.2787,0.2787,0.5902
28668,1.0000,0.8667,0.2500,0.3000,0.2833,0.9167,0.8833,1.7000,0.2833,0.2833,0.6000
28816,1.0000,0.8667,0.2500,0.3000,0.2833,0.9000,0.8833,1.6667,0.2833,0.2833,0.6000
