size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
18847784,191.5154,136.4903,101.7801,80.6182,82.2102,123.3801,130.1333,239.4157,87.4194,102.0369,156.4278,76.3032,81.5611,80.4698,90.5363
18894904,190.8593,133.9315,101.8163,83.4651,82.6773,124.6981,132.6874,200.5860,85.5574,85.3694,150.0077,71.5947,76.8314,76.0655,93.4812
18942144,176.6407,134.6095,98.5477,100.6155,84.4788,133.6501,133.2280,205.3831,87.1914,83.8600,147.7972,73.4396,91.4234,76.0944,91.1934
18989504,172.0672,132.1182,95.4446,82.6827,90.8694,132.3133,138.3794,207.9406,83.4600,88.9832,150.4963,76.2421,80.5047,90.9500,90.7163
19036984,184.0567,132.5984,94.7717,86.0151,80.0094,130.2310,130.0040,220.6437,85.3909,83.7079,150.6081,75.3264,74.2052,75.0584,92.3637
19084584,178.5289,130.3942,99.5107,94.9936,87.8613,129.8479,137.8083,198.3600,85.5484,84.2018,166.6128,77.6269,77.2707,84.8556,91.4362
19132296,178.5467,184.8455,93.7639,92.8784,92.6615,126.2905,127.4416,211.2696,80.8667,86.0641,146.9846,80.8059,85.7626,75.5111,93.8267
19180128,186.0588,138.8167,110.8395,81.1303,89.2710,138.6575,128.5991,205.6494,88.1961,80.9752,146.3106,79.9933,74.9490,87.1561,89.3842
19228080,173.0242,131.5128,97.1568,82.8704,81.6357,125.1770,134.9177,217.6135,84.4161,87.2643,148.2529,76.7723,80.4987,78.5507,106.3345
19276152,177.4228,127.3583,117.4147,104.6894,85.4621,126.2612,138.8613,204.1612,102.4654,88.0353,155.5578,77.7317,77.2683,77.9446,93.5974
19324344,183.5326,132.9288,104.7021,84.4265,78.7196,127.8449,126.9318,203.3079,80.2592,81.7330,163.5853,85.3700,79.4056,78.0379,97.3066
19372656,177.6632,139.4258,100.5567,78.8368,80.0255,122.7119,132.0500,201.5040,80.8892,82.7327,149.6158,72.7438,72.3093,76.5759,90.7881
19421088,185.3365,134.7874,100.8133,81.5887,81.5719,126.3355,129.5208,200.7670,100.9077,81.6162,148.6884,76.1588,73.8835,79.9208,90.0947
19469648,192.1340,138.7179,101.9449,85.3140,80.6209,129.9882,134.2465,203.3099,88.0144,80.6075,162.0134,72.5709,75.7411,76.8768,92.9291
19518328,173.2075,135.0262,97.5232,90.8308,81.1189,124.0531,129.8694,196.9352,88.6699,80.9147,144.9144,79.2623,75.8093,78.2898,92.9285
19567128,198.8449,142.3664,106.9614,86.7361,83.9815,133.3445,143.3919,219.0719,89.5285,87.0850,150.8570,78.3227,92.0161,85.5490,98.1158
19616048,182.8123,140.9812,98.8247,95.6934,79.1538,125.0514,138.2908,204.1864,94.0594,80.7928,162.0487,78.1525,74.2401,79.8858,101.5524
19665096,194.9291,132.8677,101.1192,80.0588,78.5003,128.2045,128.9100,203.4483,85.3704,81.0047,163.8227,73.0037,77.2532,76.7377,91.7864
19714264,195.1296,145.2670,117.3271,94.2908,85.0897,146.1800,128.2515,207.0339,81.7441,96.0453,154.2428,73.2646,80.9486,75.2891,91.8522
19763552,194.6672,139.4241,105.8932,80.1981,80.9503,128.5027,136.2921,204.1662,87.7559,91.0766,161.2639,77.2448,74.7129,78.6800,95.4080
19812968,181.1108,132.3479,103.2797,80.6598,83.4876,127.0722,132.4701,203.5581,82.1535,80.3919,145.2216,78.9332,74.1357,105.2586,98.4060
19862504,219.4080,141.8929,99.6138,84.3828,78.1105,135.2260,134.7119,202.9392,83.6427,78.8405,146.1528,86.1108,84.3375,77.3808,93.4365
19912168,182.9704,130.9574,148.0578,82.6179,81.3650,124.4312,128.9100,199.4765,86.7673,82.1608,146.8647,89.0974,72.6941,78.0034,96.0151
19961952,183.4899,132.3993,101.3207,82.0752,84.8586,129.5561,134.2576,211.3271,85.7102,84.4449,161.3741,73.3459,74.4285,78.5893,96.0262
20011864,193.3395,134.8731,105.0658,80.6669,82.7626,129.5977,131.2871,208.8452,82.7874,147.1038,161.7475,77.6286,79.0128,78.4668,95.7680
20061896,178.8539,135.4809,115.1326,82.2754,81.3758,130.6743,136.0044,205.3254,83.7435,82.1404,149.1122,77.9651,75.6901,80.2696,96.9701
20112056,180.1880,139.3889,106.9506,83.2270,84.5890,129.5302,135.7562,223.4537,86.7790,82.5702,146.3136,82.8993,83.5091,79.8674,95.7193
20162344,183.4728,133.9396,102.3475,82.4006,83.8304,134.0198,130.7968,205.2142,88.7895,84.7421,146.7095,81.0359,75.1064,80.1561,100.9365
20212752,180.7801,137.3160,103.6595,81.1367,96.0453,133.9899,134.9150,238.8355,86.8808,148.3731,155.5289,77.8993,79.4234,80.0410,95.6108
20263288,210.5322,150.2495,97.5128,80.6699,122.6269,193.6303,148.3936,208.3240,85.3690,81.6216,146.9617,77.6870,98.3983,87.9631,94.4389
20313952,182.9201,135.9342,102.2468,82.7025,80.5534,128.0547,145.6840,208.3956,91.7075,87.1971,148.0688,76.2576,78.1749,91.7021,100.9349
20364744,177.7482,136.1155,103.1904,77.1921,77.3929,124.3009,129.8056,215.8496,83.2660,78.6867,174.5010,82.9647,78.4674,83.9137,93.6743
20415656,200.6152,139.6622,104.4688,83.9997,79.3956,122.4050,135.0719,219.6538,82.0366,82.8103,147.3308,71.9684,72.6306,77.7102,111.4271
20466696,179.1964,136.2895,98.3405,82.8432,81.6840,125.8915,137.5000,203.2542,97.7055,81.8845,146.1645,75.7727,76.2441,82.8210,107.3821
20517864,181.5531,135.0604,100.9167,86.6478,83.8445,127.6263,132.6420,206.6148,84.4708,83.2163,153.2089,74.1279,74.0124,80.8150,98.0161
20569160,180.1189,151.0897,100.8627,81.1155,79.4752,156.1115,139.8079,212.9171,80.9889,81.2478,151.4127,75.1179,85.7643,87.6179,98.7743
20620584,182.0709,141.9019,100.9288,108.2945,83.9604,128.5245,137.0890,203.5107,84.3190,85.3062,143.7391,75.2646,75.0316,82.2018,98.3667
20672136,178.4197,161.5228,104.3972,83.1860,78.5954,129.6407,140.5282,205.7958,83.4916,95.5782,151.9013,82.8418,71.1058,80.6165,96.0487
20723824,181.3996,130.5091,97.4721,80.8032,77.5846,129.8321,131.9527,202.6192,84.1927,81.2760,147.3556,75.2643,81.7377,86.2173,98.7109
20775640,169.0910,133.7186,100.1430,90.0379,81.4439,125.8643,130.9325,202.2142,94.8432,92.7176,147.3351,78.0259,82.5114,90.0792,95.5635
20827584,196.2213,141.6938,101.6467,105.4976,79.8334,124.6719,149.7149,211.2979,85.1793,81.4281,149.2817,70.7085,102.1588,95.7260,112.1894
20879656,172.6639,128.8183,101.6964,82.1444,79.6122,129.8794,134.3919,199.2508,82.7314,80.6572,197.8133,74.6031,76.9909,90.2428,96.2210
20931856,187.6263,139.7492,112.5655,77.6148,77.8989,127.3570,135.1713,235.8962,90.3573,83.7918,168.4493,75.0940,83.6091,81.1931,110.4738
20984192,197.6974,134.0960,102.8412,81.9617,80.0517,124.8660,130.1330,206.2656,86.6756,88.8012,149.5947,72.8455,75.4449,88.1071,106.1817
21036656,190.4533,137.9923,101.7653,81.8529,87.0403,130.8472,137.1518,206.7696,80.4197,85.4805,148.5024,74.1316,75.2223,104.1739,94.8536
21089248,179.6467,134.7700,97.0175,81.0027,93.8996,129.5353,128.0833,204.2817,87.0050,103.5175,148.8096,72.5473,80.1810,86.0215,98.8019
21141976,174.1484,130.7163,94.9328,84.1199,79.1511,125.2676,132.8996,208.5887,93.7451,92.9755,145.8220,78.0880,69.4694,78.4201,102.8056
21194832,175.4936,143.6736,127.0799,81.9610,79.4090,129.7814,131.7908,209.8835,82.4412,81.3862,153.4385,74.1253,71.9258,132.2166,102.1471
21247824,183.9325,134.6964,120.2757,79.6699,81.7572,136.0608,131.9718,213.3999,80.5343,78.6877,156.2189,72.6763,72.4896,94.3076,98.3465
21300944,192.7743,142.7367,100.7361,78.4469,87.4436,130.2371,129.2666,204.6760,87.0702,80.2693,164.8371,76.8905,73.0964,88.4829,99.7408
21354200,182.3496,146.0403,95.9748,85.6810,82.3052,135.1652,132.5248,208.6773,92.5158,83.2280,146.1296,82.7760,75.4993,83.1642,103.9137
21407592,192.1840,139.1044,106.8203,79.1377,79.1971,130.7646,131.1058,213.5148,82.6420,78.7515,152.9422,73.5379,74.2055,82.2485,100.8637
21461112,179.5094,140.1514,94.3653,82.3304,80.1504,127.4815,135.4261,207.8459,84.5957,87.8408,147.7357,74.3999,92.6028,95.6870,97.7754
21514768,179.6447,138.7747,96.6749,81.1363,82.9218,132.7646,138.2572,214.4671,83.3375,113.4913,154.2186,71.9919,72.7663,85.7626,96.4258
21568560,190.4281,134.8187,113.0168,93.9553,76.8052,133.7498,133.8308,211.2508,99.9923,87.1098,150.2485,77.1078,75.7562,90.0682,99.3328
21622488,178.1847,138.1061,96.6954,86.8972,88.7844,126.7660,146.8361,204.5339,79.9674,77.8942,148.0235,73.1300,71.7572,91.7985,102.2636
21676552,226.1706,138.2918,100.5047,78.3486,78.6689,126.1568,143.4090,203.9416,79.2854,78.5635,157.6367,76.8539,70.3294,103.6081,101.1091
21730744,187.1313,136.7908,100.2126,81.8039,80.9177,125.0416,147.3936,259.2972,90.4214,83.0437,153.1353,74.1739,72.3502,92.3842,100.3039
21785072,181.5920,137.2532,106.5920,79.7347,83.4466,129.0477,142.8684,220.3301,81.7629,80.6615,149.3214,80.9872,70.8435,87.2958,103.0527
21839536,214.3371,150.3590,129.7337,82.0826,79.4886,137.5615,133.6148,207.7945,103.4664,80.9449,146.2381,78.0601,79.3660,87.8475,95.4950
21894136,181.0433,133.4204,102.2955,81.2646,78.9698,126.1494,133.4248,202.8368,83.2357,81.8741,158.3882,81.9664,73.9433,82.1770,98.8630
21948872,184.5688,132.6481,101.5578,89.9678,79.0732,124.8707,146.6786,197.4852,88.6518,84.9909,160.6031,78.6216,72.7864,83.8465,125.5289
22003752,184.9886,138.7273,115.9174,80.8848,78.9997,140.1454,147.2280,211.8831,83.9184,83.1948,167.5772,76.7085,78.5665,80.3637,103.7871
22058768,181.4140,134.1723,97.3737,82.6514,84.5732,132.4886,142.8066,210.5349,88.4325,87.9557,172.1924,80.7213,78.4255,86.3842,102.3170
22113920,184.3291,176.2616,143.8294,106.4748,90.4822,133.6263,130.0087,200.5044,88.0997,79.4674,147.7515,72.2616,72.5114,81.4527,100.1293
22169208,183.7723,136.0712,103.8392,80.0299,80.4318,137.1464,154.4490,207.8573,81.1605,88.9443,154.9275,73.3130,71.1619,88.7797,99.6833
22224632,243.1800,143.2391,107.6064,78.2690,82.8361,137.4594,134.2354,256.2606,97.4107,85.0662,153.1444,77.6608,72.6269,82.1253,100.9241
22280200,207.4819,151.8690,102.6152,84.6518,81.1974,131.7985,153.6901,218.4543,84.6870,89.1491,151.2968,74.7005,71.5081,85.2199,100.9194
22335904,184.2572,136.4177,105.0332,97.5833,88.4594,139.0201,142.7186,217.2391,88.4654,89.0473,153.9382,73.2626,72.0101,84.9238,97.1662
22391744,187.8486,139.1491,126.4879,82.9134,81.6689,133.4644,143.7136,207.4281,82.7116,80.9171,163.1729,77.1434,71.6367,87.8012,106.5692
22447728,205.0809,142.3237,110.7381,83.9634,79.3036,133.6430,150.0581,208.7001,86.3214,88.5836,150.6649,75.1850,108.2965,94.1011,105.1746
22503848,184.3489,138.9271,100.9926,84.5346,83.4869,130.3126,134.7163,243.1236,90.6619,90.2169,167.0420,80.8711,73.2381,99.1525,102.5561
22560112,195.6195,138.7918,106.8677,84.2058,80.2414,129.6780,138.0709,205.1269,93.5437,83.4248,150.2760,73.5658,71.8868,82.7485,98.5870
22616520,192.4429,140.4140,103.7629,83.6158,81.0994,129.9382,134.6101,204.6404,90.8956,86.3697,149.3986,82.7075,72.6256,84.8905,99.9349
22673064,203.4476,147.1430,107.3875,84.3331,86.7340,128.6242,146.7330,208.2398,109.8392,79.8925,152.0426,74.0923,70.7582,117.5138,134.3559
22729752,187.2787,141.8781,100.3670,90.9997,91.0101,130.3687,147.4805,202.3563,84.0020,93.4473,154.5772,85.3794,71.3113,98.2911,105.8506
22786584,210.5269,150.2035,115.5984,80.8563,83.3522,126.1300,133.5860,232.5557,87.3754,90.3630,159.3842,74.4624,81.3946,119.8902,112.5077
22843552,187.6713,135.6964,118.6797,86.8472,84.4352,130.3989,136.1091,209.1367,87.9547,88.0353,151.0567,73.2757,72.9842,84.3475,99.0739
22900664,188.4946,134.3496,101.8261,86.8808,83.3190,128.5326,129.2498,202.2717,84.0420,82.7938,152.3942,72.8536,69.7351,96.3083,99.5608
22957920,179.8784,161.0789,100.3103,83.6444,80.4164,130.0776,133.2804,223.6598,102.5000,83.8049,166.1612,77.7334,74.6488,87.5477,100.2710
23015320,187.6501,134.3771,104.9990,82.9674,85.4352,160.0836,146.2371,211.8936,88.9681,81.3942,163.1051,75.3774,77.8015,92.4288,100.8412
23072864,194.6263,133.2314,109.1978,85.4443,82.1756,129.2824,139.5138,280.9506,95.2233,101.2058,156.4416,70.0040,75.1373,95.1111,93.9419
23130552,200.5386,147.7374,106.7263,86.1347,80.8771,130.1279,134.8267,221.7340,85.0138,81.4681,155.1276,78.0423,101.6595,97.6666,102.4238
23188384,196.8845,138.3432,109.6629,81.7159,85.0215,129.7609,143.8455,212.6289,86.4681,89.9382,152.0883,76.6068,72.1138,82.0007,96.2921
23246360,208.7223,147.8284,111.1904,93.8086,82.9886,127.5040,133.7398,212.2666,90.8687,79.8825,151.1619,83.5799,71.5181,78.9486,112.3606
23304480,190.4318,141.2535,110.2740,85.8032,83.7908,133.0510,168.5440,212.0104,90.9698,83.6128,178.0776,89.2871,78.6320,84.9443,110.5974
23362744,213.0672,153.5598,114.6471,99.4778,91.7082,143.2854,157.1061,291.0181,94.2304,89.6692,156.5383,75.2754,73.0977,82.8022,99.3163
23421152,190.6330,137.9721,103.5638,87.7011,81.9980,144.2928,142.1763,248.5322,92.7330,84.9577,159.8570,78.1739,71.5504,93.8650,98.2377
23479712,184.9218,140.6830,106.5255,87.0312,94.0175,151.2874,147.9752,213.3173,91.9859,84.8845,152.6931,80.2942,72.2837,88.6699,116.1813
23538416,200.3758,139.3922,112.9275,112.1696,91.2586,141.1370,143.5725,208.1689,87.6206,89.5554,161.5413,79.7189,114.9392,93.7109,101.5672
23597264,190.0621,139.2921,104.5588,99.0907,99.5205,149.9735,144.3694,211.1518,87.8630,82.3674,156.5252,77.3482,86.7330,83.2740,99.1041
23656264,214.1813,138.6179,158.4987,83.9691,89.1216,131.0957,136.3056,220.4322,87.4668,85.1091,168.4557,74.8026,87.3731,81.8032,118.8052
23715408,194.1743,143.3086,105.8976,85.8778,82.4664,133.5809,147.4251,254.9584,88.6884,90.5702,157.5000,81.7942,76.0621,85.9788,117.9144
23774704,199.6800,138.9644,111.5185,83.4365,94.9466,142.5903,145.2246,258.3079,105.8378,84.0463,155.1773,76.4701,76.7693,84.1471,97.7888
23834144,199.3284,141.4547,131.5050,108.4023,90.3744,144.5554,140.8546,232.6115,102.0702,95.2639,156.6185,81.2928,90.8761,88.2834,104.1978
23893736,211.6199,144.1931,125.9013,93.5742,85.5997,137.6370,141.0551,212.4607,86.8556,149.1723,162.3610,94.2992,72.7623,82.7525,104.9644
23953472,202.6817,153.4255,122.9708,83.6323,96.3120,156.5074,156.4822,237.7354,92.1289,89.0970,155.9741,75.4144,90.2552,83.9866,103.8076
24013360,213.3079,149.3449,112.0349,90.0460,87.4369,142.3932,148.9510,219.5920,89.8281,105.8613,164.2693,86.5154,76.1612,85.4943,101.4778
24073400,210.5487,153.0890,122.7324,87.7841,82.0165,138.5735,134.5443,218.0480,91.0410,82.1629,174.9496,82.5410,78.0003,89.5168,102.1182
24133584,192.7844,139.9214,110.4399,102.5416,96.6964,138.5285,132.1095,214.0524,85.5299,82.4469,151.5430,95.9678,79.9070,93.8731,98.6474
24193920,208.3123,140.5416,105.2539,83.4688,86.1978,145.3120,141.8029,224.9268,123.9399,101.7968,188.0379,98.2874,78.5584,88.3570,98.9500
24254408,210.9906,150.9594,116.4889,85.1303,79.3576,135.6877,140.2790,211.9627,91.9177,82.7263,191.5097,78.5658,76.2340,82.5957,100.2377
24315048,183.3818,127.1444,92.5621,87.0091,80.8294,123.4399,129.2596,215.2505,86.4137,78.7236,122.3355,85.2881,69.9738,82.4171,101.3778
24375840,191.2018,131.1226,84.0779,74.8237,77.8059,134.4429,135.2945,213.2320,91.3549,79.4446,127.2213,77.5343,71.1692,87.6807,99.9778
24436784,171.8979,154.9772,103.7156,95.4641,81.4684,173.7381,153.6632,228.2079,80.8939,88.3506,113.0843,74.4305,73.0692,89.8113,101.6478
24497880,176.7945,127.2189,80.1612,80.9087,76.2787,131.8009,138.2210,204.1575,76.3664,78.6501,116.7300,69.7787,86.6336,80.2979,105.3469
24559128,186.7132,131.3808,83.8062,107.1028,88.4379,131.7079,148.0185,209.7438,80.7539,90.0628,118.0457,72.4950,77.6444,80.1142,118.7626
24620528,169.3690,127.9550,82.2183,88.0131,73.3791,122.0863,143.8882,276.7811,79.8449,83.8637,120.7827,75.4812,91.3764,80.9510,103.9030
24682080,182.5225,128.3217,83.5195,85.8744,75.7300,121.5158,140.7673,208.1048,77.4627,86.9436,121.6988,74.2770,76.3318,83.3418,96.7263
24743792,181.8251,133.0651,87.3140,82.4291,91.4926,121.3015,130.1803,201.3036,78.8694,78.4691,116.7015,105.8334,70.3395,85.3570,99.5897
24805656,179.0839,135.3805,81.1914,76.5702,81.8304,125.8633,132.0101,216.3674,84.2602,79.2055,116.9322,69.5604,72.6152,80.5883,100.1773
24867672,196.4043,134.0067,84.9550,80.7435,78.9929,120.4664,130.4936,199.9308,88.0628,85.6551,119.1444,71.6488,86.6373,78.5437,121.5104
24929848,195.6954,144.1461,124.3801,83.1746,93.9184,135.2475,129.9876,205.3257,78.0064,84.0782,119.9802,69.6558,77.7972,79.4130,101.2636
24992176,170.9708,128.6034,86.8365,75.1333,78.7999,122.5504,131.6790,283.9231,82.4349,87.9375,122.4671,73.4906,76.8069,85.0081,107.1837
25054664,183.8566,134.0101,85.1481,79.1145,81.9809,121.8264,131.1474,200.8304,78.7468,78.1948,120.3271,109.1981,71.8294,82.2223,104.0554
25117304,169.0034,134.0326,96.0265,86.8442,76.3073,122.2132,147.5255,207.4560,82.6306,89.2223,122.6014,84.2136,80.9624,91.1488,96.4134
25180104,189.4318,126.0228,95.9161,125.2649,79.0309,134.6410,125.1887,216.0071,83.3301,82.3066,121.3808,68.4117,80.2492,78.3106,101.7116
25243056,194.1726,127.3808,89.5752,76.3623,88.8637,126.4792,125.2176,243.4077,84.6891,87.5077,127.6686,71.1142,73.7881,88.5339,96.5786
25306168,163.9137,148.9208,82.3445,79.1498,80.9177,123.6793,142.0722,262.0907,80.8465,84.3385,122.2011,72.1833,74.3193,79.5349,107.1716
25369440,199.0722,193.0510,91.2636,80.5621,89.0185,129.7582,133.8130,200.8808,82.1598,80.0762,130.2146,73.1162,83.8711,79.8714,103.5604
25432864,181.8684,127.4335,87.2703,78.9678,81.6148,122.4197,160.3076,200.2921,86.2965,77.9402,125.0259,75.2226,70.5850,86.4013,106.6639
25496448,190.7058,124.9503,87.0732,81.0766,85.8684,126.5154,127.7220,202.2660,87.4896,87.7777,131.2918,76.5007,78.2797,78.4503,127.4631
25560192,180.4728,131.8603,125.4459,88.4456,84.2532,132.3791,135.5507,325.3099,87.9805,94.3660,123.3509,78.7045,74.9312,83.8475,107.9997
25624096,190.2777,135.2562,90.0175,81.0934,78.8368,125.1145,138.0725,204.2042,84.5010,82.0698,123.6968,84.9899,76.3610,82.2230,112.5816
25688160,180.4026,128.8771,86.8899,79.9966,79.2129,125.1531,133.7099,213.0218,79.1048,80.6461,151.4268,88.7854,89.7246,90.3882,149.5487
25752384,201.3106,138.8643,96.8737,83.7999,79.2079,130.8069,134.3697,205.6635,124.3996,87.1887,131.9704,83.0306,77.5027,83.1242,102.1716
25816768,196.4634,127.8865,101.7767,84.3724,87.5991,140.3298,132.7649,206.8348,79.0547,85.6128,133.3046,76.7199,79.5672,87.0547,106.6457
25881312,177.2297,144.5309,91.7612,90.0662,77.7901,127.2733,131.1850,221.7408,86.1746,79.3543,127.4003,75.0682,78.4412,79.5591,116.0856
25946016,191.7643,134.0601,90.6135,108.4617,81.4308,131.3150,135.0957,221.8905,79.8475,87.3889,132.2072,75.4647,76.5903,80.2576,98.8160
26010888,173.8593,133.0920,92.9839,80.0964,81.1558,140.4439,129.6504,205.2589,77.6555,89.7280,132.0527,78.0296,74.2952,87.0107,98.1303
26075920,190.7643,136.5638,100.1051,78.2001,88.5934,130.0776,160.7710,206.2723,77.8368,80.4211,144.1870,79.2841,71.7250,84.4231,100.8707
26141112,190.8862,136.2025,92.2206,83.2048,85.0400,130.5316,138.5850,210.0766,85.7811,147.7435,162.9194,87.8580,90.3969,81.0547,101.3741
26206472,175.1064,129.5531,88.3234,76.0044,82.8358,144.6441,134.0873,215.4956,80.5742,82.9265,152.1333,72.7371,80.3902,81.9318,100.2888
26271992,177.1172,132.2119,96.2764,79.9782,80.6736,126.7334,131.3009,206.2539,79.9275,83.5658,137.3469,72.6884,76.3163,79.8606,103.1091
26337672,185.6538,147.0020,99.5081,79.7461,82.3825,130.7240,142.1202,205.8046,85.2676,83.1525,143.4953,75.6545,77.0470,78.8492,106.4365
26403520,221.6481,167.6850,111.6807,84.3744,90.2780,141.6316,169.2075,212.6155,90.8083,94.5020,204.5433,85.7156,102.1115,98.4110,124.7864
26469536,172.5235,131.3825,96.2277,82.2230,77.2619,136.3798,145.1763,210.9265,85.8925,87.7246,135.4285,74.8109,76.2525,101.3056,97.1595
26535712,194.4214,128.2522,91.7142,79.3972,111.3522,155.4157,140.0678,215.5406,80.0141,79.7982,152.8066,76.9788,76.8818,88.9594,102.1407
26602056,183.1911,149.2881,91.0789,80.5846,82.2636,135.4355,131.1770,206.2552,81.7649,81.2092,153.6508,71.8915,76.5087,80.1098,103.8643
26668568,208.4171,127.1189,93.7075,79.7623,86.7324,146.5554,128.7441,224.9594,79.0591,107.5903,137.4600,184.4241,90.7498,103.9090,117.6669
26735240,233.0131,134.8197,94.6152,84.8193,103.4161,132.4224,136.9218,209.4389,84.0309,81.1837,135.4073,76.4792,83.5158,80.4799,103.0823
26802080,182.1884,131.1746,97.5930,76.3311,87.5003,154.1934,136.6256,215.8439,78.7226,91.2710,141.2878,78.9453,79.9782,83.7119,101.1326
26869088,180.0064,132.2740,93.0255,80.0413,82.5329,128.0638,133.6625,208.3130,77.8066,81.6498,130.5517,76.9302,76.0967,79.8412,98.1044
26936264,190.4429,134.0060,99.2485,88.2623,123.2156,159.4335,130.8969,213.8247,81.0359,80.9305,193.7468,89.6111,86.7757,92.2283,97.0484
27003608,195.5846,135.8264,118.3261,83.8308,80.3499,129.5678,135.4315,265.5034,86.4214,98.9530,140.0917,78.5020,94.7636,81.6575,108.9684
27071120,175.9291,133.1289,98.5235,82.8294,86.8778,155.0907,128.6615,214.2001,82.3499,83.1404,150.8600,79.1347,76.4785,79.3821,104.3180
27138800,191.4177,135.9204,103.6652,81.3378,80.8445,133.1887,137.8586,210.2156,84.0611,82.4147,137.1192,95.5803,90.6105,88.0668,103.7901
27206648,185.6917,141.6478,96.8872,89.4171,84.8371,129.6679,137.6833,212.6632,82.6350,83.6289,136.0756,77.5141,77.1138,78.6706,100.0692
27274672,189.7629,133.0480,105.1044,82.0343,79.3610,125.3734,130.8284,205.5611,82.4668,84.3445,134.2663,70.7270,76.4842,80.1501,95.0732
27342864,203.0786,136.7445,98.7626,82.6058,82.3361,130.7743,138.0447,227.0897,84.4661,87.0608,137.3989,75.8546,75.8281,80.2092,98.5171
27411224,185.6283,137.0752,101.8667,82.4718,83.9980,131.9983,140.0937,250.1783,86.1944,90.4063,133.3774,95.0030,72.6719,80.0782,96.9466
27479760,188.8109,135.9654,99.3932,110.0829,99.7065,142.5880,147.2233,220.8096,89.5987,92.1011,141.6588,88.9537,72.2633,87.8946,129.7633
27548464,209.3492,139.5635,105.2277,95.8653,81.9456,130.3143,132.1813,225.3855,82.9748,85.3341,142.8858,79.3959,90.1763,87.3959,98.4741
27617336,200.4923,138.8788,100.6854,77.3462,92.5175,126.7304,132.8959,226.1793,79.0611,83.6924,172.4570,76.5366,78.6373,79.6249,101.3324
27686384,192.6172,136.8234,103.2005,82.3707,82.3348,134.1645,147.4446,214.7727,85.7821,83.7381,137.6404,75.9251,77.9073,81.0416,101.1632
27755600,188.9745,141.7643,105.2223,81.9469,81.9637,134.2418,134.9268,217.1202,98.0232,86.1195,139.0752,74.7636,83.5161,79.8670,98.9201
27824992,201.8989,162.5285,108.7858,86.7636,81.4298,128.0339,132.7270,211.2112,82.6870,113.4627,148.8133,82.0510,93.9171,81.2092,120.9241
27894560,192.5386,134.5054,106.0954,80.9090,81.6091,129.9177,137.3630,215.8234,83.8563,82.5850,134.1357,120.6034,84.6451,97.1333,105.8553
27964304,204.6998,137.3617,103.7928,80.3526,83.5772,134.4342,161.3066,206.5077,84.3694,82.0302,164.7797,83.7428,84.5823,84.1229,103.7938
28034216,190.0064,135.8385,100.3687,80.2193,80.9678,137.2498,138.0477,220.1874,86.6652,82.1608,144.4046,75.8794,72.4033,78.6729,113.5890
28104304,205.2116,136.0826,103.4641,81.1387,80.1038,131.5913,133.3200,232.3324,87.6961,95.4483,153.3784,77.6917,82.6303,80.8308,95.7156
28174568,196.7216,234.4758,102.6387,92.7505,103.1682,145.5151,139.6383,225.0007,82.8304,112.6911,153.1420,82.5500,80.2817,82.9647,99.2764
28245008,205.8089,142.5698,110.9449,83.2975,83.4406,132.6306,142.6941,231.2673,101.9795,86.3177,150.1148,75.9580,82.2723,97.4879,96.5336
28315624,193.9040,177.9281,105.9822,85.2310,87.9483,135.1723,136.0866,207.3852,90.2021,85.3620,174.4060,77.3287,80.0390,79.0426,109.0537
28386416,201.8590,146.8261,112.7633,84.6857,95.5839,141.2586,135.1236,209.1985,87.2408,84.4161,141.2938,76.1158,77.4271,78.4500,95.9960
28457384,209.0756,135.8811,107.1058,80.8895,104.5571,173.7052,156.7817,216.0772,91.3553,83.7861,170.3875,78.3234,78.8677,99.5332,94.3734
28528528,209.5688,134.4657,108.3653,86.5188,80.3301,155.0128,148.2230,205.2062,90.8428,87.4550,266.2888,133.8469,88.3455,111.4644,102.9150
28599856,211.2260,139.1548,108.3932,110.5141,100.6565,132.6938,135.5151,240.6897,87.0191,97.4869,154.2898,85.9664,76.3002,83.2549,93.7065
28671360,198.9745,143.0081,114.8872,86.3388,80.4557,135.6531,158.7300,218.1961,97.7263,94.6978,152.4906,79.1172,77.0853,81.5893,101.9318
28743040,192.3459,135.8442,106.0984,85.2381,100.6783,134.6508,139.7092,208.7707,87.3640,99.4580,139.7418,76.9150,73.5457,76.8445,93.6071
28814904,210.9624,140.6672,109.3251,82.5712,80.2099,130.6404,136.3083,208.6078,85.0188,83.4657,145.8606,78.3375,76.1739,95.6488,99.6766
28886944,196.5618,136.2861,113.5107,81.2072,81.2089,133.4654,136.5332,209.4795,83.3116,81.8972,143.3036,78.6662,76.6380,78.5084,167.8345
28959168,201.0198,141.1531,109.2884,84.2357,125.3224,163.1155,169.5269,271.7287,116.6971,94.1330,181.1296,82.1286,82.4496,75.8492,93.3667
29031568,195.2764,142.9231,108.8311,108.0960,85.0964,136.8439,150.3983,216.1498,84.4362,83.3647,141.2572,76.1064,72.2995,85.2478,94.9130
29104152,193.4627,139.6692,107.3200,81.6310,119.3737,141.5195,139.1350,226.3727,131.9940,88.7764,148.6719,75.8872,72.6410,77.9966,98.9956
