size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
9688,53.6292,46.5152,13.2105,16.5810,16.2845,42.2016,40.3295,76.3745,16.2102,17.4506,27.4585,12.9723,13.8689,17.2542,21.1304
9720,54.8417,46.3547,13.1701,16.5724,16.2778,40.5921,43.1484,80.9775,16.8917,17.4558,27.8368,13.0049,13.8817,18.5266,21.2226
9752,57.3265,42.0321,13.2009,16.5785,16.3075,40.1744,42.5142,80.2733,16.2009,17.4415,27.5990,12.9817,13.8791,17.4766,21.4207
9784,52.2132,43.1989,13.1981,16.5545,16.2802,41.5906,42.8911,79.3060,16.2065,17.4521,27.6330,34.7893,14.1865,26.8113,41.3299
9816,51.5410,43.0594,13.1830,16.5432,16.2787,40.6557,42.7930,78.7722,16.1927,17.4240,27.6701,12.9768,13.8786,17.9421,22.5803
9848,53.8981,44.3181,13.2041,17.2788,16.2886,42.1234,44.0494,76.0334,16.2236,17.4722,27.9859,12.9788,13.8842,17.6048,21.7035
9880,54.4444,45.5538,13.2023,16.5558,16.2740,41.8733,40.8083,80.1395,16.2179,17.4613,27.6995,12.9839,13.8775,18.2370,23.1032
9912,51.7296,42.7814,13.2030,16.5718,16.2847,41.7218,42.7302,80.5390,16.2166,18.8724,27.7175,12.9800,13.8815,18.7702,23.3754
9944,54.4601,43.8274,13.1769,16.5402,16.2879,41.4574,42.6127,79.5837,16.1883,17.4467,27.5276,12.9631,13.8689,18.7697,23.6901
9976,56.4350,43.1100,13.2045,17.1405,16.3166,39.7195,41.9733,78.7880,88.5755,18.2525,31.1413,13.2380,14.1994,19.6832,22.0619
10008,55.0754,44.8625,13.1749,17.8288,19.0398,39.3379,41.7603,79.5273,16.2709,17.1056,27.0870,12.7255,13.6154,17.6745,21.9973
10040,244.6040,42.4875,12.9550,16.2548,16.0013,40.5009,43.3990,76.9466,15.9109,17.1167,32.1920,12.9867,14.1877,18.5175,23.4007
10072,56.8981,44.7040,13.1870,16.5550,16.2602,42.4232,41.9788,75.1054,16.2177,17.4507,28.5209,12.9799,13.8858,19.1773,24.5150
10104,52.6819,42.3295,12.9580,16.2545,15.9725,39.6277,42.5169,79.7161,15.9268,17.5039,27.6676,12.7220,13.6102,18.9654,23.3567
10136,53.7269,42.7979,13.2001,16.5567,16.3112,40.6973,43.4081,81.0541,16.2142,18.7878,28.3040,14.3686,13.8852,19.1925,23.7307
10168,62.1976,42.8241,13.2092,16.5748,16.2913,40.3977,43.1519,80.5842,16.2196,17.4494,28.2493,12.9869,13.8958,19.5704,23.8499
10200,52.5457,42.8268,13.1959,16.5340,16.2602,40.9490,43.4163,80.3962,16.2211,17.4452,28.4786,12.9851,13.8729,19.6018,24.1479
10232,52.4720,43.0264,13.2018,16.5681,16.2785,40.2298,42.6910,81.5127,20.2701,17.4699,28.9102,12.9768,13.8900,19.2345,24.0438
10264,53.3322,42.9975,13.2008,16.5714,16.2590,40.2568,42.9020,80.5721,16.2051,17.4422,28.9486,12.9768,13.8776,19.4836,24.5360
10296,52.9901,42.6445,13.1976,16.5436,16.2965,40.5662,42.8226,80.7395,16.9815,17.4427,28.4272,12.9792,13.8657,20.0932,24.6555
10328,53.0759,42.5813,13.6607,16.5238,16.2249,40.4551,42.7576,80.6325,16.1909,17.4178,29.5745,12.9466,15.5721,19.6147,24.2155
10360,52.9434,43.8412,13.1801,16.5511,16.2777,41.7865,42.4541,80.1865,16.1836,17.4294,28.9794,12.9523,13.8573,20.2894,24.5337
10392,53.1481,43.0814,13.1734,16.5417,16.2683,40.8676,43.1111,81.2379,16.1983,17.4492,29.0314,12.9765,13.8568,19.9562,25.0933
10424,53.5014,42.6005,13.1964,16.5681,16.2812,40.6309,46.1724,81.6688,16.2147,17.4642,28.6579,12.9835,13.8711,19.6055,24.1640
10456,52.7902,43.4460,13.1860,16.5421,16.2701,40.2481,43.1408,81.8316,16.2004,17.4467,29.0121,12.9733,13.8712,20.3280,25.1331
10488,53.0626,43.2490,13.2120,16.5708,16.2802,40.3195,42.7299,80.4450,16.2246,17.4563,28.4751,12.9777,13.8785,20.3915,24.5091
10520,53.1340,43.4064,13.1748,16.5481,16.2866,41.0591,43.1707,81.0972,16.1988,17.4338,28.9517,12.9708,13.8665,20.6936,25.2139
10552,53.0975,44.8561,13.2053,16.5723,16.2810,42.0833,42.7856,81.3705,16.2166,18.1034,29.5009,12.9909,13.8770,20.4759,25.5016
10584,53.5187,43.2474,13.2013,16.5753,16.2976,40.5268,43.7087,81.2689,16.2419,17.4588,28.7175,12.9770,13.8728,20.6114,25.6315
10616,52.7082,46.8553,13.2065,16.5755,16.3070,40.8912,43.3461,80.7574,16.9146,17.4615,29.2149,12.9750,14.0306,20.7066,25.3060
10648,54.2238,42.9893,13.2026,16.5426,16.2968,40.4586,42.3569,80.1398,16.1902,17.4403,29.3085,12.9783,13.8637,21.0191,25.6821
10680,53.6624,43.2387,13.1967,16.5731,16.2684,41.2045,43.0913,81.9062,16.1952,17.4509,29.0218,12.9637,14.3891,20.3319,25.3470
10712,52.9616,43.4299,13.2078,16.5823,16.2902,40.5756,44.2409,79.9810,16.2207,17.4680,29.3952,12.9827,13.9001,20.7806,25.5367
10744,51.8603,44.3176,13.1833,16.5276,16.2456,42.3252,44.5384,75.9809,16.1919,17.4200,29.1202,12.9788,13.8622,20.8576,25.4046
10776,50.7469,43.0536,13.2026,16.5738,16.2835,40.9728,42.9194,85.6423,16.2295,17.4680,29.7427,12.9745,13.8857,20.6814,25.5227
10808,55.0272,43.9088,13.2177,16.5681,16.9048,41.2649,44.3990,81.0295,16.1981,17.4388,29.2780,12.9752,13.8699,20.6238,25.7620
10840,53.7452,46.5978,13.2061,16.8798,16.6973,40.2778,44.4334,81.5837,16.5704,17.8573,30.2145,13.2236,14.2060,22.0680,25.9010
10872,52.5630,44.2730,13.2137,16.2481,15.9666,41.4051,43.4128,76.5961,15.8978,17.1110,29.0316,12.7395,13.6230,20.3806,25.3755
10904,56.0005,43.2396,12.9555,16.2448,15.9644,40.5818,43.0762,79.6831,15.9025,17.1096,28.9961,12.7306,13.6162,20.3762,25.0940
10936,70.4261,50.3663,15.3693,16.5509,17.3304,40.7260,44.8887,74.1853,17.4914,25.0163,28.8174,12.7390,13.6300,20.6189,25.8659
10968,49.8412,45.5528,12.9683,16.2516,15.9589,42.2058,46.2498,75.8627,15.9119,17.1150,29.0159,12.7311,13.6272,20.4595,25.4289
11000,54.5516,42.9228,12.9535,16.2496,15.9965,40.0703,42.8205,79.9077,15.9018,17.1068,29.6716,12.7281,13.6089,20.3893,25.3295
11032,60.7410,42.1988,12.9627,16.2560,15.9639,41.3925,43.5523,80.0895,15.9035,17.1059,34.3406,12.9777,13.9387,20.3017,25.0067
11064,52.1442,42.2683,12.9557,16.2417,15.9661,40.0165,42.9629,79.6787,15.9011,17.1088,29.1909,12.7425,13.6255,21.2100,25.8224
11096,55.2296,42.8556,12.9627,16.2508,15.9674,40.2424,43.4804,79.6562,15.9172,17.1031,28.9621,12.7432,13.6097,20.3317,25.3179
11128,56.5468,43.9357,12.9575,16.2454,16.0396,40.5593,43.2073,78.9003,15.9072,17.8392,29.2202,12.7228,13.6322,20.6550,27.7087
11160,51.7326,43.4402,12.9553,16.3292,16.0478,39.9574,42.6498,80.5565,15.9018,17.1380,29.5029,12.7328,13.6223,20.3037,25.1059
11192,52.3979,43.1298,12.9490,16.2396,15.9891,40.3362,40.4234,77.5560,15.8963,17.1079,29.6220,12.7339,13.6100,20.4905,25.2031
11224,54.8194,45.1150,12.9500,16.2573,15.9637,42.1095,40.1754,75.3179,15.9038,17.1056,29.2629,12.7336,13.6147,20.4919,25.1899
11256,54.8227,42.6661,12.9501,16.2484,15.9681,41.8346,43.3915,80.0804,15.9104,17.1212,28.9597,12.7237,13.6240,20.5253,25.4360
11288,54.4135,42.3225,12.9235,16.2192,15.9466,40.1318,43.7049,80.5088,15.8764,17.0960,29.3173,12.7354,13.5998,20.2973,24.8048
11320,55.5980,42.6654,14.0660,16.2530,18.5484,39.6016,58.3995,79.6045,16.2394,17.5180,42.3007,13.3594,13.9226,20.2387,24.6309
11352,53.5959,44.9176,15.0255,16.8741,16.6800,41.3827,44.0859,83.4548,16.5629,17.8667,38.4561,13.2315,14.2001,23.5667,25.2904
11384,53.2709,43.4707,14.9906,17.8115,16.6740,40.7678,45.1276,83.5206,16.5719,17.8686,37.6372,13.2213,14.2159,20.7505,25.2736
11416,50.5630,43.2684,15.0025,16.8677,16.6433,42.5864,44.2119,82.5879,16.5553,18.6898,30.5679,20.7947,14.1920,20.8664,25.3023
11448,54.3780,43.2716,15.0225,16.8712,16.6809,41.6678,44.4848,81.6574,16.5461,17.8420,31.3594,20.7187,14.1900,21.1932,25.5097
11480,51.5046,43.4203,15.8526,16.8780,16.6414,41.2389,43.2518,82.8509,16.5568,17.8645,31.1625,13.2359,30.7695,20.8734,25.3624
11512,49.5133,49.6591,13.1877,16.5766,16.2916,40.9120,42.8748,80.4313,16.2144,18.2301,30.7413,12.9844,13.9600,21.2508,25.3802
11544,55.6223,44.3980,13.2053,16.5696,16.2706,41.1789,44.1751,82.8756,16.2167,17.4608,30.3225,12.9866,13.9015,20.4324,24.9023
11576,54.1789,43.8528,13.2174,16.5734,16.2877,42.3139,43.6611,78.6597,16.2112,17.4549,31.2152,12.9795,13.8845,20.5748,24.9611
11608,52.0504,43.4203,13.9271,16.5736,16.2891,42.3780,43.0176,81.4900,16.2281,17.4610,30.6099,12.9854,13.8790,20.3557,25.0013
11640,52.0277,43.4623,13.2167,16.5758,16.2837,41.0688,44.1863,82.6077,16.2006,17.4405,30.1873,12.9666,13.8840,20.8399,24.9154
11672,53.2518,45.3767,13.1996,16.5575,16.2889,42.3059,43.7799,91.2464,16.2474,17.4632,30.3205,14.1152,13.8978,20.4292,24.3134
11704,59.1502,44.0185,13.2209,16.5780,16.2923,42.7702,43.3495,82.5165,16.2167,17.4729,31.8842,12.9918,13.9067,20.9694,25.1036
11736,54.9829,43.6752,13.1984,16.5832,16.2956,41.8630,43.4820,81.9157,16.2325,17.4635,30.4939,12.9773,13.9653,20.7234,24.7960
11768,53.3915,44.5540,13.2013,16.5823,16.3000,41.4574,43.6053,81.7714,16.2085,17.4571,30.2050,12.9931,13.8988,20.3331,24.7794
11800,49.8588,44.0217,13.1899,16.5437,16.2731,41.5681,44.1266,82.3676,16.1862,17.4198,30.7606,12.9606,13.8650,19.9511,24.4756
11832,55.7955,43.4029,13.1998,16.5498,16.2953,41.3517,44.3817,82.3007,16.1996,17.4373,31.1813,12.9874,13.8894,20.5447,24.8076
11864,54.8565,43.5266,13.2051,16.5773,20.1476,79.6540,45.3673,83.6246,16.2330,17.4581,30.6688,12.9834,14.6653,19.7311,24.0814
11896,56.3796,44.5211,13.2266,16.5852,16.2810,42.5528,44.1491,78.4041,16.2197,17.4558,30.2397,12.9807,13.8905,19.7193,23.6439
11928,53.7150,44.6043,13.2157,16.5886,16.2993,41.7650,43.4986,80.4801,15.9094,17.1177,30.2256,12.7309,13.6340,19.1269,22.9976
11960,52.4796,42.8294,12.9651,16.2575,15.9839,40.8983,43.1385,80.6317,15.9109,17.1276,30.2656,12.7373,13.6273,19.0695,23.2993
11992,54.2456,44.1942,12.9642,16.2698,15.9835,42.1452,44.3433,75.4182,15.9001,17.1163,30.0341,12.7388,13.6275,19.1791,23.0836
12024,51.9337,43.0663,12.9280,16.3752,16.3020,40.5823,42.9107,80.7588,15.8806,17.1019,30.8404,12.7371,13.5926,19.6374,27.7084
12056,54.1101,43.4125,12.9624,16.2407,15.9988,41.4872,44.6980,77.3376,15.8983,17.1133,30.4079,12.7279,13.6146,19.1412,22.9861
12088,52.8481,43.2419,12.9607,16.2531,15.9708,40.5882,42.7527,81.0650,15.8993,17.1163,30.1830,12.7386,13.6277,18.7623,22.8466
12120,56.9105,42.8244,12.9360,16.2246,15.9775,41.4348,43.4331,79.7667,15.8892,17.1041,30.1083,12.7286,13.6109,19.2192,23.6085
12152,59.0000,43.8805,12.9196,16.2142,15.9501,41.5936,43.4893,76.5239,15.8573,17.0905,30.3252,12.6982,13.5892,19.9320,23.5165
12184,57.0253,42.9261,12.9527,16.2375,15.9723,40.6102,43.1202,81.2451,15.9018,17.1232,30.8029,12.7415,13.6189,19.0537,22.9015
12216,57.2970,42.8321,12.9491,16.2518,15.9827,41.3676,43.2592,83.9087,15.9119,17.1190,31.6225,12.7413,13.6233,18.9758,22.8885
12248,56.5598,44.7277,12.9282,36.4971,16.3702,40.8083,44.2189,82.8818,16.2434,17.5206,39.1697,12.9799,13.9298,19.1101,23.0760
12280,51.4438,42.9399,14.7148,17.5192,16.3544,40.7843,44.5721,82.1155,16.2414,17.5179,31.1643,20.3572,13.9001,19.0168,22.9572
12312,49.4101,41.9696,14.7057,16.5421,16.3550,41.6293,43.1152,81.5664,16.2362,17.5212,32.1247,12.9834,21.4761,18.7341,23.7638
12344,55.0950,42.0646,14.6629,16.5177,16.3148,40.6162,40.8951,77.0084,16.2301,17.4974,31.2419,12.9481,13.9031,28.4536,24.3394
12376,54.7657,45.3784,14.7371,16.5436,16.3696,40.0079,42.6740,83.1674,16.2617,17.5058,31.6008,13.0193,13.9340,19.9238,29.9562
12408,55.8133,52.1801,14.7084,16.5165,16.3253,39.5222,40.2968,78.7411,16.2171,17.4736,31.8952,12.9456,13.8885,26.7932,45.0933
12440,50.6906,50.6503,12.9577,16.2662,15.9896,43.5585,41.9446,80.7996,15.9092,17.8550,31.7022,12.7427,13.6345,18.1283,22.0257
12472,61.2350,44.2013,12.9713,16.2456,15.9760,40.6794,42.9990,83.4005,15.8862,17.1012,31.4348,12.7207,13.6114,18.1084,22.0223
12504,55.0510,42.4151,12.9607,16.2649,15.9825,40.3759,41.5320,79.2904,15.8974,17.8456,31.3456,12.7396,13.6307,18.3257,22.1442
12536,56.4653,44.4205,12.9532,16.2520,16.0050,41.9698,43.4734,80.9370,15.9226,17.1123,32.2689,12.7346,14.1241,18.0497,22.0633
12568,55.4987,41.2857,12.9577,16.2488,15.9770,40.9869,42.9329,81.1878,15.9154,18.2219,31.1642,18.4601,13.6436,17.9201,21.7232
12600,57.7719,41.7652,12.9646,16.2421,15.9839,43.8093,42.8808,114.7554,15.9201,17.1227,31.1873,12.7284,13.6431,18.6654,22.5044
12632,56.3549,42.8867,12.9832,16.2669,15.9800,40.6701,43.5578,81.3881,16.7673,17.1101,31.5598,12.7405,13.6199,17.7512,21.8373
12664,56.8063,42.4017,12.9624,16.2610,15.9815,40.9877,43.3322,81.3295,15.9099,17.1257,31.1618,12.7403,13.6307,18.1467,22.0708
12696,56.0398,42.1247,12.9651,16.2568,15.9750,40.8751,42.9231,82.1704,15.9058,17.1168,31.5474,12.7428,13.6215,17.9525,21.8773
12728,54.9323,42.4934,12.9587,16.2545,16.0097,41.2003,43.5877,80.8647,15.9053,17.1254,31.3163,12.7361,13.6332,18.1351,21.9723
12760,56.7069,42.6040,12.9671,16.2535,15.9564,42.0255,47.4397,80.7326,15.9052,17.1210,31.5815,12.7465,13.6282,17.4885,21.7504
12792,55.1554,41.8548,12.9619,16.2530,15.9928,41.6226,43.1961,82.4073,17.0972,17.1242,31.5400,12.7359,14.8033,18.6048,21.9958
12824,54.8578,43.5738,12.9906,16.2486,15.9579,42.8665,46.8922,170.9565,21.2575,20.0361,32.4475,12.7799,13.6518,17.4568,21.4858
12864,58.9565,45.7918,12.9401,16.2159,15.9355,43.8994,45.1533,79.2790,15.8565,17.0841,31.8840,12.7302,13.6122,17.4942,21.8435
12904,56.5629,42.4568,12.9595,16.2496,15.9753,41.2189,43.9852,81.5943,15.9099,17.1118,31.6344,12.7343,13.6298,17.3324,21.3561
12944,55.2187,42.8994,12.9686,16.2503,15.9867,41.2570,43.4395,81.7232,15.9107,17.1209,31.9285,12.7522,13.6429,17.3861,26.0688
12984,52.1840,43.2436,13.2150,16.5844,16.3090,43.0473,44.8889,82.0557,16.2333,17.4652,33.3195,12.9825,13.8963,17.6856,21.7682
13024,51.7704,44.2755,12.9646,16.5551,16.1706,43.1341,45.0465,77.8247,16.2209,17.4606,32.1257,12.9794,13.9127,17.5630,21.6644
13064,53.7625,43.7482,13.2171,16.5919,16.2993,42.2050,44.9023,82.7923,16.2268,17.4662,32.7578,12.9825,13.8775,17.3512,21.5692
13104,50.7888,43.4714,13.2263,16.5887,16.3013,42.5691,45.3629,83.0509,16.2370,17.4610,31.8833,13.6846,13.9092,17.3104,21.4875
13144,57.0885,44.3465,13.2182,16.5842,16.3121,42.3832,44.7559,84.1232,16.2317,17.4700,33.0948,12.9842,13.8919,17.6805,21.7128
13184,55.7672,44.0945,13.2260,16.5793,16.3015,42.1994,44.0725,87.8494,16.2228,17.4620,32.4391,12.9884,13.9067,17.2684,21.4296
13224,53.0693,43.6705,13.2095,16.5897,16.3059,42.6784,45.2113,82.6886,16.2370,17.4569,32.4178,12.9842,14.0017,17.1017,21.4746
13264,52.3231,43.4408,13.2338,16.5755,17.0504,42.2589,45.6433,83.7935,16.2260,17.4643,32.4695,12.9958,13.8912,17.0227,21.7155
13304,50.9909,43.7178,13.2213,16.5818,16.3074,42.4427,45.1808,85.2206,16.2172,17.4764,32.6935,12.9877,13.9023,17.3608,21.6842
13344,50.9956,44.0554,13.1991,16.5483,16.2607,42.6253,44.9493,84.3344,16.1773,17.4222,32.4109,12.9542,13.8696,17.2904,21.5666
13384,58.2669,43.7855,13.2129,16.5545,16.3099,42.6015,44.1687,83.3730,16.2083,17.4398,32.6003,13.7072,13.8855,17.2080,21.4109
13424,59.8543,43.4306,13.2427,16.5820,16.3059,42.3567,44.8843,82.3631,16.6794,17.4626,32.8209,12.9881,15.6604,16.8333,21.1341
13464,54.6105,44.3937,13.2132,16.5912,16.3065,43.5837,46.3304,81.8078,16.2312,17.4536,32.3938,12.9802,13.9152,16.4381,21.0067
13504,52.5053,45.6930,13.2112,16.5797,16.3186,42.6015,44.4932,84.0074,16.2345,17.4591,33.3695,12.9857,13.9025,16.6134,20.9300
13544,51.5217,43.7652,13.2149,16.5880,17.0327,42.4611,44.3136,85.2990,16.2320,17.4712,33.2313,12.9891,13.9021,16.2130,20.6790
13584,50.3879,43.7786,13.2149,16.5758,16.3292,42.2367,44.4788,79.4875,16.2189,17.4605,32.6354,12.9872,13.9070,16.7551,21.0012
13624,53.1474,45.8778,13.2246,16.5892,16.2944,44.1177,44.0175,79.4543,16.2453,17.4613,32.4893,12.9903,13.9023,16.7205,24.6861
13664,54.4066,44.0074,13.2216,16.5818,16.3049,42.9674,46.5157,84.4962,16.2412,17.4774,32.7532,12.9837,13.8994,16.9263,21.2176
13704,59.3327,44.2743,13.1870,16.5567,16.3033,42.6631,45.4994,83.3893,16.1993,17.4350,32.8989,12.9705,13.8916,16.6010,21.0641
13744,57.2248,59.8429,13.2046,16.5976,16.3126,44.1172,46.4774,83.7531,16.2342,17.4585,32.8613,12.9933,13.9063,16.1533,20.6639
13784,62.4391,44.3137,13.2105,16.5650,16.2861,43.7688,46.1900,81.8741,16.2172,17.4484,33.9475,12.9844,13.9092,16.9092,20.8583
13824,53.3715,44.0546,13.2174,16.5914,16.3092,42.7381,46.0660,83.5236,16.2239,17.4734,33.2474,12.9835,13.9149,15.9320,20.4576
13864,53.1838,44.0945,13.2268,16.5810,16.3054,46.4459,46.6386,86.7109,16.2285,17.4863,33.2456,12.9876,14.3995,16.1962,20.6676
13904,60.9835,43.8916,13.2142,16.5936,16.3067,42.9877,45.5917,84.8289,16.2219,17.4620,33.0980,12.9950,13.9058,15.9528,20.3514
13944,58.0715,44.3139,13.9115,16.5808,16.2735,44.8291,44.6533,83.0198,15.9006,17.1217,32.6706,12.7356,13.7220,25.1764,19.9416
13984,54.7453,43.6270,12.9696,16.2719,15.9794,42.0448,45.2097,82.6831,15.9161,17.1224,33.0260,12.7448,13.6376,15.8529,20.3347
14024,54.9547,42.5605,12.9686,16.2575,15.9832,41.7715,44.8981,82.7416,15.8897,17.1089,32.5850,12.7371,13.6117,15.9606,20.3596
14064,52.7380,43.0074,12.9765,16.2644,16.0163,41.7851,45.9877,82.2249,15.9094,20.8133,32.6555,12.7262,13.6131,15.6436,19.9700
14104,53.9856,43.0713,12.9733,16.2417,15.9846,42.2706,45.4195,82.9446,15.9099,17.1180,32.2813,12.7368,13.6359,15.2139,19.6290
14144,54.0463,44.0091,12.9631,16.2652,16.0035,42.1603,50.3280,82.4000,15.9258,17.1230,32.3722,12.7448,13.6404,15.2807,19.8382
14184,57.2385,43.5452,12.9775,16.2672,15.9830,41.9105,44.7784,82.4151,15.9015,17.1180,76.7141,12.7866,13.6354,17.2090,20.0007
14224,62.7594,45.0425,12.9770,16.2730,16.0012,43.4361,45.6018,81.7022,15.9115,17.1346,34.0561,12.7331,13.6426,15.2543,19.7784
14264,59.0906,43.5424,12.9496,16.2461,15.9696,43.6255,43.9888,81.9402,15.8912,17.1034,32.3351,12.7307,13.6302,15.0143,19.6398
14304,57.3698,43.4163,12.9765,16.2538,19.9198,41.9218,44.8712,83.4999,15.9073,17.1192,32.3827,12.7383,13.6364,15.0260,19.5108
14344,54.7361,42.5867,12.9565,16.2501,15.9641,41.8689,45.3609,82.3025,15.8833,17.1088,32.1694,12.7264,13.6282,14.8434,19.5743
14384,56.5033,43.3406,12.9582,16.2379,15.9871,41.8529,44.9146,83.9441,15.8880,17.1291,32.4297,12.7301,13.6340,14.7546,19.5538
14424,59.3461,42.9599,12.9505,16.2424,15.9861,42.6586,50.9406,82.9721,15.9132,17.1219,32.0052,12.7413,13.6392,14.7531,19.3918
14464,58.4118,43.8199,12.9728,16.2667,15.9862,42.5976,45.0468,83.9429,15.9041,17.1291,32.5269,13.5241,13.6352,15.3307,19.4084
14504,57.2228,42.9641,12.9802,16.2778,15.9945,42.2714,45.6255,82.9988,15.9172,17.1195,33.0037,12.7430,13.6493,14.7969,19.4632
14544,61.2357,42.8929,12.9903,16.2805,15.9799,42.2134,44.6404,84.0839,15.9135,17.1239,32.4405,12.7495,13.6448,14.6775,19.4217
14584,57.3005,43.4749,12.9777,16.2401,15.9698,42.9783,45.7044,79.7883,15.8917,17.1103,32.3658,12.7192,13.6134,14.5039,19.4561
14624,54.5187,42.7019,12.9609,16.2827,15.9973,42.1850,45.2659,83.2951,15.8939,17.1125,32.4668,12.7254,13.6334,14.3639,19.0118
14664,56.8118,42.8828,12.9763,16.2755,33.5933,42.4324,45.2090,83.2174,15.9282,17.1353,32.2975,12.7443,13.6533,14.3347,19.0079
14704,56.2533,43.2642,12.9753,16.2604,16.0294,42.5745,45.1739,84.2271,15.9327,17.1303,33.7380,12.7505,13.6518,15.4564,19.4470
14744,56.3184,43.7751,12.9827,16.2607,15.9898,41.8770,46.3137,83.1247,15.9278,17.1276,32.6560,12.7339,13.6406,19.6018,19.1395
14784,55.4014,43.5085,12.9753,16.2641,15.9872,42.8664,45.6995,83.0044,15.9256,17.8153,31.9585,12.7556,13.6399,14.3409,19.0045
14824,55.4467,43.1219,12.9671,16.2780,15.9673,42.2281,44.9931,83.5014,15.9236,17.1215,32.1749,12.7462,13.6488,14.4037,19.0598
14864,53.1890,43.5946,12.9663,16.2730,15.9958,42.1642,44.7299,83.8895,15.9265,17.1244,32.2019,12.7410,13.6357,14.3990,18.9867
14904,54.4957,43.1499,12.9830,16.2686,15.9950,42.4452,44.6886,83.6072,15.9256,17.1345,32.2731,12.7401,13.6426,14.1418,18.9725
14944,56.0861,44.0104,12.9679,16.2456,15.9919,43.0601,47.2647,80.3876,15.9297,17.1241,32.1353,12.7297,13.6406,14.1507,18.9344
14984,58.8818,43.1466,12.9854,16.2688,15.9893,42.1670,48.6265,83.7875,15.9171,17.1227,32.3967,12.7443,13.6421,14.2186,19.0487
15024,57.9240,43.1009,12.9565,16.9658,16.0000,42.2694,45.0468,83.1395,15.9139,17.1266,32.2726,12.7504,13.6434,14.1294,20.1810
15064,53.7848,43.2867,12.9844,16.2573,15.9956,42.5652,45.2709,83.3935,15.9201,17.1242,32.0858,12.7416,13.6426,14.1093,18.8407
15104,60.1217,43.5563,12.9859,16.2543,15.9891,42.3802,44.8942,83.4207,15.9204,17.1306,32.0990,12.7353,13.6399,13.6988,18.5419
15144,55.6282,43.5390,12.9780,16.2740,15.9943,42.2946,46.0071,83.2926,15.9204,17.1209,32.7793,12.7472,13.6448,13.7505,18.3057
15184,56.6591,43.8081,12.9763,16.2610,16.0188,42.4064,45.8994,83.4942,15.9285,17.1321,32.4687,12.7427,13.6382,13.6471,18.0982
15224,57.2822,44.0316,12.9464,16.2365,15.9837,46.3717,46.6357,84.6211,15.9199,17.1417,32.5788,12.7410,13.6450,13.8867,18.5966
15264,60.5397,44.1434,12.9562,16.2384,15.9726,43.2295,45.9600,81.8832,15.8882,17.1101,32.3169,12.7314,13.6374,13.4239,18.2352
15304,58.4724,43.7699,12.9597,16.2807,15.9765,42.7526,44.7719,84.2493,15.9055,17.1279,32.0710,12.7420,13.6342,13.7427,18.2437
15344,58.9763,43.6434,12.9772,16.2684,15.9720,42.3500,44.5654,83.1677,40.2892,17.1093,32.0856,12.7339,13.6211,15.1095,18.2241
15384,59.6663,43.6094,14.7554,16.5733,16.3750,43.0828,46.0064,88.1150,16.2567,17.5387,33.8069,12.9919,13.9453,21.6317,19.1197
15424,56.7240,43.4524,14.7188,16.5640,16.3733,44.1677,44.9866,83.5785,20.9006,17.5494,32.3378,12.9752,13.9595,13.4338,25.8122
15464,54.4754,43.5723,14.6644,16.5588,16.3527,42.1284,45.0791,81.2515,16.2471,17.4929,33.7333,12.9622,13.9255,13.3715,17.9444
15504,52.0824,45.5422,14.7396,16.5808,17.0764,42.5029,45.0542,85.3106,16.2592,17.5280,32.6896,12.9891,13.9570,13.2605,18.6080
15544,63.6465,44.4892,14.7438,16.5427,17.5192,42.3963,45.3334,84.9847,16.2733,17.5160,32.4717,12.9889,13.9533,13.1961,17.9067
15584,62.4402,43.1113,14.6671,16.5481,16.3416,42.5686,58.7099,84.8066,15.9235,17.1239,31.8613,12.7618,13.6555,13.0549,17.6948
15624,59.0358,45.3184,12.9745,16.2936,16.0359,43.3608,46.9060,80.8247,15.9280,17.1266,31.8152,12.7408,13.6846,16.3885,17.7791
15664,60.0139,43.6300,12.9760,20.2380,15.9921,42.5531,47.5634,85.1580,15.9119,17.1400,31.3846,12.7559,13.6574,13.8299,17.3416
15704,56.5248,44.0114,22.3398,16.5630,16.3792,46.0829,45.0611,83.3838,16.2639,18.4472,32.5402,12.9820,13.9790,13.1551,17.8125
15744,55.2095,43.5174,12.9889,16.2909,16.0052,42.5605,45.8432,84.3292,15.9177,17.1340,32.1148,12.7386,13.6518,13.0116,17.5105
15784,53.2671,43.5750,12.9805,16.2835,16.0285,42.5798,45.2704,83.2369,16.6265,17.1415,31.8763,12.7465,13.6500,12.9268,17.4046
15824,54.3574,43.2157,12.9861,16.2743,16.0035,42.1244,46.4774,84.6664,16.5204,17.1314,32.2661,12.7479,13.6470,12.9552,17.2516
15864,54.3325,43.6992,12.9626,16.2521,16.0102,42.8585,45.7445,85.7682,17.1568,17.1531,32.4684,12.7410,13.6591,12.8153,17.0141
15904,56.4054,43.7057,12.9950,16.2797,15.9935,42.6903,45.9473,83.6411,15.9191,17.1340,32.2124,12.7465,13.6567,12.8241,17.1939
15944,57.3418,43.3169,12.9888,16.2624,15.9956,43.3072,46.6688,84.9634,15.9132,17.1202,31.7927,12.7420,13.6539,12.6779,16.8358
15984,56.1089,43.3574,12.9824,16.2756,15.9738,43.0645,44.7665,84.6470,15.9248,17.1234,31.8506,12.7390,13.6468,12.7338,17.0870
