4,1.0000,0.2000,0.2000
8,1.0000,0.3333,0.3333
12,1.0000,0.3333,0.3333
16,1.0000,0.2500,0.2500
20,1.0000,0.3000,0.3000
24,1.0000,0.2500,0.2500
28,1.0000,0.2000,0.2000
32,1.0000,0.2000,0.2000
36,1.0000,0.2857,0.2857
40,1.0000,0.2667,0.2667
44,1.0000,0.2500,0.2500
48,1.0000,0.0800,0.0800
52,1.0000,0.2222,0.2222
56,1.0000,0.2500,0.2500
60,1.0000,0.2667,0.2667
64,1.0000,0.2500,0.2500
68,1.0000,0.2778,0.2778
72,1.0000,0.3125,0.3125
76,1.0000,0.2941,0.2941
80,1.0000,0.2941,0.2941
84,1.0000,0.2778,0.2778
88,1.0000,0.2632,0.2632
92,1.0000,0.2632,0.2632
96,1.0000,0.3333,0.3333
100,1.0000,0.2381,0.2381
104,1.0000,0.2500,0.2500
108,1.0000,0.2500,0.2500
112,1.0000,0.3529,0.3529
116,1.0000,0.3000,0.2500
120,1.0000,0.2381,0.2381
124,1.0000,0.2857,0.2381
128,1.0000,0.2857,0.2857
132,1.0000,0.3333,0.3333
136,1.0000,0.3182,0.3182
140,1.0000,0.3182,0.3182
144,1.0000,0.3182,0.3182
148,1.0000,0.3182,0.3182
152,1.0000,0.3182,0.3182
156,1.0000,0.3333,0.3333
160,1.0000,0.3043,0.3043
164,1.0000,0.2917,0.2917
168,1.0000,0.3182,0.3182
172,1.0000,0.3043,0.3043
176,1.0000,0.3043,0.3043
180,1.0000,0.3043,0.3043
184,1.0000,0.3043,0.3043
188,1.0000,0.3043,0.3043
192,1.0000,0.2917,0.2917
196,1.0000,0.2800,0.2800
200,1.0000,0.2917,0.2917
204,1.0000,0.2917,0.2917
208,1.0000,0.2917,0.3333
212,1.0000,0.2800,0.3200
216,1.0000,0.3200,0.2800
220,1.0000,0.2692,0.2692
224,1.0000,0.2963,0.3333
228,1.0000,0.3200,0.2800
232,1.0000,0.3200,0.3200
236,1.0000,0.3077,0.2692
240,1.0000,0.3200,0.3200
244,1.0000,0.3077,0.3077
248,1.0000,0.3333,0.2963
252,1.0000,0.2963,0.2963
256,1.0000,0.2963,0.2963
260,1.0000,0.3214,0.3214
264,1.0000,0.3462,0.3462
268,1.0000,0.3462,0.3462
272,1.0000,0.3333,0.3333
276,1.0000,0.3333,0.3333
280,1.0000,0.3333,0.3333
284,1.0000,0.3462,0.3462
288,1.0000,0.3214,0.3214
292,1.0000,0.3214,0.3214
296,1.0000,0.3600,0.3600
300,1.0000,0.3333,0.3333
304,1.0000,0.3333,0.3333
308,1.0000,0.3103,0.3103
312,1.0000,0.3214,0.3214
316,1.0000,0.3333,0.3333
320,1.0000,0.3103,0.3103
324,1.0000,0.3214,0.3214
328,1.0000,0.3214,0.3214
332,1.0000,0.1667,0.1500
336,1.0000,0.3214,0.3214
340,1.0000,0.3214,0.3214
344,1.0000,0.3571,0.3214
348,1.0000,0.3103,0.3103
352,1.0000,0.3000,0.3000
356,1.0000,0.3000,0.3000
360,1.0000,0.3103,0.3103
364,1.0000,0.3000,0.3000
368,1.0000,0.3214,0.3214
372,1.0000,0.3333,0.3000
376,1.0000,0.3333,0.3333
380,1.0000,0.3103,0.3103
384,1.0000,0.3333,0.3333
388,1.0000,0.3448,0.3448
392,1.0000,0.3448,0.3448
396,1.0000,0.3448,0.3448
400,1.0000,0.3333,0.3333
408,1.0000,0.3448,0.3448
416,1.0000,0.3333,0.3333
424,1.0000,0.3125,0.3125
432,1.0000,0.3226,0.3226
440,1.0000,0.3226,0.3226
448,1.0000,0.3226,0.3226
456,1.0000,0.3226,0.3226
464,1.0000,0.3226,0.3226
472,1.0000,0.3226,0.3226
480,1.0000,0.3226,0.3226
488,1.0000,0.3125,0.3125
496,1.0000,0.3548,0.3226
504,1.0000,0.3030,0.3030
512,1.0000,0.3125,0.3125
520,1.0000,0.3750,0.3750
528,1.0000,0.3750,0.4063
536,1.0000,0.3939,0.3636
544,1.0000,0.3636,0.3939
552,1.0000,0.3636,0.3636
560,1.0000,0.3824,0.3824
568,1.0000,0.3824,0.3824
576,1.0000,0.3939,0.3939
584,1.0000,0.3824,0.3824
592,1.0000,0.3939,0.3939
600,1.0000,0.3939,0.3939
608,1.0000,0.3824,0.3824
616,1.0000,0.3714,0.3714
624,1.0000,0.3714,0.3714
632,1.0000,0.4000,0.3714
640,1.0000,0.3714,0.3714
648,1.0000,0.3611,0.3611
656,1.0000,0.3333,0.3611
664,1.0000,0.3714,0.3714
672,1.0000,0.3714,0.6000
680,1.0000,0.3824,0.3824
688,1.0000,0.3611,0.3611
696,1.0000,0.3714,0.3714
704,1.0000,0.3611,0.3611
712,1.0000,0.3421,0.3684
720,1.0000,0.3611,0.3889
728,1.0000,0.3514,0.3784
736,1.0000,0.3514,0.3784
744,1.0000,0.3514,0.3784
752,1.0000,0.3514,0.3784
760,1.0000,0.3684,0.3684
768,1.0000,0.3611,0.3889
776,1.0000,0.3611,0.3889
784,1.0000,0.3514,0.3784
792,1.0000,0.3421,0.3684
800,1.0000,0.3421,0.3684
812,1.0000,0.3514,0.3784
824,1.0000,0.3684,0.3684
836,1.0000,0.3590,0.3590
848,1.0000,0.3590,0.3846
860,1.0000,0.3590,0.3590
872,1.0000,0.5250,0.3500
884,1.0000,0.3684,0.3684
896,1.0000,0.3500,0.3750
908,1.0000,0.3846,0.3846
920,1.0000,0.3750,0.4000
932,1.0000,0.3846,0.3846
944,1.0000,0.3750,0.3750
956,1.0000,0.3659,0.3659
968,1.0000,0.3750,0.3750
980,1.0000,0.3659,0.3659
992,1.0000,0.4000,0.4000
1004,1.0000,0.3659,0.3659
1016,1.0000,0.3659,0.3902
1028,1.0000,0.3953,0.4186
1040,1.0000,0.3953,0.3953
1052,1.0000,0.3864,0.4091
1064,1.0000,0.3778,0.3778
1076,1.0000,0.4186,0.3953
