4,1,6
8,2,8
12,2,7
16,4,11
20,4,14
24,3,13
28,3,17
32,6,19
36,7,17
40,7,17
44,4,18
48,5,16
52,7,23
56,7,21
60,12,21
64,6,21
68,6,22
72,6,19
76,6,20
80,6,20
84,6,21
88,6,21
92,6,22
96,6,22
100,6,24
104,6,23
108,6,22
112,6,20
116,6,23
120,6,25
124,6,25
128,7,25
132,9,26
136,9,26
140,8,28
144,8,25
148,9,26
152,8,27
156,9,26
160,9,28
164,8,29
168,9,26
172,8,27
176,9,27
180,9,28
184,9,28
188,9,27
192,9,28
196,9,29
200,9,28
204,12,33
208,9,29
212,9,35
216,9,30
220,10,31
224,9,32
228,10,30
232,9,31
236,12,31
240,9,30
244,13,36
248,13,39
252,11,53
256,10,34
260,12,34
264,12,30
268,12,32
272,12,33
276,12,33
280,12,32
284,12,32
288,12,33
292,13,34
296,12,31
300,12,33
304,12,33
308,12,34
312,12,33
316,11,33
320,12,34
324,12,34
328,16,38
332,11,35
336,12,35
340,12,33
344,12,34
348,12,34
352,13,35
356,12,35
360,12,34
364,12,36
368,12,34
372,13,35
376,12,35
380,12,36
384,13,35
388,12,34
392,16,34
396,12,35
400,12,35
408,12,36
416,12,35
424,12,38
432,13,36
440,13,38
448,13,38
456,17,42
464,14,40
472,14,39
480,14,39
488,15,39
496,15,40
504,14,44
512,15,42
520,17,41
528,18,41
536,16,41
544,17,41
552,16,41
560,18,41
568,20,60
576,17,41
584,18,42
592,16,39
600,22,46
608,17,41
616,17,45
624,18,43
632,17,42
640,18,44
648,18,43
656,17,43
664,18,43
672,23,47
680,20,42
688,17,42
696,19,50
704,18,45
712,18,77
720,19,44
728,17,55
736,19,46
744,21,46
752,19,45
760,24,46
768,19,47
776,23,52
784,25,53
792,24,50
800,21,52
812,20,48
824,19,51
836,20,48
848,19,49
860,19,49
872,20,49
884,20,48
896,21,50
908,20,48
920,21,49
932,22,53
944,20,53
956,22,54
968,19,49
980,21,50
992,21,51
1004,20,51
1016,21,51
1028,24,53
1040,24,52
1052,23,54
1064,23,55
1076,23,52
1088,21,52
1100,24,53
1112,25,67
1124,23,54
1136,23,67
1148,28,53
1160,23,53
1172,29,56
1184,21,53
1196,22,55
1212,22,52
1228,23,55
1244,26,57
1260,26,58
1276,27,66
1292,28,57
