4,5,1,1
8,6,2,2
12,6,2,2
16,8,2,2
20,10,3,3
24,12,3,3
28,15,3,3
32,15,3,3
36,14,4,4
40,15,4,4
44,16,4,4
48,50,4,4
52,18,4,4
56,16,4,4
60,15,4,4
64,16,4,4
68,18,5,5
72,16,5,5
76,17,5,5
80,17,5,5
84,18,5,5
88,19,5,5
92,19,5,5
96,18,6,6
100,21,5,5
104,20,5,5
108,20,5,5
112,17,6,6
116,20,6,5
120,21,5,5
124,21,6,5
128,21,6,6
132,21,7,7
136,22,7,7
140,22,7,7
144,22,7,7
148,22,7,7
152,22,7,7
156,21,7,7
160,23,7,7
164,24,7,7
168,22,7,7
172,23,7,7
176,23,7,7
180,23,7,7
184,23,7,7
188,23,7,7
192,24,7,7
196,25,7,7
200,24,7,7
204,24,7,7
208,24,7,8
212,25,7,8
216,25,8,7
220,26,7,7
224,27,8,9
228,25,8,7
232,25,8,8
236,26,8,7
240,25,8,8
244,26,8,8
248,27,9,8
252,27,8,8
256,27,8,8
260,28,9,9
264,26,9,9
268,26,9,9
272,27,9,9
276,27,9,9
280,27,9,9
284,26,9,9
288,28,9,9
292,28,9,9
296,25,9,9
300,27,9,9
304,27,9,9
308,29,9,9
312,28,9,9
316,27,9,9
320,29,9,9
324,28,9,9
328,28,9,9
332,60,10,9
336,28,9,9
340,28,9,9
344,28,10,9
348,29,9,9
352,30,9,9
356,30,9,9
360,29,9,9
364,30,9,9
368,28,9,9
372,30,10,9
376,30,10,10
380,29,9,9
384,30,10,10
388,29,10,10
392,29,10,10
396,29,10,10
400,30,10,10
408,29,10,10
416,30,10,10
424,32,10,10
432,31,10,10
440,31,10,10
448,31,10,10
456,31,10,10
464,31,10,10
472,31,10,10
480,31,10,10
488,32,10,10
496,31,11,10
504,33,10,10
512,32,10,10
520,32,12,12
528,32,12,13
536,33,13,12
544,33,12,13
552,33,12,12
560,34,13,13
568,34,13,13
576,33,13,13
584,34,13,13
592,33,13,13
600,33,13,13
608,34,13,13
616,35,13,13
624,35,13,13
632,35,14,13
640,35,13,13
648,36,13,13
656,36,12,13
664,35,13,13
672,35,13,21
680,34,13,13
688,36,13,13
696,35,13,13
704,36,13,13
712,38,13,14
720,36,13,14
728,37,13,14
736,37,13,14
744,37,13,14
752,37,13,14
760,38,14,14
768,36,13,14
776,36,13,14
784,37,13,14
792,38,13,14
800,38,13,14
812,37,13,14
824,38,14,14
836,39,14,14
848,39,14,15
860,39,14,14
872,40,21,14
884,38,14,14
896,40,14,15
908,39,15,15
920,40,15,16
932,39,15,15
944,40,15,15
956,41,15,15
968,40,15,15
980,41,15,15
992,40,16,16
1004,41,15,15
1016,41,15,16
1028,43,17,18
1040,43,17,17
1052,44,17,18
1064,45,17,17
1076,43,18,17
1088,42,17,17
1100,42,17,17
1112,42,17,17
1124,44,18,18
1136,44,18,18
1148,43,18,17
1160,44,18,17
1172,44,18,18
1184,43,18,19
1196,47,20,19
1212,45,20,18
1228,44,19,18
1244,45,19,19
1260,45,26,18
1276,46,19,19
1292,46,20,19
1308,45,19,18
1324,45,19,18
1340,45,19,18
1356,45,19,18
1372,45,19,19
1388,46,19,19
1404,45,19,19
1420,46,19,19
1436,46,20,19
1452,47,20,19
1468,47,21,20
1484,48,21,21
1500,48,20,19
1516,48,20,19
1532,48,20,20
1548,48,20,20
1564,48,21,20
1580,49,21,20
1596,48,21,20
1616,48,21,20
1636,48,21,21
1656,49,21,20
1676,49,21,20
1696,77,22,22
1716,50,22,22
1736,51,22,22
1756,51,22,22
1776,51,23,23
1796,51,23,23
1816,52,23,23
1836,52,23,23
1856,52,23,23
1876,51,23,23
1896,52,24,23
1916,52,24,23
1936,54,24,24
1956,53,24,24
1976,54,24,24
1996,53,25,24
2020,54,24,24
2044,54,56,24
2068,55,26,27
2092,55,26,27
2116,55,27,27
2140,55,26,27
2164,55,27,27
2188,55,27,27
2212,56,27,28
2236,56,27,28
2260,57,27,28
2284,57,27,28
2308,56,28,28
2332,57,28,29
2356,57,28,29
2380,58,28,29
2408,57,28,29
2436,58,29,29
2464,59,29,30
2492,59,31,31
2520,59,30,30
2548,58,29,30
2576,59,30,30
2604,59,30,30
2632,60,30,30
2660,61,30,31
2688,61,30,31
2716,59,30,30
2744,60,30,30
2772,60,30,30
2800,90,31,31
2832,61,30,31
2864,63,31,31
2896,61,31,31
2928,61,31,31
2960,62,31,32
2992,62,31,32
3024,63,32,32
3056,63,32,32
3088,63,32,32
3120,65,33,33
3152,63,32,33
3184,63,33,33
3220,63,33,33
3256,63,33,33
3292,64,33,34
3328,65,34,34
3364,65,34,34
3400,65,34,34
3436,65,34,35
3472,66,37,36
3508,66,35,35
3544,67,35,35
3580,67,35,36
3620,84,34,35
3660,68,34,35
3700,69,35,35
3740,69,35,36
3780,68,35,36
3820,69,35,36
3860,77,36,36
3900,71,63,37
3940,71,36,37
3980,72,37,37
4024,72,37,37
4068,72,37,38
4112,73,39,40
4156,74,39,41
4200,74,105,41
4244,74,40,41
4288,75,40,41
4332,75,40,41
4376,75,41,42
4424,77,41,42
4472,76,41,42
4520,76,42,42
4568,78,42,43
4616,78,42,43
4664,78,43,43
4712,78,43,44
4760,78,43,44
4812,79,43,44
4864,79,44,45
4916,80,44,50
4968,78,45,45
5020,81,45,46
5072,79,44,45
5124,80,45,45
5176,80,45,46
5232,107,50,52
5288,88,49,53
5344,84,48,49
5400,84,49,50
5456,85,50,50
5512,90,50,52
5568,103,51,53
5628,88,49,50
5688,86,50,51
5748,85,50,51
5808,98,61,56
5868,86,51,52
5928,87,51,52
5988,87,52,53
6052,88,52,72
6116,89,52,53
6180,88,53,54
6244,147,54,53
6308,89,54,53
6372,91,54,54
6440,90,53,53
6508,90,54,54
6576,90,54,54
6644,91,55,55
6712,92,55,55
6780,93,56,56
6852,93,56,56
6924,93,57,57
6996,94,57,57
7068,98,59,57
7140,95,58,58
7216,96,59,59
7292,95,59,59
7368,97,60,59
7444,97,61,60
7520,104,61,60
7596,98,61,61
7676,145,62,61
7756,103,66,67
7836,103,69,105
7916,149,148,111
7996,151,166,68
8080,103,65,64
8164,104,65,65
8248,105,70,85
8332,106,69,67
8420,106,69,69
8508,106,70,72
8596,138,73,74
8684,136,75,74
8772,117,76,74
8864,113,76,74
8956,114,77,75
9048,114,78,76
9140,115,78,77
9236,116,79,77
9332,116,80,78
9428,138,81,78
9524,117,81,79
9624,118,82,80
9724,122,83,80
9824,120,93,83
9924,122,84,82
10028,122,85,82
10132,123,84,82
10236,120,85,83
10340,131,94,84
10448,122,86,84
10556,123,86,85
10664,124,86,87
10772,126,86,86
10884,124,87,87
10996,125,88,87
11108,126,89,89
11224,128,90,89
11340,128,90,90
11456,129,91,91
11572,131,92,92
11692,132,93,92
11812,133,95,93
11932,143,90,102
12056,135,96,95
12180,136,99,96
12304,137,100,99
12432,133,96,93
12560,132,108,94
12688,133,97,95
12820,133,97,96
12952,134,99,96
13084,135,99,98
13220,137,100,98
13356,138,102,99
13492,138,102,100
13632,139,103,101
13772,141,104,102
13912,143,105,103
14056,145,111,103
14200,145,107,108
14344,152,110,109
14492,152,113,113
14640,152,116,110
14788,183,141,133
14940,158,122,118
15092,165,119,118
15248,155,119,121
15404,164,129,158
15560,164,125,119
15720,160,122,120
15880,159,124,121
16044,172,118,116
16208,159,120,118
16372,161,121,119
16540,181,128,122
16708,162,127,122
16880,162,127,124
17052,164,128,125
17228,167,129,126
17404,168,129,126
17580,170,130,127
17760,167,131,127
17940,171,135,130
18124,176,136,131
18308,175,137,132
